OID_,FID_PUMAs2,STATEFP10,PUMACE10,GEOID10,NAMELSAD10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,FID_candidate_CTPS_TAZ_STATEWIDE_2019,OBJECTID_1,id,type,town,state,town_state,mpo,in_brmpo,subregion,Shape_Leng,sector,Shape_Length,Shape_Area,REGION,TAZ,PUMA
1854,15,25,302,2500302,Worcester County (West Central) PUMA,G6120,S,1047260814,37239316,42.300687,-72.017643,3761,3762,2858,I,LEICESTER,MA,"LEICESTER,MA",CMRPC,0, ,5582.765039,,0.055479807,0.000120737,1,2858,2500302
1855,15,25,302,2500302,Worcester County (West Central) PUMA,G6120,S,1047260814,37239316,42.300687,-72.017643,3762,3763,2859,I,LEICESTER,MA,"LEICESTER,MA",CMRPC,0, ,7531.933434,,0.080083398,0.000257961,1,2859,2500302
1857,15,25,302,2500302,Worcester County (West Central) PUMA,G6120,S,1047260814,37239316,42.300687,-72.017643,3770,3771,2847,I,BROOKFIELD,MA,"BROOKFIELD,MA",CMRPC,0, ,14598.26108,,0.150370166,0.001007824,1,2847,2500302
1859,15,25,302,2500302,Worcester County (West Central) PUMA,G6120,S,1047260814,37239316,42.300687,-72.017643,3795,3796,3015,I,MILLBURY,MA,"MILLBURY,MA",CMRPC,0, ,8019.938226,,0.082260608,0.000333524,1,3015,2500302
1860,15,25,302,2500302,Worcester County (West Central) PUMA,G6120,S,1047260814,37239316,42.300687,-72.017643,3796,3797,3019,I,MILLBURY,MA,"MILLBURY,MA",CMRPC,0, ,8459.466165,,0.088279242,0.000354614,1,3019,2500302
1861,15,25,302,2500302,Worcester County (West Central) PUMA,G6120,S,1047260814,37239316,42.300687,-72.017643,3798,3799,2836,I,MILLBURY,MA,"MILLBURY,MA",CMRPC,0, ,10438.43325,,0.107165721,0.000635767,1,2836,2500302
1862,15,25,302,2500302,Worcester County (West Central) PUMA,G6120,S,1047260814,37239316,42.300687,-72.017643,3803,3804,2951,I,LEICESTER,MA,"LEICESTER,MA",CMRPC,0, ,10532.9325,,0.115040574,0.00040189,1,2951,2500302
1863,15,25,302,2500302,Worcester County (West Central) PUMA,G6120,S,1047260814,37239316,42.300687,-72.017643,3804,3805,2950,I,LEICESTER,MA,"LEICESTER,MA",CMRPC,0, ,16705.8803,,0.176665794,0.00171016,1,2950,2500302
1864,15,25,302,2500302,Worcester County (West Central) PUMA,G6120,S,1047260814,37239316,42.300687,-72.017643,3806,3807,2884,I,LEICESTER,MA,"LEICESTER,MA",CMRPC,0, ,9422.523031,,0.097073587,0.000551678,1,2884,2500302
1866,15,25,302,2500302,Worcester County (West Central) PUMA,G6120,S,1047260814,37239316,42.300687,-72.017643,3834,3835,3035,I,MILLBURY,MA,"MILLBURY,MA",CMRPC,0, ,7292.852701,,0.078844539,0.000201557,1,3035,2500302
1867,15,25,302,2500302,Worcester County (West Central) PUMA,G6120,S,1047260814,37239316,42.300687,-72.017643,3835,3836,2797,I,MILLBURY,MA,"MILLBURY,MA",CMRPC,0, ,18266.0137,,0.194593606,0.001284143,1,2797,2500302
1868,15,25,302,2500302,Worcester County (West Central) PUMA,G6120,S,1047260814,37239316,42.300687,-72.017643,3838,3839,2974,I,LEICESTER,MA,"LEICESTER,MA",CMRPC,0, ,8447.811573,,0.086255084,0.000291877,1,2974,2500302
1869,15,25,302,2500302,Worcester County (West Central) PUMA,G6120,S,1047260814,37239316,42.300687,-72.017643,3839,3840,2881,I,AUBURN,MA,"AUBURN,MA",CMRPC,0, ,8759.829973,,0.093998205,0.000316205,1,2881,2500302
1870,15,25,302,2500302,Worcester County (West Central) PUMA,G6120,S,1047260814,37239316,42.300687,-72.017643,3840,3841,2975,I,LEICESTER,MA,"LEICESTER,MA",CMRPC,0, ,6975.193746,,0.072218782,0.000238324,1,2975,2500302
1871,15,25,302,2500302,Worcester County (West Central) PUMA,G6120,S,1047260814,37239316,42.300687,-72.017643,3841,3842,2952,I,LEICESTER,MA,"LEICESTER,MA",CMRPC,0, ,9852.975251,,0.099085833,0.000442512,1,2952,2500302
1873,15,25,302,2500302,Worcester County (West Central) PUMA,G6120,S,1047260814,37239316,42.300687,-72.017643,3859,3860,2751,I,AUBURN,MA,"AUBURN,MA",CMRPC,0, ,12929.90006,,0.135340224,0.000461874,1,2751,2500302
1879,15,25,302,2500302,Worcester County (West Central) PUMA,G6120,S,1047260814,37239316,42.300687,-72.017643,3873,3874,2874,I,LEICESTER,MA,"LEICESTER,MA",CMRPC,0, ,14978.28412,,0.154379807,0.000559509,1,2874,2500302
1882,15,25,302,2500302,Worcester County (West Central) PUMA,G6120,S,1047260814,37239316,42.300687,-72.017643,3906,3907,2873,I,AUBURN,MA,"AUBURN,MA",CMRPC,0, ,9179.377307,,0.094031517,0.000439612,1,2873,2500302
1883,15,25,302,2500302,Worcester County (West Central) PUMA,G6120,S,1047260814,37239316,42.300687,-72.017643,3907,3908,2865,I,AUBURN,MA,"AUBURN,MA",CMRPC,0, ,10619.17166,,0.113164404,0.000564043,1,2865,2500302
1884,15,25,302,2500302,Worcester County (West Central) PUMA,G6120,S,1047260814,37239316,42.300687,-72.017643,3933,3934,2864,I,AUBURN,MA,"AUBURN,MA",CMRPC,0, ,6352.098004,,0.063939783,0.000169663,1,2864,2500302
1885,15,25,302,2500302,Worcester County (West Central) PUMA,G6120,S,1047260814,37239316,42.300687,-72.017643,3935,3936,2863,I,AUBURN,MA,"AUBURN,MA",CMRPC,0, ,5251.702149,,0.054729284,0.000155873,1,2863,2500302
1886,15,25,302,2500302,Worcester County (West Central) PUMA,G6120,S,1047260814,37239316,42.300687,-72.017643,3954,3955,2752,I,AUBURN,MA,"AUBURN,MA",CMRPC,0, ,9720.36949,,0.099202686,0.00033529,1,2752,2500302
1887,15,25,302,2500302,Worcester County (West Central) PUMA,G6120,S,1047260814,37239316,42.300687,-72.017643,3955,3956,2937,I,AUBURN,MA,"AUBURN,MA",CMRPC,0, ,7968.109103,,0.084891392,0.000458083,1,2937,2500302
1888,15,25,302,2500302,Worcester County (West Central) PUMA,G6120,S,1047260814,37239316,42.300687,-72.017643,3985,3986,2862,I,AUBURN,MA,"AUBURN,MA",CMRPC,0, ,6078.355846,,0.05797266,9.25226E-05,1,2862,2500302
1889,15,25,302,2500302,Worcester County (West Central) PUMA,G6120,S,1047260814,37239316,42.300687,-72.017643,5124,5125,2753,I,AUBURN,MA,"AUBURN,MA",CMRPC,0, ,3750.108614,,0.037485261,8.49798E-05,1,2753,2500302
1890,15,25,302,2500302,Worcester County (West Central) PUMA,G6120,S,1047260814,37239316,42.300687,-72.017643,5162,5163,2984,I,AUBURN,MA,"AUBURN,MA",CMRPC,0, ,3845.023178,,0.03869867,7.9683E-05,1,2984,2500302
1891,15,25,302,2500302,Worcester County (West Central) PUMA,G6120,S,1047260814,37239316,42.300687,-72.017643,5171,5172,2833,I,AUBURN,MA,"AUBURN,MA",CMRPC,0, ,8746.683147,,0.086035856,0.000127231,1,2833,2500302
1892,15,25,302,2500302,Worcester County (West Central) PUMA,G6120,S,1047260814,37239316,42.300687,-72.017643,5177,5178,2757,I,AUBURN,MA,"AUBURN,MA",CMRPC,0, ,7863.429054,,0.084211917,0.000293875,1,2757,2500302
1893,15,25,302,2500302,Worcester County (West Central) PUMA,G6120,S,1047260814,37239316,42.300687,-72.017643,5178,5179,2755,I,AUBURN,MA,"AUBURN,MA",CMRPC,0, ,4534.868629,,0.051335723,0.000121323,1,2755,2500302
1894,15,25,302,2500302,Worcester County (West Central) PUMA,G6120,S,1047260814,37239316,42.300687,-72.017643,5179,5180,2834,I,AUBURN,MA,"AUBURN,MA",CMRPC,0, ,3491.786075,,0.036339356,4.05451E-05,1,2834,2500302
1895,15,25,302,2500302,Worcester County (West Central) PUMA,G6120,S,1047260814,37239316,42.300687,-72.017643,5180,5181,2835,I,AUBURN,MA,"AUBURN,MA",CMRPC,0, ,4612.559089,,0.047848304,6.56903E-05,1,2835,2500302
1896,15,25,302,2500302,Worcester County (West Central) PUMA,G6120,S,1047260814,37239316,42.300687,-72.017643,5181,5182,2756,I,AUBURN,MA,"AUBURN,MA",CMRPC,0, ,4505.483646,,0.048226215,8.74334E-05,1,2756,2500302
1897,15,25,302,2500302,Worcester County (West Central) PUMA,G6120,S,1047260814,37239316,42.300687,-72.017643,5184,5185,2983,I,AUBURN,MA,"AUBURN,MA",CMRPC,0, ,5389.212355,,0.05611037,9.41506E-05,1,2983,2500302
1900,15,25,302,2500302,Worcester County (West Central) PUMA,G6120,S,1047260814,37239316,42.300687,-72.017643,5188,5189,2754,I,AUBURN,MA,"AUBURN,MA",CMRPC,0, ,5940.729846,,0.062155919,0.00022098,1,2754,2500302
1901,15,25,302,2500302,Worcester County (West Central) PUMA,G6120,S,1047260814,37239316,42.300687,-72.017643,5189,5190,2939,I,AUBURN,MA,"AUBURN,MA",CMRPC,0, ,3856.926252,,0.039400575,5.70806E-05,1,2939,2500302
1903,15,25,302,2500302,Worcester County (West Central) PUMA,G6120,S,1047260814,37239316,42.300687,-72.017643,5192,5193,2825,I,AUBURN,MA,"AUBURN,MA",CMRPC,0, ,4859.066381,,0.049777764,6.22301E-05,1,2825,2500302
1904,15,25,302,2500302,Worcester County (West Central) PUMA,G6120,S,1047260814,37239316,42.300687,-72.017643,5196,5197,2832,I,AUBURN,MA,"AUBURN,MA",CMRPC,0, ,4399.426314,,0.045764874,8.92101E-05,1,2832,2500302
1906,15,25,302,2500302,Worcester County (West Central) PUMA,G6120,S,1047260814,37239316,42.300687,-72.017643,5203,5204,2823,I,AUBURN,MA,"AUBURN,MA",CMRPC,0, ,3736.714618,,0.040871833,9.04331E-05,1,2823,2500302
1907,15,25,302,2500302,Worcester County (West Central) PUMA,G6120,S,1047260814,37239316,42.300687,-72.017643,5204,5205,2831,I,AUBURN,MA,"AUBURN,MA",CMRPC,0, ,3242.753935,,0.034673839,5.78996E-05,1,2831,2500302
1908,15,25,302,2500302,Worcester County (West Central) PUMA,G6120,S,1047260814,37239316,42.300687,-72.017643,5285,5286,2860,I,NORTH BROOKFIELD,MA,"NORTH BROOKFIELD,MA",CMRPC,0, ,4265.152793,,0.04567315,0.000110082,1,2860,2500302
1909,15,25,302,2500302,Worcester County (West Central) PUMA,G6120,S,1047260814,37239316,42.300687,-72.017643,5287,5288,2861,I,NORTH BROOKFIELD,MA,"NORTH BROOKFIELD,MA",CMRPC,0, ,6896.258561,,0.070966274,0.000166975,1,2861,2500302
1910,15,25,302,2500302,Worcester County (West Central) PUMA,G6120,S,1047260814,37239316,42.300687,-72.017643,5288,5289,2875,I,BARRE,MA,"BARRE,MA",CMRPC,0, ,6727.512924,,0.073741855,0.000182185,1,2875,2500302
1911,15,25,302,2500302,Worcester County (West Central) PUMA,G6120,S,1047260814,37239316,42.300687,-72.017643,5289,5290,2880,I,NORTH BROOKFIELD,MA,"NORTH BROOKFIELD,MA",CMRPC,0, ,6017.000007,,0.061970455,0.000139971,1,2880,2500302
1912,15,25,302,2500302,Worcester County (West Central) PUMA,G6120,S,1047260814,37239316,42.300687,-72.017643,5297,5298,2890,I,WEST BROOKFIELD,MA,"WEST BROOKFIELD,MA",CMRPC,0, ,9422.810775,,0.098941549,0.000437571,1,2890,2500302
1913,15,25,302,2500302,Worcester County (West Central) PUMA,G6120,S,1047260814,37239316,42.300687,-72.017643,5298,5299,2889,I,WEST BROOKFIELD,MA,"WEST BROOKFIELD,MA",CMRPC,0, ,32836.97809,,0.350757861,0.003875295,1,2889,2500302
1914,15,25,302,2500302,Worcester County (West Central) PUMA,G6120,S,1047260814,37239316,42.300687,-72.017643,5301,5302,2891,I,BARRE,MA,"BARRE,MA",CMRPC,0, ,10844.82092,,0.11111747,0.000448223,1,2891,2500302
1915,15,25,302,2500302,Worcester County (West Central) PUMA,G6120,S,1047260814,37239316,42.300687,-72.017643,5318,5319,2948,I,PAXTON,MA,"PAXTON,MA",CMRPC,0, ,14257.35525,,0.154663161,0.001164077,1,2948,2500302
1916,15,25,302,2500302,Worcester County (West Central) PUMA,G6120,S,1047260814,37239316,42.300687,-72.017643,5319,5320,2953,I,SPENCER,MA,"SPENCER,MA",CMRPC,0, ,11199.48782,,0.117920821,0.000749133,1,2953,2500302
1917,15,25,302,2500302,Worcester County (West Central) PUMA,G6120,S,1047260814,37239316,42.300687,-72.017643,5320,5321,2954,I,LEICESTER,MA,"LEICESTER,MA",CMRPC,0, ,9679.236273,,0.102756962,0.000396761,1,2954,2500302
1918,15,25,302,2500302,Worcester County (West Central) PUMA,G6120,S,1047260814,37239316,42.300687,-72.017643,5321,5322,2976,I,LEICESTER,MA,"LEICESTER,MA",CMRPC,0, ,4551.329304,,0.047482612,0.00011718,1,2976,2500302
1919,15,25,302,2500302,Worcester County (West Central) PUMA,G6120,S,1047260814,37239316,42.300687,-72.017643,5322,5323,2956,I,SPENCER,MA,"SPENCER,MA",CMRPC,0, ,4991.049051,,0.05467454,0.000108082,1,2956,2500302
1920,15,25,302,2500302,Worcester County (West Central) PUMA,G6120,S,1047260814,37239316,42.300687,-72.017643,5323,5324,2973,I,PAXTON,MA,"PAXTON,MA",CMRPC,0, ,7671.90709,,0.081046669,0.000264158,1,2973,2500302
1921,15,25,302,2500302,Worcester County (West Central) PUMA,G6120,S,1047260814,37239316,42.300687,-72.017643,5324,5325,2985,I,AUBURN,MA,"AUBURN,MA",CMRPC,0, ,3600.165529,,0.037725801,6.72165E-05,1,2985,2500302
1922,15,25,302,2500302,Worcester County (West Central) PUMA,G6120,S,1047260814,37239316,42.300687,-72.017643,5325,5326,2957,I,SPENCER,MA,"SPENCER,MA",CMRPC,0, ,4258.982845,,0.042994443,6.73379E-05,1,2957,2500302
1923,15,25,302,2500302,Worcester County (West Central) PUMA,G6120,S,1047260814,37239316,42.300687,-72.017643,5326,5327,2958,I,SPENCER,MA,"SPENCER,MA",CMRPC,0, ,4663.027481,,0.046833878,0.000103973,1,2958,2500302
1924,15,25,302,2500302,Worcester County (West Central) PUMA,G6120,S,1047260814,37239316,42.300687,-72.017643,5327,5328,2959,I,SPENCER,MA,"SPENCER,MA",CMRPC,0, ,3877.679,,0.041362789,9.24072E-05,1,2959,2500302
1926,15,25,302,2500302,Worcester County (West Central) PUMA,G6120,S,1047260814,37239316,42.300687,-72.017643,5330,5331,2992,I,HOLDEN,MA,"HOLDEN,MA",CMRPC,0, ,5566.022782,,0.057190168,0.000172456,1,2992,2500302
1927,15,25,302,2500302,Worcester County (West Central) PUMA,G6120,S,1047260814,37239316,42.300687,-72.017643,5331,5332,2993,I,HOLDEN,MA,"HOLDEN,MA",CMRPC,0, ,3182.934751,,0.033322045,3.98962E-05,1,2993,2500302
1928,15,25,302,2500302,Worcester County (West Central) PUMA,G6120,S,1047260814,37239316,42.300687,-72.017643,5332,5333,2994,I,HOLDEN,MA,"HOLDEN,MA",CMRPC,0, ,3129.561757,,0.034355686,7.19078E-05,1,2994,2500302
1929,15,25,302,2500302,Worcester County (West Central) PUMA,G6120,S,1047260814,37239316,42.300687,-72.017643,5360,5361,3034,I,MILLBURY,MA,"MILLBURY,MA",CMRPC,0, ,4893.616282,,0.05344834,8.61565E-05,1,3034,2500302
1931,15,25,302,2500302,Worcester County (West Central) PUMA,G6120,S,1047260814,37239316,42.300687,-72.017643,5406,5407,3238,I,WEST BOYLSTON,MA,"WEST BOYLSTON,MA",CMRPC,0, ,8272.336795,,0.082371709,0.000266256,1,3238,2500302
1932,15,25,302,2500302,Worcester County (West Central) PUMA,G6120,S,1047260814,37239316,42.300687,-72.017643,5409,5410,3239,I,WEST BOYLSTON,MA,"WEST BOYLSTON,MA",CMRPC,0, ,9434.99752,,0.094758181,0.000188425,1,3239,2500302
1939,16,25,1400,2501400,Middlesex (West Central) & Worcester (East) Counties PUMA,G6120,S,426638310,12692952,42.4560743,-71.4632797,2210,2211,2194,I,LITTLETON,MA,"LITTLETON,MA",BRMPO,1,MAGIC,14355.10082,Northwest,0.154165438,0.00091433,1,2194,2501400
1942,16,25,1400,2501400,Middlesex (West Central) & Worcester (East) Counties PUMA,G6120,S,426638310,12692952,42.4560743,-71.4632797,2224,2225,2195,I,LITTLETON,MA,"LITTLETON,MA",BRMPO,1,MAGIC,10521.3262,Northwest,0.112116641,0.000515363,1,2195,2501400
1943,16,25,1400,2501400,Middlesex (West Central) & Worcester (East) Counties PUMA,G6120,S,426638310,12692952,42.4560743,-71.4632797,2225,2226,2225,I,BOLTON,MA,"BOLTON,MA",BRMPO,1,MAGIC,17633.43692,Northwest,0.190606619,0.001836974,1,2225,2501400
1947,16,25,1400,2501400,Middlesex (West Central) & Worcester (East) Counties PUMA,G6120,S,426638310,12692952,42.4560743,-71.4632797,2243,2244,2196,I,LITTLETON,MA,"LITTLETON,MA",BRMPO,1,MAGIC,10501.44991,Northwest,0.106864062,0.000602164,1,2196,2501400
1949,16,25,1400,2501400,Middlesex (West Central) & Worcester (East) Counties PUMA,G6120,S,426638310,12692952,42.4560743,-71.4632797,2258,2259,1446,I,ACTON,MA,"ACTON,MA",BRMPO,1,MAGIC,9593.577421,Northwest,0.097081138,0.000446761,1,1446,2501400
1950,16,25,1400,2501400,Middlesex (West Central) & Worcester (East) Counties PUMA,G6120,S,426638310,12692952,42.4560743,-71.4632797,2259,2260,2193,I,LITTLETON,MA,"LITTLETON,MA",BRMPO,1,MAGIC,5532.163085,Northwest,0.062236178,0.000136468,1,2193,2501400
1952,16,25,1400,2501400,Middlesex (West Central) & Worcester (East) Counties PUMA,G6120,S,426638310,12692952,42.4560743,-71.4632797,2277,2278,1447,I,ACTON,MA,"ACTON,MA",BRMPO,1,MAGIC,6094.090501,Northwest,0.062916153,0.000219195,1,1447,2501400
1953,16,25,1400,2501400,Middlesex (West Central) & Worcester (East) Counties PUMA,G6120,S,426638310,12692952,42.4560743,-71.4632797,2278,2279,2191,I,LITTLETON,MA,"LITTLETON,MA",BRMPO,1,MAGIC,14436.11995,Northwest,0.151982877,0.000954467,1,2191,2501400
1955,16,25,1400,2501400,Middlesex (West Central) & Worcester (East) Counties PUMA,G6120,S,426638310,12692952,42.4560743,-71.4632797,2300,2301,2190,I,LITTLETON,MA,"LITTLETON,MA",BRMPO,1,MAGIC,15074.02576,Northwest,0.162958119,0.001042793,1,2190,2501400
1956,16,25,1400,2501400,Middlesex (West Central) & Worcester (East) Counties PUMA,G6120,S,426638310,12692952,42.4560743,-71.4632797,2301,2302,2197,I,LITTLETON,MA,"LITTLETON,MA",BRMPO,1,MAGIC,13900.07015,Northwest,0.150159337,0.00050534,1,2197,2501400
1957,16,25,1400,2501400,Middlesex (West Central) & Worcester (East) Counties PUMA,G6120,S,426638310,12692952,42.4560743,-71.4632797,2302,2303,2227,I,BOLTON,MA,"BOLTON,MA",BRMPO,1,MAGIC,17817.09419,Northwest,0.183651065,0.001893994,1,2227,2501400
1960,16,25,1400,2501400,Middlesex (West Central) & Worcester (East) Counties PUMA,G6120,S,426638310,12692952,42.4560743,-71.4632797,2649,2650,1445,I,CARLISLE,MA,"CARLISLE,MA",BRMPO,1,MAGIC,22475.73597,Northwest,0.247320501,0.002466209,1,1445,2501400
1961,16,25,1400,2501400,Middlesex (West Central) & Worcester (East) Counties PUMA,G6120,S,426638310,12692952,42.4560743,-71.4632797,2650,2651,1440,I,CONCORD,MA,"CONCORD,MA",BRMPO,1,MAGIC,6512.281743,Northwest,0.071937315,0.000261512,1,1440,2501400
1962,16,25,1400,2501400,Middlesex (West Central) & Worcester (East) Counties PUMA,G6120,S,426638310,12692952,42.4560743,-71.4632797,2652,2653,1443,I,CONCORD,MA,"CONCORD,MA",BRMPO,1,MAGIC,13402.75481,Northwest,0.140770804,0.000901966,1,1443,2501400
1963,16,25,1400,2501400,Middlesex (West Central) & Worcester (East) Counties PUMA,G6120,S,426638310,12692952,42.4560743,-71.4632797,2654,2655,1444,I,CARLISLE,MA,"CARLISLE,MA",BRMPO,1,MAGIC,18314.05137,Northwest,0.205261498,0.001938863,1,1444,2501400
1964,16,25,1400,2501400,Middlesex (West Central) & Worcester (East) Counties PUMA,G6120,S,426638310,12692952,42.4560743,-71.4632797,2657,2658,1442,I,CONCORD,MA,"CONCORD,MA",BRMPO,1,MAGIC,17478.1911,Northwest,0.185071619,0.00152529,1,1442,2501400
1965,16,25,1400,2501400,Middlesex (West Central) & Worcester (East) Counties PUMA,G6120,S,426638310,12692952,42.4560743,-71.4632797,2658,2659,1450,I,ACTON,MA,"ACTON,MA",BRMPO,1,MAGIC,8625.622267,Northwest,0.092084961,0.0004726,1,1450,2501400
1966,16,25,1400,2501400,Middlesex (West Central) & Worcester (East) Counties PUMA,G6120,S,426638310,12692952,42.4560743,-71.4632797,2660,2661,1448,I,ACTON,MA,"ACTON,MA",BRMPO,1,MAGIC,7984.412604,Northwest,0.083841264,0.000247001,1,1448,2501400
1967,16,25,1400,2501400,Middlesex (West Central) & Worcester (East) Counties PUMA,G6120,S,426638310,12692952,42.4560743,-71.4632797,2661,2662,1439,I,CONCORD,MA,"CONCORD,MA",BRMPO,1,MAGIC,7942.244442,Northwest,0.087497092,0.000156604,1,1439,2501400
1968,16,25,1400,2501400,Middlesex (West Central) & Worcester (East) Counties PUMA,G6120,S,426638310,12692952,42.4560743,-71.4632797,2664,2665,1459,I,ACTON,MA,"ACTON,MA",BRMPO,1,MAGIC,9971.161261,Northwest,0.11145917,0.000584896,1,1459,2501400
1969,16,25,1400,2501400,Middlesex (West Central) & Worcester (East) Counties PUMA,G6120,S,426638310,12692952,42.4560743,-71.4632797,2665,2666,1449,I,ACTON,MA,"ACTON,MA",BRMPO,1,MAGIC,12365.97052,Northwest,0.134106143,0.000931172,1,1449,2501400
1970,16,25,1400,2501400,Middlesex (West Central) & Worcester (East) Counties PUMA,G6120,S,426638310,12692952,42.4560743,-71.4632797,2667,2668,1438,I,CONCORD,MA,"CONCORD,MA",BRMPO,1,MAGIC,11581.47418,Northwest,0.121679117,0.000706591,1,1438,2501400
1971,16,25,1400,2501400,Middlesex (West Central) & Worcester (East) Counties PUMA,G6120,S,426638310,12692952,42.4560743,-71.4632797,2668,2669,1460,I,ACTON,MA,"ACTON,MA",BRMPO,1,MAGIC,9225.348035,Northwest,0.09963095,0.000502981,1,1460,2501400
1972,16,25,1400,2501400,Middlesex (West Central) & Worcester (East) Counties PUMA,G6120,S,426638310,12692952,42.4560743,-71.4632797,2669,2670,2199,I,BOXBOROUGH,MA,"BOXBOROUGH,MA",BRMPO,1,MAGIC,15484.43504,Northwest,0.170370188,0.001448794,1,2199,2501400
1973,16,25,1400,2501400,Middlesex (West Central) & Worcester (East) Counties PUMA,G6120,S,426638310,12692952,42.4560743,-71.4632797,2670,2671,1458,I,ACTON,MA,"ACTON,MA",BRMPO,1,MAGIC,10868.45106,Northwest,0.115757665,0.000672206,1,1458,2501400
1974,16,25,1400,2501400,Middlesex (West Central) & Worcester (East) Counties PUMA,G6120,S,426638310,12692952,42.4560743,-71.4632797,2671,2672,1455,I,ACTON,MA,"ACTON,MA",BRMPO,1,MAGIC,6117.080066,Northwest,0.066058319,0.000206401,1,1455,2501400
1975,16,25,1400,2501400,Middlesex (West Central) & Worcester (East) Counties PUMA,G6120,S,426638310,12692952,42.4560743,-71.4632797,2672,2673,1456,I,ACTON,MA,"ACTON,MA",BRMPO,1,MAGIC,6350.305881,Northwest,0.064812495,0.000269001,1,1456,2501400
1976,16,25,1400,2501400,Middlesex (West Central) & Worcester (East) Counties PUMA,G6120,S,426638310,12692952,42.4560743,-71.4632797,2673,2674,1542,I,SUDBURY,MA,"SUDBURY,MA",BRMPO,1,MAGIC,13512.11493,West,0.141326361,0.000842217,1,1542,2501400
1977,16,25,1400,2501400,Middlesex (West Central) & Worcester (East) Counties PUMA,G6120,S,426638310,12692952,42.4560743,-71.4632797,2674,2675,1462,I,MAYNARD,MA,"MAYNARD,MA",BRMPO,1,MAGIC,7111.694747,Northwest,0.078143284,0.000250836,1,1462,2501400
1978,16,25,1400,2501400,Middlesex (West Central) & Worcester (East) Counties PUMA,G6120,S,426638310,12692952,42.4560743,-71.4632797,2675,2676,1457,I,ACTON,MA,"ACTON,MA",BRMPO,1,MAGIC,7749.224364,Northwest,0.078249906,0.000343408,1,1457,2501400
1979,16,25,1400,2501400,Middlesex (West Central) & Worcester (East) Counties PUMA,G6120,S,426638310,12692952,42.4560743,-71.4632797,2676,2677,2202,I,STOW,MA,"STOW,MA",BRMPO,1,MAGIC,13457.12372,Northwest,0.140891665,0.000776917,1,2202,2501400
1980,16,25,1400,2501400,Middlesex (West Central) & Worcester (East) Counties PUMA,G6120,S,426638310,12692952,42.4560743,-71.4632797,2677,2678,1454,I,ACTON,MA,"ACTON,MA",BRMPO,1,MAGIC,1976.540862,Northwest,0.022097227,1.58434E-05,1,1454,2501400
1981,16,25,1400,2501400,Middlesex (West Central) & Worcester (East) Counties PUMA,G6120,S,426638310,12692952,42.4560743,-71.4632797,2679,2680,2200,I,BOXBOROUGH,MA,"BOXBOROUGH,MA",BRMPO,1,MAGIC,13347.11298,Northwest,0.151942718,0.001022519,1,2200,2501400
1982,16,25,1400,2501400,Middlesex (West Central) & Worcester (East) Counties PUMA,G6120,S,426638310,12692952,42.4560743,-71.4632797,2680,2681,2198,I,BOXBOROUGH,MA,"BOXBOROUGH,MA",BRMPO,1,MAGIC,13096.41533,Northwest,0.132775334,0.000479937,1,2198,2501400
1983,16,25,1400,2501400,Middlesex (West Central) & Worcester (East) Counties PUMA,G6120,S,426638310,12692952,42.4560743,-71.4632797,2681,2682,1467,I,MAYNARD,MA,"MAYNARD,MA",BRMPO,1,MAGIC,10294.28542,Northwest,0.109734385,0.000666472,1,1467,2501400
1984,16,25,1400,2501400,Middlesex (West Central) & Worcester (East) Counties PUMA,G6120,S,426638310,12692952,42.4560743,-71.4632797,2683,2684,1543,I,SUDBURY,MA,"SUDBURY,MA",BRMPO,1,MAGIC,18210.84911,West,0.193236528,0.001556322,1,1543,2501400
1985,16,25,1400,2501400,Middlesex (West Central) & Worcester (East) Counties PUMA,G6120,S,426638310,12692952,42.4560743,-71.4632797,2684,2685,1544,I,SUDBURY,MA,"SUDBURY,MA",BRMPO,1,MAGIC,16252.19981,West,0.176975182,0.001012552,1,1544,2501400
1986,16,25,1400,2501400,Middlesex (West Central) & Worcester (East) Counties PUMA,G6120,S,426638310,12692952,42.4560743,-71.4632797,2686,2687,1461,I,MAYNARD,MA,"MAYNARD,MA",BRMPO,1,MAGIC,7508.291018,Northwest,0.078827247,0.000237946,1,1461,2501400
1987,16,25,1400,2501400,Middlesex (West Central) & Worcester (East) Counties PUMA,G6120,S,426638310,12692952,42.4560743,-71.4632797,2687,2688,1464,I,MAYNARD,MA,"MAYNARD,MA",BRMPO,1,MAGIC,5446.878355,Northwest,0.059865298,8.53943E-05,1,1464,2501400
1988,16,25,1400,2501400,Middlesex (West Central) & Worcester (East) Counties PUMA,G6120,S,426638310,12692952,42.4560743,-71.4632797,2688,2689,2249,I,HUDSON,MA,"HUDSON,MA",BRMPO,1,MAGIC,6505.68555,West,0.068803275,0.00022584,1,2249,2501400
1989,16,25,1400,2501400,Middlesex (West Central) & Worcester (East) Counties PUMA,G6120,S,426638310,12692952,42.4560743,-71.4632797,2689,2690,2204,I,STOW,MA,"STOW,MA",BRMPO,1,MAGIC,19903.22806,Northwest,0.210795784,0.001722109,1,2204,2501400
1990,16,25,1400,2501400,Middlesex (West Central) & Worcester (East) Counties PUMA,G6120,S,426638310,12692952,42.4560743,-71.4632797,2690,2691,2201,I,STOW,MA,"STOW,MA",BRMPO,1,MAGIC,17076.29361,Northwest,0.18223085,0.001624515,1,2201,2501400
