OID_,REGION,TAZ,PUMA
1719,1,5517,2501900
1720,1,5514,2501900
1722,1,5563,2501900
1723,1,5479,2501900
1724,1,5559,2501900
1725,1,5561,2501900
1726,1,5519,2501900
1727,1,5546,2501900
1728,1,5520,2501900
1729,1,5508,2501900
1730,1,5522,2501900
1731,1,5526,2501900
1732,1,5477,2501900
1734,1,5578,2501900
1735,1,5475,2501900
1736,1,5476,2501900
1737,1,5531,2501900
1738,1,5474,2501900
1739,1,5478,2501900
1740,1,5480,2501900
1741,1,5322,2501900
1746,1,5507,2501900
1747,1,5481,2501900
1748,1,5502,2501900
1749,1,5503,2501900
1750,1,5521,2501900
1751,1,5528,2501900
1752,1,5529,2501900
1753,1,5533,2501900
1754,1,5537,2501900
1755,1,5539,2501900
1756,1,5540,2501900
1757,1,5554,2501900
1758,1,5604,2501900
1759,1,5602,2501900
1760,1,5603,2501900
1761,1,5607,2501900
1762,1,5609,2501900
1763,1,5610,2501900
1766,1,3278,2500302
1770,1,3058,2500302
1771,1,3071,2500302
1772,1,3072,2500302
1773,1,2810,2500302
1777,1,3057,2500302
1778,1,2811,2500302
1779,1,2763,2500302
1780,1,2761,2500302
1781,1,2814,2500302
1782,1,2813,2500302
1783,1,2812,2500302
1784,1,2768,2500302
1785,1,2942,2500302
1786,1,2878,2500302
1787,1,2803,2500302
1789,1,2941,2500302
1790,1,2940,2500302
1791,1,2805,2500302
1792,1,2943,2500302
1793,1,2842,2500302
1794,1,2841,2500302
1795,1,3056,2500302
1796,1,2802,2500302
1798,1,2769,2500302
1799,1,2944,2500302
1800,1,2945,2500302
1801,1,5648,2500302
1802,1,2843,2500302
1804,1,3273,2500302
1806,1,2770,2500302
1807,1,2949,2500302
1808,1,2886,2500302
1812,1,3059,2500302
1814,1,2946,2500302
1815,1,2853,2500302
1816,1,2955,2500302
1818,1,2888,2500302
1819,1,2866,2500302
1821,1,3067,2500302
1822,1,2947,2500302
1823,1,2855,2500302
1825,1,2854,2500302
1826,1,2849,2500302
1827,1,2848,2500302
1828,1,2851,2500302
1829,1,2879,2500302
1830,1,2846,2500302
1834,1,2804,2500302
1836,1,3016,2500302
1837,1,3138,2500302
1838,1,2965,2500302
1839,1,2885,2500302
1840,1,2857,2500302
1841,1,3020,2500302
1842,1,2856,2500302
1843,1,2844,2500302
1844,1,2850,2500302
1845,1,2845,2500302
1847,1,3014,2500302
1849,1,3012,2500302
1850,1,3011,2500302
1851,1,3013,2500302
1852,1,2966,2500302
1853,1,2883,2500302
1854,1,2858,2500302
1855,1,2859,2500302
1857,1,2847,2500302
1859,1,3015,2500302
1860,1,3019,2500302
1861,1,2836,2500302
1862,1,2951,2500302
1863,1,2950,2500302
1864,1,2884,2500302
1866,1,3035,2500302
1867,1,2797,2500302
1868,1,2974,2500302
1869,1,2881,2500302
1870,1,2975,2500302
1871,1,2952,2500302
1873,1,2751,2500302
1879,1,2874,2500302
1882,1,2873,2500302
1883,1,2865,2500302
1884,1,2864,2500302
1885,1,2863,2500302
1886,1,2752,2500302
1887,1,2937,2500302
1888,1,2862,2500302
1889,1,2753,2500302
1890,1,2984,2500302
1891,1,2833,2500302
1892,1,2757,2500302
1893,1,2755,2500302
1894,1,2834,2500302
1895,1,2835,2500302
1896,1,2756,2500302
1897,1,2983,2500302
1900,1,2754,2500302
1901,1,2939,2500302
1903,1,2825,2500302
1904,1,2832,2500302
1906,1,2823,2500302
1907,1,2831,2500302
1908,1,2860,2500302
1909,1,2861,2500302
1910,1,2875,2500302
1911,1,2880,2500302
1912,1,2890,2500302
1913,1,2889,2500302
1914,1,2891,2500302
1915,1,2948,2500302
1916,1,2953,2500302
1917,1,2954,2500302
1918,1,2976,2500302
1919,1,2956,2500302
1920,1,2973,2500302
1921,1,2985,2500302
1922,1,2957,2500302
1923,1,2958,2500302
1924,1,2959,2500302
1926,1,2992,2500302
1927,1,2993,2500302
1928,1,2994,2500302
1929,1,3034,2500302
1931,1,3238,2500302
1932,1,3239,2500302
1939,1,2194,2501400
1942,1,2195,2501400
1943,1,2225,2501400
1947,1,2196,2501400
1949,1,1446,2501400
1950,1,2193,2501400
1952,1,1447,2501400
1953,1,2191,2501400
1955,1,2190,2501400
1956,1,2197,2501400
1957,1,2227,2501400
1960,1,1445,2501400
1961,1,1440,2501400
1962,1,1443,2501400
1963,1,1444,2501400
1964,1,1442,2501400
1965,1,1450,2501400
1966,1,1448,2501400
1967,1,1439,2501400
1968,1,1459,2501400
1969,1,1449,2501400
1970,1,1438,2501400
1971,1,1460,2501400
1972,1,2199,2501400
1973,1,1458,2501400
1974,1,1455,2501400
1975,1,1456,2501400
1976,1,1542,2501400
1977,1,1462,2501400
1978,1,1457,2501400
1979,1,2202,2501400
1980,1,1454,2501400
1981,1,2200,2501400
1982,1,2198,2501400
1983,1,1467,2501400
1984,1,1543,2501400
1985,1,1544,2501400
1986,1,1461,2501400
1987,1,1464,2501400
1988,1,2249,2501400
1989,1,2204,2501400
1990,1,2201,2501400
1991,1,1546,2501400
1992,1,1545,2501400
1993,1,2254,2501400
1994,1,2203,2501400
1995,1,2252,2501400
1996,1,1548,2501400
1997,1,2257,2501400
1998,1,2253,2501400
1999,1,2226,2501400
2000,1,2248,2501400
2001,1,1547,2501400
2002,1,2256,2501400
2003,1,2250,2501400
2007,1,2255,2501400
2011,1,2251,2501400
2017,1,1432,2501400
2020,1,1434,2501400
2023,1,1505,2501400
2026,1,1549,2501400
2029,1,1433,2501400
2030,1,1441,2501400
2031,1,1437,2501400
2032,1,1436,2501400
2034,1,1463,2501400
2035,1,1466,2501400
2036,1,1435,2501400
2038,1,1465,2501400
2039,1,1452,2501400
2040,1,1453,2501400
2041,1,2192,2501400
2042,1,1451,2501400
2043,1,821,2502800
2044,1,850,2502800
2045,1,838,2502800
2046,1,837,2502800
2047,1,841,2502800
2048,1,844,2502800
2050,1,827,2502800
2051,1,825,2502800
2053,1,851,2502800
2054,1,846,2502800
2055,1,845,2502800
2056,1,842,2502800
2058,1,881,2502800
2060,1,849,2502800
2061,1,847,2502800
2065,1,869,2502800
2066,1,866,2502800
2067,1,818,2502800
2068,1,843,2502800
2070,1,865,2502800
2072,1,867,2502800
2074,1,872,2502800
2077,1,887,2502800
2080,1,870,2502800
2081,1,871,2502800
2082,1,873,2502800
2083,1,864,2502800
2085,1,885,2502800
2086,1,886,2502800
2087,1,888,2502800
2089,1,884,2502800
2090,1,874,2502800
2092,1,877,2502800
2093,1,863,2502800
2094,1,831,2502800
2096,1,862,2502800
2097,1,875,2502800
2098,1,876,2502800
2099,1,879,2502800
2100,1,878,2502800
2101,1,880,2502800
2102,1,882,2502800
2106,1,852,2502800
2107,1,861,2502800
2108,1,883,2502800
2112,1,840,2502800
2116,1,835,2502800
2117,1,839,2502800
2118,1,830,2502800
2120,1,826,2502800
2121,1,834,2502800
2122,1,848,2502800
2123,1,833,2502800
2124,1,836,2502800
2126,1,829,2502800
2127,1,814,2502800
2128,1,832,2502800
2129,1,828,2502800
2130,1,806,2502800
2131,1,807,2502800
2132,1,813,2502800
2133,1,823,2502800
2134,1,824,2502800
2135,1,819,2502800
2136,1,815,2502800
2137,1,816,2502800
2142,1,805,2502800
2143,1,812,2502800
2144,1,803,2502800
2145,1,810,2502800
2146,1,820,2502800
2147,1,817,2502800
2148,1,804,2502800
2149,1,799,2502800
2150,1,811,2502800
2151,1,809,2502800
2152,1,808,2502800
2153,1,822,2502800
2154,1,801,2502800
2156,1,802,2502800
2157,1,800,2502800
2158,1,798,2502800
2159,1,797,2502800
2160,1,796,2502800
2161,1,500,2502800
2166,1,868,2502800
2168,1,597,2500507
2173,1,613,2500507
2174,1,611,2500507
2176,1,515,2500507
2177,1,519,2500507
2179,1,503,2500507
2181,1,502,2500507
2186,1,516,2500507
2187,1,616,2500507
2188,1,508,2500507
2189,1,511,2500507
2190,1,505,2500507
2191,1,504,2500507
2192,1,614,2500507
2193,1,509,2500507
2194,1,510,2500507
2197,1,506,2500507
2198,1,507,2500507
2201,1,609,2500507
2202,1,608,2500507
2207,1,622,2500507
2208,1,618,2500507
2212,1,586,2500507
2214,1,624,2500507
2215,1,620,2500507
2216,1,619,2500507
2217,1,617,2500507
2222,1,623,2500507
2223,1,621,2500507
2224,1,615,2500507
2225,1,607,2500507
2226,1,583,2500507
2227,1,585,2500507
2228,1,584,2500507
2231,1,612,2500507
2232,1,602,2500507
2233,1,610,2500507
2234,1,606,2500507
2235,1,604,2500507
2236,1,581,2500507
2237,1,582,2500507
2238,1,600,2500507
2240,1,603,2500507
2241,1,588,2500507
2242,1,587,2500507
2243,1,579,2500507
2246,1,598,2500507
2247,1,599,2500507
2248,1,590,2500507
2249,1,589,2500507
2251,1,580,2500507
2254,1,596,2500507
2255,1,591,2500507
2258,1,594,2500507
2259,1,512,2500507
2261,1,513,2500507
2262,1,514,2500507
2263,1,517,2500507
2264,1,518,2500507
2266,1,605,2500507
2267,1,601,2500507
2268,1,592,2500507
2269,1,595,2500507
2270,1,593,2500507
2271,1,4398,2504902
2273,1,2669,2504902
2274,1,4392,2504902
2276,1,2670,2504902
2277,1,2674,2504902
2279,1,2672,2504902
2280,1,2673,2504902
2282,1,4406,2504902
2283,1,4407,2504902
2284,1,4408,2504902
2285,1,2668,2504902
2286,1,1900,2504902
2287,1,2654,2504902
2288,1,2655,2504902
2292,1,2649,2504902
2293,1,2671,2504902
2294,1,2653,2504902
2295,1,2656,2504902
2299,1,2650,2504902
2300,1,2652,2504902
2301,1,2657,2504902
2302,1,2658,2504902
2304,1,2651,2504902
2305,1,1897,2504902
2306,1,1898,2504902
2307,1,1909,2504902
2308,1,2659,2504902
2309,1,2636,2504902
2310,1,1896,2504902
2311,1,1895,2504902
2312,1,1899,2504902
2313,1,1907,2504902
2315,1,1893,2504902
2316,1,1894,2504902
2317,1,1908,2504902
2321,1,1901,2504902
2322,1,1906,2504902
2324,1,1905,2504902
2326,1,1902,2504902
2327,1,1904,2504902
2328,1,4029,2504902
2329,1,4397,2504902
2333,1,4384,2504902
2334,1,4387,2504902
2335,1,4403,2504902
2337,1,4385,2504902
2338,1,4386,2504902
2341,1,4402,2504902
2342,1,4404,2504902
2343,1,4396,2504902
2345,1,4405,2504902
2346,1,4399,2504902
2347,1,4393,2504902
2350,1,4401,2504902
2353,1,4410,2504902
2357,1,4412,2504902
2360,1,2647,2504902
2361,1,2648,2504902
2362,1,4413,2504902
2365,1,2646,2504902
2370,1,4409,2504902
2371,1,4411,2504902
2372,1,4388,2504902
2374,1,4071,2504902
2375,1,4400,2504902
2376,1,4383,2504902
2377,1,4394,2504902
2378,1,4395,2504902
2380,1,1903,2504902
2381,1,1638,2502400
2384,1,1643,2502400
2386,1,1640,2502400
2388,1,1639,2502400
2394,1,2289,2502400
2395,1,2292,2502400
2396,1,2287,2502400
2398,1,2288,2502400
2400,1,2293,2502400
2401,1,2294,2502400
2402,1,2300,2502400
2404,1,2291,2502400
2406,1,1592,2502400
2407,1,2298,2502400
2408,1,2296,2502400
2409,1,2295,2502400
2411,1,2379,2502400
2412,1,2368,2502400
2415,1,2301,2502400
2416,1,2297,2502400
2418,1,1600,2502400
2420,1,2375,2502400
2421,1,1593,2502400
2422,1,2380,2502400
2423,1,2369,2502400
2424,1,1595,2502400
2425,1,1603,2502400
2426,1,2383,2502400
2427,1,2374,2502400
2428,1,2371,2502400
2430,1,2377,2502400
2431,1,2381,2502400
2432,1,2385,2502400
2434,1,1596,2502400
2435,1,1594,2502400
2436,1,1606,2502400
2437,1,2386,2502400
2438,1,2384,2502400
2439,1,2370,2502400
2442,1,1599,2502400
2443,1,2342,2502400
2444,1,2341,2502400
2446,1,2372,2502400
2448,1,2378,2502400
2449,1,1598,2502400
2450,1,2343,2502400
2452,1,2344,2502400
2453,1,2376,2502400
2454,1,2345,2502400
2460,1,1642,2502400
2461,1,1641,2502400
2462,1,1664,2502400
2463,1,1605,2502400
2464,1,1604,2502400
2467,1,1666,2502400
2468,1,1667,2502400
2469,1,1601,2502400
2470,1,1602,2502400
2473,1,2290,2502400
2475,1,2382,2502400
2476,1,2373,2502400
2477,1,1665,2502400
2480,1,1597,2502400
2482,1,2299,2502400
2484,1,3046,2500303
2485,1,3005,2500303
2490,1,2246,2500303
2493,1,3049,2500303
2496,1,3084,2500303
2498,1,2247,2500303
2499,1,2244,2500303
2500,1,2243,2500303
2503,1,2303,2500303
2504,1,2304,2500303
2505,1,2242,2500303
2506,1,3268,2500303
2509,1,2245,2500303
2510,1,2241,2500303
2511,1,3051,2500303
2512,1,3050,2500303
2513,1,3062,2500303
2514,1,3083,2500303
2516,1,3052,2500303
2517,1,3060,2500303
2518,1,3065,2500303
2520,1,3254,2500303
2521,1,3081,2500303
2522,1,3066,2500303
2523,1,2997,2500303
2524,1,3253,2500303
2525,1,3255,2500303
2526,1,3256,2500303
2527,1,3061,2500303
2528,1,2996,2500303
2529,1,3257,2500303
2530,1,3241,2500303
2531,1,3252,2500303
2532,1,3063,2500303
2533,1,3102,2500303
2534,1,3116,2500303
2535,1,3251,2500303
2536,1,3260,2500303
2537,1,3053,2500303
2539,1,3259,2500303
2541,1,3250,2500303
2542,1,3243,2500303
2543,1,3002,2500303
2544,1,2995,2500303
2545,1,3265,2500303
2546,1,3240,2500303
2547,1,3249,2500303
2550,1,3258,2500303
2552,1,3079,2500303
2553,1,3070,2500303
2554,1,3000,2500303
2556,1,3242,2500303
2557,1,3244,2500303
2558,1,3003,2500303
2561,1,3001,2500303
2562,1,3004,2500303
2563,1,3073,2500303
2564,1,3078,2500303
2565,1,3077,2500303
2566,1,3074,2500303
2567,1,3055,2500303
2570,1,3054,2500303
2571,1,2998,2500303
2572,1,3267,2500303
2573,1,3018,2500303
2575,1,3247,2500303
2576,1,3245,2500303
2577,1,3246,2500303
2578,1,3080,2500303
2579,1,3106,2500303
2581,1,3022,2500303
2583,1,2999,2500303
2584,1,3023,2500303
2585,1,3021,2500303
2587,1,3007,2500303
2588,1,3248,2500303
2589,1,3075,2500303
2590,1,3076,2500303
2591,1,3082,2500303
2592,1,3085,2500303
2595,1,3009,2500303
2599,1,3017,2500303
2600,1,3008,2500303
2601,1,3028,2500303
2606,1,3088,2500303
2607,1,3104,2500303
2608,1,3048,2500303
2609,1,3103,2500303
2610,1,3105,2500303
2611,1,3115,2500303
2612,1,3235,2500303
2613,1,3236,2500303
2614,1,3237,2500303
2615,1,3264,2500303
2616,1,3263,2500303
2617,1,3261,2500303
2618,1,3262,2500303
2619,1,3266,2500303
2620,1,2302,2500303
2624,1,1235,2501000
2625,1,1251,2501000
2628,1,1227,2501000
2629,1,1226,2501000
2632,1,1281,2501000
2634,1,1278,2501000
2640,1,1241,2501000
2642,1,1242,2501000
2643,1,1238,2501000
2646,1,1233,2501000
2652,1,1284,2501000
2653,1,1276,2501000
2654,1,1269,2501000
2655,1,1268,2501000
2656,1,1267,2501000
2657,1,1266,2501000
2658,1,1282,2501000
2659,1,1283,2501000
2660,1,1270,2501000
2661,1,1275,2501000
2662,1,1273,2501000
2663,1,1265,2501000
2665,1,1272,2501000
2667,1,1279,2501000
2668,1,1280,2501000
2669,1,1274,2501000
2670,1,1277,2501000
2671,1,1202,2501000
2672,1,835,2501000
2673,1,1204,2501000
2676,1,1230,2501000
2677,1,1229,2501000
2678,1,1203,2501000
2679,1,1200,2501000
2680,1,834,2501000
2681,1,833,2501000
2683,1,1243,2501000
2684,1,1246,2501000
2685,1,1228,2501000
2686,1,1201,2501000
2687,1,1199,2501000
2688,1,1224,2501000
2689,1,1198,2501000
2691,1,1248,2501000
2692,1,1247,2501000
2693,1,1225,2501000
2694,1,1206,2501000
2696,1,1250,2501000
2697,1,1244,2501000
2698,1,1236,2501000
2699,1,1222,2501000
2700,1,1223,2501000
2702,1,1245,2501000
2703,1,1240,2501000
2704,1,1234,2501000
2705,1,1220,2501000
2706,1,1221,2501000
2708,1,1205,2501000
2709,1,1237,2501000
2710,1,1232,2501000
2711,1,1219,2501000
2713,1,1231,2501000
2715,1,1208,2501000
2717,1,1216,2501000
2719,1,1215,2501000
2720,1,1217,2501000
2722,1,1211,2501000
2724,1,1210,2501000
2725,1,1218,2501000
2726,1,1212,2501000
2728,1,1271,2501000
2729,1,1213,2501000
2730,1,1249,2501000
2731,1,1197,2501000
2732,1,1209,2501000
2733,1,1207,2501000
2734,1,1214,2501000
2735,1,1239,2501000
2736,1,541,2500508
2738,1,544,2500508
2739,1,540,2500508
2740,1,525,2500508
2742,1,523,2500508
2743,1,526,2500508
2744,1,549,2500508
2745,1,548,2500508
2746,1,567,2500508
2747,1,568,2500508
2748,1,530,2500508
2752,1,571,2500508
2754,1,542,2500508
2755,1,546,2500508
2756,1,547,2500508
2757,1,543,2500508
2761,1,574,2500508
2762,1,570,2500508
2763,1,569,2500508
2764,1,572,2500508
2765,1,561,2500508
2766,1,564,2500508
2767,1,565,2500508
2768,1,566,2500508
2769,1,552,2500508
2770,1,538,2500508
2773,1,536,2500508
2774,1,539,2500508
2775,1,528,2500508
2776,1,559,2500508
2777,1,560,2500508
2778,1,563,2500508
2779,1,527,2500508
2782,1,535,2500508
2783,1,537,2500508
2784,1,522,2500508
2785,1,534,2500508
2786,1,524,2500508
2788,1,520,2500508
2789,1,529,2500508
2795,1,578,2500508
2796,1,577,2500508
2797,1,575,2500508
2798,1,558,2500508
2799,1,557,2500508
2802,1,576,2500508
2803,1,573,2500508
2804,1,556,2500508
2805,1,555,2500508
2807,1,554,2500508
2808,1,553,2500508
2809,1,550,2500508
2810,1,551,2500508
2814,1,521,2500508
2815,1,533,2500508
2816,1,562,2500508
2817,1,545,2500508
2818,1,531,2500508
2819,1,532,2500508
2820,1,722,2500506
2821,1,705,2500506
2822,1,702,2500506
2823,1,653,2500506
2824,1,652,2500506
2825,1,638,2500506
2826,1,637,2500506
2827,1,626,2500506
2828,1,625,2500506
2829,1,723,2500506
2831,1,707,2500506
2832,1,701,2500506
2833,1,694,2500506
2834,1,693,2500506
2835,1,692,2500506
2836,1,669,2500506
2837,1,667,2500506
2838,1,660,2500506
2839,1,645,2500506
2842,1,698,2500506
2843,1,696,2500506
2844,1,679,2500506
2845,1,684,2500506
2846,1,682,2500506
2847,1,672,2500506
2848,1,665,2500506
2849,1,656,2500506
2850,1,657,2500506
2851,1,658,2500506
2852,1,643,2500506
2853,1,642,2500506
2854,1,641,2500506
2859,1,703,2500506
2860,1,700,2500506
2861,1,699,2500506
2862,1,691,2500506
2863,1,683,2500506
2864,1,670,2500506
2865,1,666,2500506
2866,1,659,2500506
2867,1,644,2500506
2869,1,630,2500506
2870,1,695,2500506
2871,1,697,2500506
2872,1,678,2500506
2873,1,677,2500506
2874,1,689,2500506
2875,1,690,2500506
2876,1,673,2500506
2877,1,664,2500506
2878,1,654,2500506
2879,1,655,2500506
2880,1,640,2500506
2881,1,639,2500506
2887,1,712,2500506
2889,1,715,2500506
2890,1,714,2500506
2891,1,713,2500506
2892,1,711,2500506
2893,1,710,2500506
2894,1,685,2500506
2897,1,726,2500506
2898,1,725,2500506
2899,1,706,2500506
2900,1,709,2500506
2901,1,708,2500506
2902,1,687,2500506
2903,1,688,2500506
2905,1,668,2500506
2906,1,724,2500506
2908,1,727,2500506
2910,1,719,2500506
2911,1,720,2500506
2912,1,721,2500506
2913,1,704,2500506
2917,1,718,2500506
2918,1,717,2500506
2919,1,716,2500506
2921,1,628,2500506
2924,1,661,2500506
2925,1,681,2500506
2926,1,674,2500506
2927,1,663,2500506
2930,1,680,2500506
2931,1,675,2500506
2932,1,662,2500506
2933,1,651,2500506
2934,1,650,2500506
2935,1,633,2500506
2936,1,635,2500506
2937,1,636,2500506
2938,1,627,2500506
2941,1,22,2500506
2943,1,579,2500506
2944,1,676,2500506
2945,1,648,2500506
2946,1,649,2500506
2947,1,632,2500506
2948,1,634,2500506
2949,1,631,2500506
2950,1,629,2500506
2953,1,647,2500506
2954,1,646,2500506
2955,1,686,2500506
2956,1,728,2500506
2958,1,671,2500506
2962,1,402,2503304
2963,1,400,2503304
2964,1,373,2503304
2965,1,409,2503304
2966,1,403,2503304
2967,1,404,2503304
2969,1,320,2503304
2970,1,407,2503304
2971,1,406,2503304
2972,1,389,2503304
2974,1,388,2503304
2975,1,408,2503304
2976,1,379,2503304
2981,1,405,2503304
2983,1,352,2503304
2986,1,372,2503304
2987,1,366,2503304
2990,1,285,2503304
2991,1,287,2503304
2992,1,371,2503304
2993,1,339,2503304
2995,1,370,2503304
2997,1,315,2503304
2998,1,294,2503304
2999,1,297,2503304
3001,1,286,2503304
3002,1,292,2503304
3003,1,291,2503304
3006,1,289,2503304
3007,1,290,2503304
3008,1,321,2503304
3009,1,322,2503304
3010,1,335,2503304
3011,1,327,2503304
3012,1,325,2503304
3013,1,326,2503304
3014,1,334,2503304
3015,1,300,2503304
3016,1,299,2503304
3017,1,131,2503304
3019,1,350,2503304
3020,1,277,2503304
3022,1,324,2503304
3024,1,284,2503304
3025,1,293,2503304
3026,1,296,2503304
3027,1,301,2503304
3030,1,295,2503304
3031,1,332,2503304
3032,1,333,2503304
3033,1,341,2503304
3034,1,342,2503304
3035,1,344,2503304
3036,1,336,2503304
3037,1,337,2503304
3038,1,312,2503304
3039,1,328,2503304
3040,1,330,2503304
3041,1,338,2503304
3042,1,313,2503304
3043,1,314,2503304
3044,1,323,2503304
3045,1,329,2503304
3046,1,317,2503304
3047,1,331,2503304
3048,1,316,2503304
3049,1,132,2503304
3054,1,298,2503304
3056,1,340,2503304
3057,1,319,2503304
3058,1,283,2503304
3060,1,2571,2504901
3062,1,2569,2504901
3063,1,2542,2504901
3067,1,1883,2504901
3069,1,1890,2504901
3070,1,1892,2504901
3071,1,1889,2504901
3072,1,1891,2504901
3077,1,1873,2504901
3080,1,2543,2504901
3083,1,2558,2504901
3084,1,2559,2504901
3086,1,2557,2504901
3087,1,2566,2504901
3088,1,2567,2504901
3090,1,2535,2504901
3091,1,2536,2504901
3092,1,2561,2504901
3093,1,2565,2504901
3094,1,2572,2504901
3095,1,2564,2504901
3096,1,2570,2504901
3099,1,2533,2504901
3100,1,2534,2504901
3101,1,2544,2504901
3102,1,2568,2504901
3103,1,2537,2504901
3104,1,2562,2504901
3106,1,2538,2504901
3107,1,2539,2504901
3110,1,2540,2504901
3111,1,2541,2504901
3112,1,1877,2504901
3113,1,1789,2504901
3119,1,1791,2504901
3121,1,1886,2504901
3122,1,1790,2504901
3123,1,1880,2504901
3124,1,1887,2504901
3125,1,1879,2504901
3126,1,1881,2504901
3127,1,1888,2504901
3128,1,1878,2504901
3129,1,1876,2504901
3130,1,1882,2504901
3131,1,1884,2504901
3132,1,1874,2504901
3139,1,2519,2504901
3140,1,2521,2504901
3141,1,2522,2504901
3146,1,2523,2504901
3147,1,2520,2504901
3148,1,2529,2504901
3149,1,2528,2504901
3150,1,2531,2504901
3151,1,2532,2504901
3154,1,2525,2504901
3155,1,2524,2504901
3158,1,2526,2504901
3160,1,2527,2504901
3161,1,2530,2504901
3162,1,1785,2504901
3163,1,1786,2504901
3164,1,1787,2504901
3165,1,1784,2504901
3166,1,2563,2504901
3167,1,2560,2504901
3168,1,1788,2504901
3169,1,1875,2504901
3170,1,1885,2504901
3172,1,3097,2500300
3173,1,3188,2500300
3174,1,3193,2500300
3175,1,3194,2500300
3176,1,3195,2500300
3177,1,3196,2500300
3178,1,3141,2500300
3179,1,3139,2500300
3180,1,3180,2500300
3181,1,2819,2500300
3182,1,2792,2500300
3183,1,3110,2500300
3184,1,3152,2500300
3185,1,2972,2500300
3187,1,3114,2500300
3188,1,3222,2500300
3190,1,3064,2500300
3192,1,2766,2500300
3194,1,2806,2500300
3195,1,2764,2500300
3196,1,3225,2500300
3197,1,3164,2500300
3198,1,3166,2500300
3199,1,3167,2500300
3201,1,3157,2500300
3202,1,3170,2500300
3203,1,3189,2500300
3204,1,3132,2500300
3205,1,3192,2500300
3206,1,3126,2500300
3207,1,3121,2500300
3208,1,3210,2500300
3209,1,3216,2500300
3210,1,3136,2500300
3211,1,2969,2500300
3212,1,2794,2500300
3213,1,2779,2500300
3214,1,3158,2500300
3215,1,3129,2500300
3216,1,3184,2500300
3217,1,3159,2500300
3218,1,3169,2500300
3219,1,3190,2500300
3220,1,3228,2500300
3221,1,3191,2500300
3222,1,3197,2500300
3223,1,3124,2500300
3224,1,3123,2500300
3225,1,3117,2500300
3226,1,3111,2500300
3227,1,3112,2500300
3230,1,3091,2500300
3231,1,3130,2500300
3232,1,3131,2500300
3233,1,2815,2500300
3235,1,2987,2500300
3238,1,2765,2500300
3239,1,3135,2500300
3240,1,2767,2500300
3243,1,3219,2500300
3244,1,2989,2500300
3246,1,3217,2500300
3247,1,2960,2500300
3248,1,2990,2500300
3250,1,3230,2500300
3251,1,2970,2500300
3252,1,2980,2500300
3254,1,2971,2500300
3255,1,3229,2500300
3257,1,3220,2500300
3258,1,3069,2500300
3259,1,2982,2500300
3260,1,3226,2500300
3261,1,2822,2500300
3262,1,3227,2500300
3263,1,2979,2500300
3264,1,2778,2500300
3265,1,2824,2500300
3266,1,2827,2500300
3267,1,3231,2500300
3269,1,3153,2500300
3270,1,2826,2500300
3272,1,2808,2500300
3273,1,2800,2500300
3274,1,2786,2500300
3275,1,2787,2500300
3276,1,2788,2500300
3278,1,3148,2500300
3279,1,3090,2500300
3281,1,3145,2500300
3282,1,3143,2500300
3283,1,3151,2500300
3284,1,3089,2500300
3287,1,3186,2500300
3288,1,3187,2500300
3289,1,3147,2500300
3290,1,3149,2500300
3291,1,3150,2500300
3292,1,3146,2500300
3293,1,3144,2500300
3294,1,3198,2500300
3295,1,3093,2500300
3296,1,3107,2500300
3297,1,3086,2500300
3298,1,3127,2500300
3299,1,3087,2500300
3300,1,3113,2500300
3301,1,3094,2500300
3302,1,3155,2500300
3304,1,3108,2500300
3305,1,3119,2500300
3306,1,3128,2500300
3307,1,3161,2500300
3308,1,3154,2500300
3309,1,3140,2500300
3310,1,3142,2500300
3311,1,3203,2500300
3312,1,3201,2500300
3313,1,3202,2500300
3314,1,3200,2500300
3315,1,3178,2500300
3316,1,3162,2500300
3317,1,2782,2500300
3318,1,2781,2500300
3319,1,3163,2500300
3320,1,3165,2500300
3321,1,2789,2500300
3322,1,2821,2500300
3323,1,2791,2500300
3324,1,2818,2500300
3325,1,2820,2500300
3326,1,2977,2500300
3327,1,3099,2500300
3328,1,2978,2500300
3329,1,2986,2500300
3330,1,2793,2500300
3331,1,2777,2500300
3332,1,2961,2500300
3333,1,2962,2500300
3334,1,2771,2500300
3335,1,2776,2500300
3336,1,2790,2500300
3337,1,3096,2500300
3338,1,3095,2500300
3339,1,3134,2500300
3340,1,3133,2500300
3341,1,2829,2500300
3342,1,3215,2500300
3343,1,3213,2500300
3344,1,3118,2500300
3345,1,3212,2500300
3346,1,2807,2500300
3347,1,2809,2500300
3348,1,2801,2500300
3349,1,2816,2500300
3350,1,2991,2500300
3351,1,2968,2500300
3352,1,2964,2500300
3353,1,2967,2500300
3354,1,2963,2500300
3355,1,2772,2500300
3356,1,2773,2500300
3357,1,2774,2500300
3358,1,2775,2500300
3359,1,2780,2500300
3360,1,2817,2500300
3361,1,3168,2500300
3362,1,2795,2500300
3363,1,2828,2500300
3364,1,2830,2500300
3365,1,2981,2500300
3366,1,3221,2500300
3368,1,3137,2500300
3369,1,2988,2500300
3370,1,3156,2500300
3371,1,3160,2500300
3372,1,3185,2500300
3373,1,3171,2500300
3374,1,3172,2500300
3375,1,3224,2500300
3376,1,3068,2500300
3377,1,3173,2500300
3378,1,3092,2500300
3379,1,3098,2500300
3380,1,3100,2500300
3381,1,3101,2500300
3382,1,3122,2500300
3383,1,3223,2500300
3384,1,3174,2500300
3385,1,3209,2500300
3386,1,3175,2500300
3387,1,3176,2500300
