process,pid,rss,full_rss,uss,event,children,time
MainProcess,19320,100_413_440,100_413_440,69_935_104,pipeline.run before preload_injectables,0,2022/05/24 14:46:56.872546
MainProcess,19320,100_814_848,100_814_848,69_935_104,pipeline.run after preload_injectables,0,2022/05/24 14:46:56.924029
MainProcess,19320,100_839_424,100_839_424,69_935_104,pipeline.run_model input_pre_processor start,0,2022/05/24 14:46:56.953649
MainProcess,19320,146_685_952,146_685_952,116_391_936,pipeline.run_model input_pre_processor finished,0,2022/05/24 14:46:57.760638
MainProcess,19320,160_796_672,160_796_672,130_293_760,pipeline.run after input_pre_processor,0,2022/05/24 14:46:58.564457
MainProcess,19320,161_648_640,161_648_640,130_314_240,pipeline.run_model setup_data_structures start,0,2022/05/24 14:46:58.689112
MainProcess,19320,164_200_448,164_200_448,133_341_184,pipeline.run_model setup_data_structures finished,0,2022/05/24 14:46:59.191400
MainProcess,19320,164_814_848,164_814_848,133_480_448,pipeline.run after setup_data_structures,0,2022/05/24 14:46:59.705408
MainProcess,19320,165_343_232,165_343_232,133_484_544,pipeline.run_model initial_seed_balancing start,0,2022/05/24 14:46:59.733858
MainProcess,19320,165_838_848,165_838_848,134_680_576,pipeline.run_model initial_seed_balancing finished,0,2022/05/24 14:47:58.449105
MainProcess,19320,167_071_744,167_071_744,135_237_632,pipeline.run after initial_seed_balancing,0,2022/05/24 14:47:58.556478
MainProcess,19320,167_141_376,167_141_376,135_237_632,pipeline.run_model meta_control_factoring start,0,2022/05/24 14:47:58.623147
MainProcess,19320,167_923_712,167_923_712,136_019_968,pipeline.run_model meta_control_factoring finished,0,2022/05/24 14:47:58.666435
MainProcess,19320,167_923_712,167_923_712,136_019_968,pipeline.run after meta_control_factoring,0,2022/05/24 14:47:58.756040
MainProcess,19320,167_923_712,167_923_712,136_019_968,pipeline.run_model final_seed_balancing start,0,2022/05/24 14:47:58.806533
MainProcess,19320,168_034_304,168_034_304,136_130_560,pipeline.run_model final_seed_balancing finished,0,2022/05/24 14:47:58.856459
MainProcess,19320,168_394_752,168_394_752,136_499_200,pipeline.run after final_seed_balancing,0,2022/05/24 14:47:58.956786
MainProcess,19320,168_402_944,168_402_944,136_499_200,pipeline.run_model integerize_final_seed_weights start,0,2022/05/24 14:47:59.006679
MainProcess,19320,171_593_728,171_593_728,137_768_960,pipeline.run_model integerize_final_seed_weights finished,0,2022/05/24 14:48:02.223814
MainProcess,19320,171_442_176,171_442_176,136_966_144,pipeline.run after integerize_final_seed_weights,0,2022/05/24 14:48:02.340680
MainProcess,19320,171_442_176,171_442_176,136_966_144,pipeline.run_model sub_balancing.geography=TAZ start,0,2022/05/24 14:48:02.398560
MainProcess,19320,161_984_512,161_984_512,127_328_256,pipeline.run_model sub_balancing.geography=TAZ finished,0,2022/05/24 16:22:37.641745
MainProcess,19320,165_498_880,165_498_880,129_818_624,pipeline.run after sub_balancing.geography=TAZ,0,2022/05/24 16:22:38.018922
MainProcess,19320,165_625_856,165_625_856,129_941_504,pipeline.run_model expand_households start,0,2022/05/24 16:22:38.066623
MainProcess,19320,285_077_504,285_077_504,247_123_968,pipeline.run_model expand_households finished,0,2022/05/24 16:27:07.795666
MainProcess,19320,286_093_312,286_093_312,247_205_888,pipeline.run after expand_households,0,2022/05/24 16:27:08.692349
MainProcess,19320,286_093_312,286_093_312,247_205_888,pipeline.run_model write_data_dictionary start,0,2022/05/24 16:27:08.749672
MainProcess,19320,345_706_496,345_706_496,303_759_360,pipeline.run_model write_data_dictionary finished,0,2022/05/24 16:27:10.850386
MainProcess,19320,345_718_784,345_718_784,303_771_648,pipeline.run after write_data_dictionary,0,2022/05/24 16:27:10.961452
MainProcess,19320,345_718_784,345_718_784,303_771_648,pipeline.run_model summarize start,0,2022/05/24 16:27:11.025354
MainProcess,19320,335_380_480,335_380_480,294_436_864,pipeline.run_model summarize finished,0,2022/05/24 16:27:52.950105
MainProcess,19320,340_918_272,340_918_272,298_991_616,pipeline.run after summarize,0,2022/05/24 16:27:53.274693
MainProcess,19320,340_938_752,340_938_752,298_991_616,pipeline.run_model write_tables start,0,2022/05/24 16:27:53.325517
MainProcess,19320,341_864_448,341_864_448,299_917_312,pipeline.run_model write_tables finished,0,2022/05/24 16:28:19.950560
MainProcess,19320,341_880_832,341_880_832,299_933_696,pipeline.run after write_tables,0,2022/05/24 16:28:20.064506
MainProcess,19320,341_880_832,341_880_832,299_933_696,pipeline.run_model write_synthetic_population start,0,2022/05/24 16:28:20.125675
MainProcess,19320,344_535_040,344_535_040,302_567_424,pipeline.run_model write_synthetic_population finished,0,2022/05/24 16:30:12.700989
MainProcess,19320,344_535_040,344_535_040,302_567_424,pipeline.run after write_synthetic_population,0,2022/05/24 16:30:12.809386
MainProcess,19320,344_535_040,344_535_040,302_567_424,pipeline.run after run_models,0,2022/05/24 16:30:12.866778
