geography,id,HH_control,HHSize1_control,HHSize2_control,HHSize3_control,HHSize4p_control,Income1_control,Income2_control,Income3_control,Income4_control,HHWrk0_control,HHWrk1_control,HHWrk2_control,HHWrk3p_control,Tot_Pop_control,HH_result,HHSize1_result,HHSize2_result,HHSize3_result,HHSize4p_result,Income1_result,Income2_result,Income3_result,Income4_result,HHWrk0_result,HHWrk1_result,HHWrk2_result,HHWrk3p_result,Tot_Pop_result,HH_diff,HHSize1_diff,HHSize2_diff,HHSize3_diff,HHSize4p_diff,Income1_diff,Income2_diff,Income3_diff,Income4_diff,HHWrk0_diff,HHWrk1_diff,HHWrk2_diff,HHWrk3p_diff,Tot_Pop_diff
PUMA,2500503,63893.0,19706.0,22484.0,10363.0,11340.0,15625.0,15597.0,14458.0,18213.0,15007.0,23073.0,21929.0,3884.0,152519.0,63893,19699,22483,10353,11358,15576,15566,14471,18280,15015,23077,21918,3883,152566,0.0,-7.0,-1.0,-10.0,18.0,-49.0,-31.0,13.0,67.0,8.0,4.0,-11.0,-1.0,47.0
PUMA,2500504,69151.0,22918.0,23180.0,11348.0,11705.0,20185.0,17567.0,14282.0,17117.0,15869.0,24628.0,22959.0,5695.0,167919.0,69151,22910,23179,11351,11711,20132,17551,14298,17170,15869,24635,22954,5693,167923,0.0,-8.0,-1.0,3.0,6.0,-53.0,-16.0,16.0,53.0,0.0,7.0,-5.0,-2.0,4.0
PUMA,2500505,63011.0,19762.0,22556.0,10726.0,9967.0,13332.0,15281.0,16962.0,17436.0,14103.0,22656.0,22580.0,3672.0,140552.0,63011,19760,22562,10726,9963,13302,15251,16963,17495,14109,22653,22577,3672,140545,0.0,-2.0,6.0,0.0,-4.0,-30.0,-30.0,1.0,59.0,6.0,-3.0,-3.0,0.0,-7.0
PUMA,2500506,60666.0,19593.0,27520.0,8036.0,5517.0,11576.0,15053.0,12476.0,21561.0,12058.0,23736.0,20967.0,3905.0,143560.0,60668,18252,27153,8423,6840,11544,14970,12419,21735,11973,23679,20991,4025,143283,2.0,-1341.0,-367.0,387.0,1323.0,-32.0,-83.0,-57.0,174.0,-85.0,-57.0,24.0,120.0,-277.0
PUMA,2500507,64816.0,19825.0,27622.0,8847.0,8522.0,16688.0,22188.0,17199.0,8741.0,13392.0,22171.0,22948.0,6305.0,142510.0,64816,19816,27620,8859,8521,16655,22160,17221,8780,13392,22176,22947,6301,142515,0.0,-9.0,-2.0,12.0,-1.0,-33.0,-28.0,22.0,39.0,0.0,5.0,-1.0,-4.0,5.0
PUMA,2500508,59149.0,19360.0,22274.0,9016.0,8499.0,17825.0,16828.0,16172.0,8324.0,14962.0,20992.0,18819.0,4376.0,144197.0,59149,19359,22279,9007,8504,17793,16815,16186,8355,14966,20989,18819,4375,144169,0.0,-1.0,5.0,-9.0,5.0,-32.0,-13.0,14.0,31.0,4.0,-3.0,0.0,-1.0,-28.0
PUMA,2500701,87531.0,26894.0,30911.0,13787.0,15939.0,34404.0,25864.0,17324.0,9939.0,29159.0,27876.0,23585.0,6911.0,218881.0,87531,26890,30917,13778,15946,34361,25861,17352,9957,29160,27871,23586,6914,218850,0.0,-4.0,6.0,-9.0,7.0,-43.0,-3.0,28.0,18.0,1.0,-5.0,1.0,3.0,-31.0
PUMA,2500702,48394.0,14472.0,16209.0,7632.0,10081.0,10069.0,11925.0,11451.0,14949.0,11934.0,15839.0,17087.0,3534.0,117330.0,48394,14466,16213,7628,10087,10048,11911,11452,14983,11935,15837,17083,3539,117312,0.0,-6.0,4.0,-4.0,6.0,-21.0,-14.0,1.0,34.0,1.0,-2.0,-4.0,5.0,-18.0
PUMA,2500703,100702.0,39001.0,32630.0,14516.0,14555.0,35089.0,25211.0,20783.0,19619.0,30372.0,35403.0,29029.0,5898.0,227321.0,100702,38991,32628,14525,14558,35007,25200,20805,19690,30387,35414,29016,5885,227332,0.0,-10.0,-2.0,9.0,3.0,-82.0,-11.0,22.0,71.0,15.0,11.0,-13.0,-13.0,11.0
PUMA,2500704,50740.0,18930.0,15110.0,7598.0,9102.0,21748.0,13571.0,9549.0,5872.0,16643.0,16341.0,13799.0,3957.0,118668.0,50740,18928,15109,7603,9100,21701,13569,9576,5894,16650,16345,13790,3955,118663,0.0,-2.0,-1.0,5.0,-2.0,-47.0,-2.0,27.0,22.0,7.0,4.0,-9.0,-2.0,-5.0
PUMA,2501000,62359.0,19388.0,21025.0,10237.0,11709.0,16360.0,15705.0,16434.0,13860.0,15911.0,20769.0,19920.0,5759.0,152572.0,62359,19380,21035,10235,11709,16317,15691,16441,13910,15913,20770,19916,5760,152588,0.0,-8.0,10.0,-2.0,0.0,-43.0,-14.0,7.0,50.0,2.0,1.0,-4.0,1.0,16.0
PUMA,2501300,53040.0,14535.0,19913.0,8413.0,10179.0,10060.0,13421.0,14564.0,14995.0,12478.0,17573.0,18261.0,4728.0,132940.0,53040,14525,19913,8417,10185,10030,13384,14575,15051,12484,17568,18261,4727,132958,0.0,-10.0,0.0,4.0,6.0,-30.0,-37.0,11.0,56.0,6.0,-5.0,0.0,-1.0,18.0
PUMA,2501400,54663.0,15197.0,17857.0,9390.0,12219.0,12315.0,10958.0,10914.0,20476.0,12562.0,19349.0,19016.0,3736.0,134059.0,54663,15197,17853,9391,12222,12280,10944,10912,20527,12559,19351,19018,3735,134070,0.0,0.0,-4.0,1.0,3.0,-35.0,-14.0,-2.0,51.0,-3.0,2.0,2.0,-1.0,11.0
PUMA,2501600,68423.0,22557.0,26342.0,9379.0,10145.0,22156.0,21745.0,15078.0,9444.0,20413.0,22843.0,20111.0,5056.0,152307.0,68424,22552,26347,9375,10150,22119,21726,15101,9478,20410,22839,20110,5065,152255,1.0,-5.0,5.0,-4.0,5.0,-37.0,-19.0,23.0,34.0,-3.0,-4.0,-1.0,9.0,-52.0
PUMA,2501900,64999.0,20828.0,25733.0,9031.0,9407.0,34992.0,18564.0,8438.0,3005.0,27932.0,20465.0,12474.0,4128.0,165003.0,64999,20833,25745,9022,9399,34949,18584,8453,3013,27937,20463,12456,4143,165000,0.0,5.0,12.0,-9.0,-8.0,-43.0,20.0,15.0,8.0,5.0,-2.0,-18.0,15.0,-3.0
PUMA,2501901,67689.0,24802.0,20859.0,9839.0,12189.0,26809.0,19809.0,13258.0,7813.0,22733.0,22013.0,18102.0,4841.0,155414.0,67689,24802,20854,9839,12194,26775,19803,13286,7825,22720,22013,18101,4855,155425,0.0,0.0,-5.0,0.0,5.0,-34.0,-6.0,28.0,12.0,-13.0,0.0,-1.0,14.0,11.0
PUMA,2501902,58565.0,19382.0,20829.0,8600.0,9754.0,18931.0,17960.0,12366.0,9308.0,19779.0,17142.0,16616.0,5028.0,133933.0,58565,19379,20820,8605,9761,18887,17953,12376,9349,19782,17140,16611,5032,133921,0.0,-3.0,-9.0,5.0,7.0,-44.0,-7.0,10.0,41.0,3.0,-2.0,-5.0,4.0,-12.0
PUMA,2502400,53794.0,15250.0,16896.0,9445.0,12203.0,13068.0,12897.0,11534.0,16295.0,11415.0,18753.0,19610.0,4016.0,129958.0,53794,15250,16896,9442,12206,13035,12888,11537,16334,11419,18753,19607,4015,129961,0.0,0.0,0.0,-3.0,3.0,-33.0,-9.0,3.0,39.0,4.0,0.0,-3.0,-1.0,3.0
PUMA,2502800,70355.0,24481.0,23595.0,11101.0,11178.0,20598.0,18053.0,19141.0,12563.0,19126.0,24461.0,21323.0,5445.0,160113.0,70355,24476,23600,11099,11180,20541,18040,19150,12624,19129,24462,21319,5445,160121,0.0,-5.0,5.0,-2.0,2.0,-57.0,-13.0,9.0,61.0,3.0,1.0,-4.0,0.0,8.0
PUMA,2503301,64180.0,25202.0,28356.0,5693.0,4929.0,26661.0,17870.0,10536.0,9113.0,21552.0,22355.0,16190.0,4083.0,155061.0,64232,23014,28020,6119,7079,26494,17765,10566,9407,21390,22162,16267,4413,154808,52.0,-2188.0,-336.0,426.0,2150.0,-167.0,-105.0,30.0,294.0,-162.0,-193.0,77.0,330.0,-253.0
PUMA,2503302,108271.0,42516.0,44204.0,11883.0,9668.0,31589.0,23106.0,15883.0,37693.0,28699.0,37684.0,36053.0,5835.0,219715.0,108271,42508,44204,11883,9676,31532,23081,15890,37768,28694,37693,36055,5829,219723,0.0,-8.0,0.0,0.0,8.0,-57.0,-25.0,7.0,75.0,-5.0,9.0,2.0,-6.0,8.0
PUMA,2503303,67878.0,22999.0,26368.0,9884.0,8627.0,20768.0,21882.0,13388.0,11840.0,17089.0,25360.0,20581.0,4848.0,156499.0,67878,22991,26369,9895,8623,20745,21852,13396,11885,17094,25375,20566,4843,156484,0.0,-8.0,1.0,11.0,-4.0,-23.0,-30.0,8.0,45.0,5.0,15.0,-15.0,-5.0,-15.0
PUMA,2503304,60619.0,20624.0,20023.0,10442.0,9530.0,27176.0,18057.0,9200.0,6186.0,20384.0,21357.0,13866.0,5012.0,151451.0,60620,20620,20019,10446,9535,27148,18041,9223,6208,20382,21361,13860,5017,151501,1.0,-4.0,-4.0,4.0,5.0,-28.0,-16.0,23.0,22.0,-2.0,4.0,-6.0,5.0,50.0
PUMA,2503305,67402.0,21813.0,24945.0,10789.0,9855.0,18118.0,19640.0,15990.0,13654.0,15558.0,23265.0,23533.0,5046.0,148387.0,67402,21818,24940,10790,9854,18091,19611,15996,13704,15565,23270,23519,5048,148405,0.0,5.0,-5.0,1.0,-1.0,-27.0,-29.0,6.0,50.0,7.0,5.0,-14.0,2.0,18.0
PUMA,2503306,48864.0,15351.0,17339.0,7476.0,8698.0,15615.0,16556.0,10562.0,6131.0,13162.0,17479.0,13792.0,4431.0,110715.0,48864,15349,17339,7478,8698,15594,16545,10569,6156,13158,17480,13794,4432,110736,0.0,-2.0,0.0,2.0,0.0,-21.0,-11.0,7.0,25.0,-4.0,1.0,2.0,1.0,21.0
