geography,id,HH_control,HH_result,HH_diff
TAZ,1678,969.0,928,-41.0
TAZ,1679,512.0,491,-21.0
TAZ,1680,485.0,465,-20.0
TAZ,1681,1008.0,966,-42.0
TAZ,1682,936.0,897,-39.0
TAZ,1683,1278.0,1224,-54.0
TAZ,1684,6.0,6,0.0
TAZ,1685,994.0,952,-42.0
TAZ,1686,625.0,599,-26.0
TAZ,1687,64.0,62,-2.0
TAZ,1688,944.0,904,-40.0
TAZ,1689,1223.0,1171,-52.0
TAZ,1690,924.0,885,-39.0
TAZ,1691,538.0,516,-22.0
TAZ,1692,1197.0,1147,-50.0
TAZ,1693,942.0,902,-40.0
TAZ,1694,1348.0,1291,-57.0
TAZ,1695,1007.0,965,-42.0
TAZ,1696,1049.0,1005,-44.0
TAZ,1697,1024.0,981,-43.0
TAZ,1698,485.0,465,-20.0
TAZ,1699,38.0,37,-1.0
TAZ,1700,920.0,881,-39.0
TAZ,1701,1032.0,989,-43.0
TAZ,1702,1029.0,986,-43.0
TAZ,1703,1317.0,1261,-56.0
TAZ,1728,1062.0,1017,-45.0
TAZ,1729,1820.0,1743,-77.0
TAZ,1730,918.0,879,-39.0
TAZ,1731,1124.0,1077,-47.0
TAZ,1792,5.0,5,0.0
TAZ,1794,2.0,2,0.0
TAZ,1795,1347.0,1347,0.0
TAZ,1796,570.0,570,0.0
TAZ,1797,1000.0,1000,0.0
TAZ,1799,86.0,86,0.0
TAZ,1800,438.0,438,0.0
TAZ,1801,286.0,286,0.0
TAZ,1802,528.0,528,0.0
TAZ,1803,843.0,843,0.0
TAZ,1804,1428.0,1428,0.0
TAZ,1805,1085.0,1085,0.0
TAZ,1806,904.0,904,0.0
TAZ,1807,1530.0,1530,0.0
TAZ,1808,350.0,350,0.0
TAZ,1809,966.0,966,0.0
TAZ,1810,904.0,904,0.0
TAZ,1811,1253.0,1253,0.0
TAZ,1812,1259.0,1259,0.0
TAZ,1813,2210.0,2210,0.0
TAZ,1814,730.0,730,0.0
TAZ,1815,1187.0,1187,0.0
TAZ,1816,944.0,944,0.0
TAZ,1817,965.0,965,0.0
TAZ,1818,1049.0,1049,0.0
TAZ,1819,686.0,686,0.0
TAZ,1820,580.0,580,0.0
TAZ,1821,765.0,765,0.0
TAZ,1822,1150.0,1150,0.0
TAZ,1823,1283.0,1283,0.0
TAZ,1824,963.0,963,0.0
TAZ,1825,643.0,643,0.0
TAZ,1826,1192.0,1192,0.0
TAZ,1827,1184.0,1184,0.0
TAZ,1828,770.0,770,0.0
TAZ,1829,491.0,491,0.0
TAZ,1830,94.0,94,0.0
TAZ,1831,686.0,686,0.0
TAZ,1832,1789.0,1789,0.0
TAZ,1833,452.0,452,0.0
TAZ,1834,342.0,342,0.0
TAZ,1835,1904.0,1904,0.0
TAZ,1836,689.0,689,0.0
TAZ,1837,1370.0,1370,0.0
TAZ,1838,856.0,856,0.0
TAZ,1839,539.0,539,0.0
TAZ,1840,227.0,227,0.0
TAZ,1842,260.0,260,0.0
TAZ,1843,1105.0,1105,0.0
TAZ,1844,1278.0,1278,0.0
TAZ,1845,759.0,759,0.0
TAZ,1846,745.0,745,0.0
TAZ,1847,1276.0,1276,0.0
TAZ,1848,1204.0,1204,0.0
TAZ,1849,1211.0,1211,0.0
TAZ,1850,1205.0,1205,0.0
TAZ,1851,911.0,911,0.0
TAZ,1852,1044.0,1044,0.0
TAZ,1853,1169.0,1169,0.0
TAZ,1854,592.0,592,0.0
TAZ,1855,79.0,79,0.0
TAZ,1856,1078.0,1078,0.0
TAZ,1857,721.0,721,0.0
TAZ,1858,219.0,219,0.0
TAZ,1859,742.0,742,0.0
TAZ,1860,584.0,584,0.0
TAZ,1861,953.0,953,0.0
TAZ,1862,1226.0,1226,0.0
TAZ,1863,892.0,892,0.0
TAZ,1864,1438.0,1438,0.0
TAZ,1865,185.0,185,0.0
TAZ,1866,30.0,30,0.0
TAZ,1867,614.0,614,0.0
TAZ,1868,664.0,664,0.0
TAZ,1869,1160.0,1160,0.0
TAZ,1870,730.0,730,0.0
TAZ,1871,741.0,741,0.0
TAZ,1872,833.0,833,0.0
TAZ,1883,1107.0,1107,0.0
TAZ,1884,562.0,562,0.0
TAZ,1885,882.0,882,0.0
TAZ,1886,1299.0,1299,0.0
TAZ,1887,1238.0,1238,0.0
TAZ,1888,983.0,983,0.0
TAZ,1889,936.0,936,0.0
TAZ,1890,455.0,455,0.0
TAZ,1891,170.0,170,0.0
TAZ,1892,408.0,408,0.0
TAZ,1893,1129.0,1045,-84.0
TAZ,1894,1036.0,959,-77.0
TAZ,1895,907.0,839,-68.0
TAZ,1896,677.0,627,-50.0
TAZ,1897,1059.0,980,-79.0
TAZ,1898,534.0,494,-40.0
TAZ,1899,112.0,104,-8.0
TAZ,1900,8.0,8,0.0
TAZ,1901,8.0,8,0.0
TAZ,1903,23.0,22,-1.0
TAZ,1904,263.0,244,-19.0
TAZ,1905,794.0,735,-59.0
TAZ,1906,760.0,703,-57.0
TAZ,1907,1174.0,1086,-88.0
TAZ,1908,517.0,479,-38.0
TAZ,1909,794.0,735,-59.0
TAZ,1910,646.0,631,-15.0
TAZ,1911,942.0,920,-22.0
TAZ,1912,921.0,900,-21.0
TAZ,1913,1143.0,1117,-26.0
TAZ,1914,1989.0,1943,-46.0
TAZ,1915,839.0,820,-19.0
TAZ,1916,1792.0,1751,-41.0
TAZ,1917,283.0,277,-6.0
TAZ,1918,1190.0,1165,-25.0
TAZ,1919,1390.0,1360,-30.0
TAZ,1920,1219.0,1193,-26.0
TAZ,1921,1307.0,1279,-28.0
TAZ,1922,963.0,943,-20.0
TAZ,1923,1289.0,1262,-27.0
TAZ,1924,845.0,827,-18.0
TAZ,1925,1108.0,1085,-23.0
TAZ,1926,1037.0,1015,-22.0
TAZ,1927,1329.0,1301,-28.0
TAZ,1928,592.0,580,-12.0
TAZ,1929,1126.0,1102,-24.0
TAZ,1930,1520.0,1488,-32.0
TAZ,1931,117.0,115,-2.0
TAZ,1932,1402.0,1372,-30.0
TAZ,1933,210.0,206,-4.0
TAZ,1934,1095.0,1072,-23.0
TAZ,1935,684.0,670,-14.0
TAZ,1936,1380.0,1351,-29.0
TAZ,1937,662.0,648,-14.0
TAZ,1938,1132.0,1108,-24.0
TAZ,1939,542.0,531,-11.0
TAZ,1940,1145.0,1121,-24.0
TAZ,1941,1270.0,1243,-27.0
TAZ,1942,1214.0,1188,-26.0
TAZ,1943,728.0,713,-15.0
TAZ,1944,1238.0,1212,-26.0
TAZ,1945,1215.0,2404,1189.0
TAZ,1946,1018.0,996,-22.0
TAZ,2190,845.0,845,0.0
TAZ,2191,1037.0,1037,0.0
TAZ,2192,411.0,411,0.0
TAZ,2193,158.0,158,0.0
TAZ,2194,834.0,834,0.0
TAZ,2195,482.0,482,0.0
TAZ,2196,397.0,397,0.0
TAZ,2197,244.0,244,0.0
TAZ,2198,498.0,498,0.0
TAZ,2199,1261.0,1261,0.0
TAZ,2200,801.0,801,0.0
TAZ,2201,1042.0,1042,0.0
TAZ,2202,646.0,646,0.0
TAZ,2203,602.0,602,0.0
TAZ,2204,798.0,798,0.0
TAZ,2225,876.0,876,0.0
TAZ,2226,631.0,631,0.0
TAZ,2227,676.0,676,0.0
TAZ,2248,1488.0,1488,0.0
TAZ,2249,1537.0,1537,0.0
TAZ,2250,1297.0,1297,0.0
TAZ,2251,324.0,324,0.0
TAZ,2252,764.0,764,0.0
TAZ,2253,1343.0,1343,0.0
TAZ,2254,326.0,326,0.0
TAZ,2255,513.0,513,0.0
TAZ,2256,1175.0,1175,0.0
TAZ,2257,568.0,568,0.0
TAZ,2258,4.0,4,0.0
TAZ,2259,533.0,533,0.0
TAZ,2260,78.0,78,0.0
TAZ,2261,214.0,214,0.0
TAZ,2262,32.0,32,0.0
TAZ,2263,148.0,148,0.0
TAZ,2264,419.0,419,0.0
TAZ,2266,571.0,571,0.0
TAZ,2267,592.0,592,0.0
TAZ,2268,234.0,234,0.0
TAZ,2269,953.0,953,0.0
TAZ,2270,888.0,888,0.0
TAZ,2271,693.0,693,0.0
TAZ,2272,374.0,374,0.0
TAZ,2273,651.0,651,0.0
TAZ,2274,1424.0,1424,0.0
TAZ,2275,999.0,999,0.0
TAZ,2276,896.0,896,0.0
TAZ,2277,874.0,874,0.0
TAZ,2278,757.0,757,0.0
TAZ,2279,1162.0,1162,0.0
TAZ,2280,898.0,898,0.0
TAZ,2281,1178.0,1178,0.0
TAZ,2282,614.0,614,0.0
TAZ,2283,578.0,578,0.0
TAZ,2284,1377.0,1377,0.0
TAZ,2285,826.0,826,0.0
TAZ,2286,1133.0,1133,0.0
TAZ,2287,441.0,441,0.0
TAZ,2288,578.0,578,0.0
TAZ,2289,375.0,375,0.0
TAZ,2290,452.0,452,0.0
TAZ,2291,481.0,481,0.0
TAZ,2292,375.0,375,0.0
TAZ,2293,516.0,516,0.0
TAZ,2294,1046.0,1046,0.0
TAZ,2295,813.0,813,0.0
TAZ,2296,860.0,860,0.0
TAZ,2297,352.0,352,0.0
TAZ,2298,1061.0,1061,0.0
TAZ,2299,1156.0,1156,0.0
TAZ,2300,1003.0,1003,0.0
TAZ,2301,1471.0,1471,0.0
TAZ,2341,1252.0,1252,0.0
TAZ,2342,1297.0,1297,0.0
TAZ,2343,663.0,663,0.0
TAZ,2344,922.0,922,0.0
TAZ,2345,1464.0,1464,0.0
TAZ,2346,1139.0,1114,-25.0
TAZ,2347,1081.0,1058,-23.0
TAZ,2348,1177.0,1152,-25.0
TAZ,2349,1307.0,1279,-28.0
TAZ,2350,346.0,339,-7.0
TAZ,2351,304.0,298,-6.0
TAZ,2352,402.0,394,-8.0
TAZ,2353,2.0,2,0.0
TAZ,2354,412.0,403,-9.0
TAZ,2355,395.0,387,-8.0
TAZ,2356,690.0,675,-15.0
TAZ,2357,371.0,363,-8.0
TAZ,2358,452.0,443,-9.0
TAZ,2359,694.0,679,-15.0
TAZ,2360,39.0,39,0.0
TAZ,2361,219.0,215,-4.0
TAZ,2362,553.0,541,-12.0
TAZ,2363,412.0,403,-9.0
TAZ,2364,601.0,588,-13.0
TAZ,2365,1245.0,1218,-27.0
TAZ,2366,431.0,422,-9.0
TAZ,2367,1483.0,1451,-32.0
TAZ,2368,988.0,988,0.0
TAZ,2369,1298.0,1298,0.0
TAZ,2370,1084.0,1084,0.0
TAZ,2371,1385.0,1385,0.0
TAZ,2372,1110.0,1110,0.0
TAZ,2373,622.0,622,0.0
TAZ,2374,551.0,551,0.0
TAZ,2375,752.0,752,0.0
TAZ,2376,1056.0,1056,0.0
TAZ,2377,476.0,476,0.0
TAZ,2378,489.0,489,0.0
TAZ,2379,213.0,213,0.0
TAZ,2380,920.0,920,0.0
TAZ,2381,174.0,174,0.0
TAZ,2382,42.0,42,0.0
TAZ,2383,530.0,530,0.0
TAZ,2384,1114.0,1114,0.0
TAZ,2385,396.0,396,0.0
TAZ,2386,326.0,326,0.0
TAZ,2387,742.0,726,-16.0
TAZ,2391,848.0,830,-18.0
TAZ,2394,642.0,628,-14.0
TAZ,2395,540.0,529,-11.0
TAZ,2396,758.0,742,-16.0
TAZ,2417,268.0,263,-5.0
TAZ,2418,712.0,697,-15.0
TAZ,2419,1263.0,1236,-27.0
TAZ,2420,900.0,881,-19.0
TAZ,2421,1016.0,994,-22.0
TAZ,2422,596.0,583,-13.0
TAZ,2423,1457.0,1425,-32.0
TAZ,2424,646.0,632,-14.0
TAZ,2425,1498.0,1466,-32.0
TAZ,2456,753.0,737,-16.0
TAZ,2457,1075.0,1052,-23.0
TAZ,2458,288.0,282,-6.0
TAZ,2459,979.0,958,-21.0
TAZ,2460,812.0,795,-17.0
TAZ,2461,38.0,38,0.0
TAZ,2462,1037.0,1015,-22.0
TAZ,2636,1481.0,2817,1336.0
TAZ,2637,1566.0,1530,-36.0
TAZ,2638,1138.0,1112,-26.0
TAZ,2639,1411.0,1378,-33.0
TAZ,2640,1134.0,1108,-26.0
TAZ,2641,1052.0,1028,-24.0
TAZ,2642,652.0,637,-15.0
TAZ,2643,807.0,789,-18.0
TAZ,2644,1318.0,1288,-30.0
TAZ,2645,1110.0,1085,-25.0
TAZ,2660,640.0,626,-14.0
TAZ,2661,1089.0,1064,-25.0
TAZ,2662,791.0,773,-18.0
TAZ,2663,1097.0,1072,-25.0
TAZ,2664,862.0,842,-20.0
TAZ,2665,874.0,854,-20.0
TAZ,2666,504.0,493,-11.0
TAZ,2667,695.0,679,-16.0
TAZ,2390,1918.0,1876,-42.0
TAZ,2393,1000.0,978,-22.0
TAZ,2392,973.0,952,-21.0
TAZ,1704,33.0,33,0.0
TAZ,1705,491.0,483,-8.0
TAZ,1706,584.0,574,-10.0
TAZ,1707,681.0,669,-12.0
TAZ,1708,971.0,954,-17.0
TAZ,1709,643.0,632,-11.0
TAZ,1710,902.0,886,-16.0
TAZ,1711,406.0,399,-7.0
TAZ,1712,1722.0,1692,-30.0
TAZ,1713,790.0,776,-14.0
TAZ,1714,694.0,682,-12.0
TAZ,1715,904.0,888,-16.0
TAZ,1716,886.0,1738,852.0
TAZ,1717,675.0,664,-11.0
TAZ,1718,433.0,426,-7.0
TAZ,1719,1350.0,1327,-23.0
TAZ,1720,50.0,50,0.0
TAZ,2652,442.0,409,-33.0
TAZ,2653,1474.0,1364,-110.0
TAZ,2654,1583.0,1465,-118.0
TAZ,2655,1263.0,1169,-94.0
TAZ,2656,1204.0,1114,-90.0
TAZ,2657,378.0,350,-28.0
TAZ,2658,815.0,754,-61.0
TAZ,2659,226.0,210,-16.0
TAZ,2236,450.0,375,-75.0
TAZ,2239,1349.0,1125,-224.0
TAZ,2237,329.0,275,-54.0
TAZ,2751,201.0,200,-1.0
TAZ,2752,568.0,563,-5.0
TAZ,2753,311.0,308,-3.0
TAZ,2754,323.0,320,-3.0
TAZ,2755,350.0,347,-3.0
TAZ,2756,2.0,2,0.0
TAZ,2757,809.0,802,-7.0
TAZ,2758,789.0,773,-16.0
TAZ,2759,1257.0,2430,1173.0
TAZ,2760,710.0,592,-118.0
TAZ,2761,1844.0,1827,-17.0
TAZ,2762,1001.0,835,-166.0
TAZ,2763,472.0,468,-4.0
TAZ,2764,684.0,684,0.0
TAZ,2765,415.0,415,0.0
TAZ,2766,1274.0,1274,0.0
TAZ,2767,495.0,495,0.0
TAZ,2768,991.0,982,-9.0
TAZ,2769,639.0,633,-6.0
TAZ,2770,536.0,531,-5.0
TAZ,2771,415.0,415,0.0
TAZ,2772,394.0,394,0.0
TAZ,2773,203.0,203,0.0
TAZ,2774,245.0,245,0.0
TAZ,2775,244.0,244,0.0
TAZ,2776,348.0,348,0.0
TAZ,2777,469.0,469,0.0
TAZ,2778,349.0,349,0.0
TAZ,2779,206.0,206,0.0
TAZ,2780,195.0,195,0.0
TAZ,2781,264.0,264,0.0
TAZ,2782,604.0,604,0.0
TAZ,2783,864.0,846,-18.0
TAZ,2784,611.0,599,-12.0
TAZ,2785,561.0,550,-11.0
TAZ,2786,409.0,409,0.0
TAZ,2787,357.0,357,0.0
TAZ,2788,69.0,69,0.0
TAZ,2789,365.0,365,0.0
TAZ,2790,437.0,437,0.0
TAZ,2791,721.0,721,0.0
TAZ,2792,1.0,1,0.0
TAZ,2793,602.0,602,0.0
TAZ,2794,334.0,334,0.0
TAZ,2795,526.0,526,0.0
TAZ,2796,322.0,316,-6.0
TAZ,2797,801.0,794,-7.0
TAZ,2798,430.0,421,-9.0
TAZ,2799,1038.0,1016,-22.0
TAZ,2800,372.0,372,0.0
TAZ,2801,386.0,386,0.0
TAZ,2802,805.0,798,-7.0
TAZ,2803,782.0,775,-7.0
TAZ,2804,438.0,434,-4.0
TAZ,2805,457.0,453,-4.0
TAZ,2806,962.0,962,0.0
TAZ,2807,620.0,620,0.0
TAZ,2808,429.0,429,0.0
TAZ,2809,282.0,282,0.0
TAZ,2810,930.0,921,-9.0
TAZ,2811,423.0,419,-4.0
TAZ,2812,21.0,21,0.0
TAZ,2813,6.0,6,0.0
TAZ,2814,433.0,429,-4.0
TAZ,2815,469.0,469,0.0
TAZ,2816,173.0,173,0.0
TAZ,2817,188.0,188,0.0
TAZ,2818,378.0,378,0.0
TAZ,2819,326.0,326,0.0
TAZ,2820,1049.0,1049,0.0
TAZ,2821,145.0,145,0.0
TAZ,2822,335.0,335,0.0
TAZ,2823,197.0,196,-1.0
TAZ,2824,152.0,152,0.0
TAZ,2825,246.0,244,-2.0
TAZ,2826,177.0,177,0.0
TAZ,2827,63.0,63,0.0
TAZ,2828,46.0,46,0.0
TAZ,2829,167.0,167,0.0
TAZ,2830,102.0,102,0.0
TAZ,2831,344.0,341,-3.0
TAZ,2832,386.0,383,-3.0
TAZ,2833,62.0,62,0.0
TAZ,2834,2.0,2,0.0
TAZ,2835,316.0,313,-3.0
TAZ,2836,319.0,316,-3.0
TAZ,2837,158.0,155,-3.0
TAZ,2838,447.0,438,-9.0
TAZ,2839,282.0,277,-5.0
TAZ,2840,1040.0,1018,-22.0
TAZ,3271,1255.0,1046,-209.0
TAZ,2841,928.0,2515,1587.0
TAZ,2842,485.0,481,-4.0
TAZ,2843,475.0,471,-4.0
TAZ,2844,975.0,1921,946.0
TAZ,2845,692.0,686,-6.0
TAZ,2846,804.0,1509,705.0
TAZ,2847,605.0,600,-5.0
TAZ,2848,641.0,635,-6.0
TAZ,2849,635.0,629,-6.0
TAZ,2850,472.0,468,-4.0
TAZ,2851,596.0,591,-5.0
TAZ,2852,1098.0,1075,-23.0
TAZ,2853,476.0,472,-4.0
TAZ,2854,389.0,386,-3.0
TAZ,2855,528.0,523,-5.0
TAZ,2856,754.0,1486,732.0
TAZ,2857,573.0,568,-5.0
TAZ,2858,113.0,112,-1.0
TAZ,2859,288.0,286,-2.0
TAZ,2860,300.0,298,-2.0
TAZ,2861,443.0,439,-4.0
TAZ,2862,306.0,304,-2.0
TAZ,2863,404.0,401,-3.0
TAZ,2864,727.0,720,-7.0
TAZ,2865,148.0,147,-1.0
TAZ,2866,525.0,520,-5.0
TAZ,2867,1009.0,988,-21.0
TAZ,2868,729.0,714,-15.0
TAZ,2869,863.0,845,-18.0
TAZ,2870,802.0,785,-17.0
TAZ,2871,505.0,495,-10.0
TAZ,2872,334.0,327,-7.0
TAZ,2873,410.0,407,-3.0
TAZ,2874,438.0,434,-4.0
TAZ,2875,413.0,409,-4.0
TAZ,2876,1035.0,1014,-21.0
TAZ,2877,782.0,766,-16.0
TAZ,2878,871.0,863,-8.0
TAZ,2879,496.0,492,-4.0
TAZ,2880,369.0,366,-3.0
TAZ,2881,134.0,133,-1.0
TAZ,2882,130.0,128,-2.0
TAZ,2883,323.0,320,-3.0
TAZ,2884,569.0,564,-5.0
TAZ,2885,270.0,268,-2.0
TAZ,2886,370.0,367,-3.0
TAZ,2887,293.0,287,-6.0
TAZ,2888,667.0,661,-6.0
TAZ,2889,574.0,1078,504.0
TAZ,2890,588.0,583,-5.0
TAZ,2891,553.0,548,-5.0
TAZ,2892,356.0,349,-7.0
TAZ,2893,319.0,313,-6.0
TAZ,2894,579.0,567,-12.0
TAZ,2895,567.0,555,-12.0
TAZ,2896,289.0,283,-6.0
TAZ,2897,344.0,337,-7.0
TAZ,2898,307.0,301,-6.0
TAZ,2899,748.0,733,-15.0
TAZ,2900,892.0,874,-18.0
TAZ,2901,550.0,539,-11.0
TAZ,2902,1000.0,979,-21.0
TAZ,2903,1039.0,1017,-22.0
TAZ,2904,520.0,509,-11.0
TAZ,2905,676.0,662,-14.0
TAZ,2906,1603.0,1570,-33.0
TAZ,2907,362.0,355,-7.0
TAZ,2908,567.0,555,-12.0
TAZ,2909,463.0,454,-9.0
TAZ,2910,891.0,873,-18.0
TAZ,2911,932.0,913,-19.0
TAZ,2912,691.0,677,-14.0
TAZ,2913,407.0,399,-8.0
TAZ,2914,18.0,18,0.0
TAZ,2915,548.0,537,-11.0
TAZ,2916,798.0,782,-16.0
TAZ,2917,390.0,382,-8.0
TAZ,2918,464.0,455,-9.0
TAZ,2919,899.0,880,-19.0
TAZ,2920,1101.0,1078,-23.0
TAZ,2921,436.0,427,-9.0
TAZ,2922,900.0,881,-19.0
TAZ,2923,763.0,747,-16.0
TAZ,2924,464.0,455,-9.0
TAZ,2925,1062.0,1040,-22.0
TAZ,2926,940.0,921,-19.0
TAZ,2927,429.0,420,-9.0
TAZ,2928,783.0,767,-16.0
TAZ,2929,216.0,212,-4.0
TAZ,2930,301.0,295,-6.0
TAZ,2931,1451.0,1421,-30.0
TAZ,2932,454.0,445,-9.0
TAZ,2933,45.0,45,0.0
TAZ,2934,67.0,66,-1.0
TAZ,2935,311.0,305,-6.0
TAZ,2936,670.0,656,-14.0
TAZ,2937,509.0,505,-4.0
TAZ,2938,254.0,249,-5.0
TAZ,2939,272.0,270,-2.0
TAZ,2940,1123.0,1113,-10.0
TAZ,2941,1057.0,1047,-10.0
TAZ,2942,581.0,576,-5.0
TAZ,2943,823.0,815,-8.0
TAZ,2944,334.0,331,-3.0
TAZ,2945,179.0,178,-1.0
TAZ,2946,858.0,850,-8.0
TAZ,2947,846.0,838,-8.0
TAZ,2948,305.0,303,-2.0
TAZ,2949,531.0,526,-5.0
TAZ,2950,508.0,504,-4.0
TAZ,2951,500.0,496,-4.0
TAZ,2952,384.0,381,-3.0
TAZ,2953,198.0,197,-1.0
TAZ,2954,347.0,344,-3.0
TAZ,2955,397.0,394,-3.0
TAZ,2956,918.0,910,-8.0
TAZ,2957,532.0,527,-5.0
TAZ,2958,365.0,362,-3.0
TAZ,2959,329.0,326,-3.0
TAZ,2960,450.0,450,0.0
TAZ,2961,399.0,399,0.0
TAZ,2962,215.0,215,0.0
TAZ,2963,364.0,364,0.0
TAZ,2964,132.0,132,0.0
TAZ,2965,306.0,304,-2.0
TAZ,2966,65.0,65,0.0
TAZ,2967,314.0,314,0.0
TAZ,2968,254.0,254,0.0
TAZ,2969,90.0,90,0.0
TAZ,2971,688.0,688,0.0
TAZ,2972,337.0,337,0.0
TAZ,2973,282.0,280,-2.0
TAZ,2974,432.0,428,-4.0
TAZ,2975,151.0,150,-1.0
TAZ,2976,442.0,438,-4.0
TAZ,2977,365.0,365,0.0
TAZ,2978,1086.0,1086,0.0
TAZ,2979,322.0,322,0.0
TAZ,2980,531.0,531,0.0
TAZ,2981,125.0,125,0.0
TAZ,2982,108.0,108,0.0
TAZ,2983,387.0,384,-3.0
TAZ,2984,219.0,217,-2.0
TAZ,2985,462.0,458,-4.0
TAZ,2986,352.0,352,0.0
TAZ,2987,379.0,379,0.0
TAZ,2988,338.0,338,0.0
TAZ,2989,798.0,798,0.0
TAZ,2990,102.0,102,0.0
TAZ,2991,358.0,358,0.0
TAZ,2992,687.0,681,-6.0
TAZ,2993,56.0,56,0.0
TAZ,2994,42.0,42,0.0
TAZ,2995,524.0,524,0.0
TAZ,2996,351.0,351,0.0
TAZ,2997,222.0,222,0.0
TAZ,2998,641.0,641,0.0
TAZ,2999,1081.0,1081,0.0
TAZ,3000,341.0,341,0.0
TAZ,3001,960.0,960,0.0
TAZ,3002,800.0,800,0.0
TAZ,3003,556.0,556,0.0
TAZ,3004,1201.0,1201,0.0
TAZ,2403,524.0,513,-11.0
TAZ,2397,895.0,877,-18.0
TAZ,3005,675.0,675,0.0
TAZ,2398,850.0,832,-18.0
TAZ,2402,608.0,596,-12.0
TAZ,2404,721.0,706,-15.0
TAZ,2414,1600.0,1567,-33.0
TAZ,3006,300.0,294,-6.0
TAZ,2405,1121.0,1098,-23.0
TAZ,2409,867.0,849,-18.0
TAZ,2410,582.0,570,-12.0
TAZ,2416,1237.0,1211,-26.0
TAZ,3007,1021.0,1021,0.0
TAZ,3008,1242.0,1242,0.0
TAZ,3009,693.0,693,0.0
TAZ,3010,530.0,519,-11.0
TAZ,3011,536.0,531,-5.0
TAZ,3012,700.0,694,-6.0
TAZ,3013,744.0,737,-7.0
TAZ,3014,452.0,448,-4.0
TAZ,3015,682.0,676,-6.0
TAZ,3016,389.0,386,-3.0
TAZ,3017,1467.0,1467,0.0
TAZ,3018,1906.0,1906,0.0
TAZ,3019,532.0,527,-5.0
TAZ,3020,275.0,273,-2.0
TAZ,3021,1005.0,1005,0.0
TAZ,3022,721.0,721,0.0
TAZ,3023,1167.0,1167,0.0
TAZ,2411,1160.0,1136,-24.0
TAZ,2412,2153.0,2108,-45.0
TAZ,2415,1405.0,1376,-29.0
TAZ,2413,1811.0,1773,-38.0
TAZ,3024,365.0,358,-7.0
TAZ,3025,1123.0,1100,-23.0
TAZ,3026,670.0,656,-14.0
TAZ,3027,1084.0,1062,-22.0
TAZ,3028,768.0,768,0.0
TAZ,3029,1398.0,1369,-29.0
TAZ,3030,212.0,208,-4.0
TAZ,3031,195.0,191,-4.0
TAZ,3032,729.0,714,-15.0
TAZ,3033,805.0,788,-17.0
TAZ,3034,567.0,562,-5.0
TAZ,3035,428.0,424,-4.0
TAZ,3036,211.0,207,-4.0
TAZ,3037,668.0,654,-14.0
TAZ,3038,107.0,105,-2.0
TAZ,3039,234.0,230,-4.0
TAZ,3040,713.0,698,-15.0
TAZ,3041,361.0,354,-7.0
TAZ,3042,871.0,853,-18.0
TAZ,3043,75.0,74,-1.0
TAZ,3044,527.0,516,-11.0
TAZ,3045,1216.0,1191,-25.0
TAZ,3046,550.0,550,0.0
TAZ,3047,714.0,699,-15.0
TAZ,3048,372.0,372,0.0
TAZ,3049,963.0,963,0.0
TAZ,2304,482.0,482,0.0
TAZ,3050,863.0,863,0.0
TAZ,3051,334.0,334,0.0
TAZ,3053,1092.0,1092,0.0
TAZ,3054,868.0,868,0.0
TAZ,3055,713.0,713,0.0
TAZ,3056,441.0,437,-4.0
TAZ,3057,418.0,414,-4.0
TAZ,3058,1001.0,992,-9.0
TAZ,3059,422.0,418,-4.0
TAZ,3060,453.0,453,0.0
TAZ,3061,1190.0,1190,0.0
TAZ,3062,435.0,435,0.0
TAZ,3063,1316.0,1316,0.0
TAZ,3064,473.0,473,0.0
TAZ,3065,315.0,315,0.0
TAZ,3066,326.0,326,0.0
TAZ,3067,341.0,338,-3.0
TAZ,3068,428.0,428,0.0
TAZ,3069,390.0,390,0.0
TAZ,3070,515.0,515,0.0
TAZ,3071,303.0,301,-2.0
TAZ,3072,402.0,399,-3.0
TAZ,3073,363.0,363,0.0
TAZ,3074,606.0,606,0.0
TAZ,3075,6.0,6,0.0
TAZ,3076,548.0,548,0.0
TAZ,3077,679.0,679,0.0
TAZ,3078,675.0,675,0.0
TAZ,3079,604.0,604,0.0
TAZ,3080,271.0,271,0.0
TAZ,3081,478.0,478,0.0
TAZ,3082,546.0,546,0.0
TAZ,3083,166.0,166,0.0
TAZ,3084,498.0,498,0.0
TAZ,3085,740.0,740,0.0
TAZ,3086,411.0,411,0.0
TAZ,3087,552.0,552,0.0
TAZ,3088,542.0,542,0.0
TAZ,3089,924.0,924,0.0
TAZ,3090,575.0,575,0.0
TAZ,3091,654.0,654,0.0
TAZ,3092,1658.0,1658,0.0
TAZ,3093,564.0,564,0.0
TAZ,3094,251.0,251,0.0
TAZ,3095,410.0,410,0.0
TAZ,3096,125.0,125,0.0
TAZ,3097,683.0,683,0.0
TAZ,3098,364.0,364,0.0
TAZ,3099,403.0,403,0.0
TAZ,3100,439.0,439,0.0
TAZ,3101,1045.0,1045,0.0
TAZ,3102,1324.0,1324,0.0
TAZ,3103,988.0,988,0.0
TAZ,3104,1008.0,1008,0.0
TAZ,3105,805.0,805,0.0
TAZ,3106,563.0,563,0.0
TAZ,3107,991.0,991,0.0
TAZ,3108,496.0,496,0.0
TAZ,3109,517.0,517,0.0
TAZ,3110,269.0,269,0.0
TAZ,3111,453.0,453,0.0
TAZ,3112,259.0,259,0.0
TAZ,3113,284.0,284,0.0
TAZ,3114,1270.0,1270,0.0
