TAZ,PUMA,REGION
5451,2501900,1
5458,2501900,1
5454,2501900,1
5455,2501902,1
5612,2501902,1
5611,2501902,1
5571,2501900,1
5574,2501900,1
5569,2501900,1
5600,2501900,1
5598,2501900,1
5498,2501900,1
5599,2501900,1
5243,2501902,1
5595,2501900,1
5548,2501900,1
5446,2501900,1
5439,2501902,1
5823,2500200,1
5549,2501900,1
5437,2501902,1
6055,2500100,1
5813,2500200,1
6095,2500100,1
5822,2500200,1
5845,2500200,1
6142,2500100,1
6138,2500100,1
6130,2500100,1
6010,2500100,1
6039,2500100,1
6026,2500100,1
6036,2500100,1
6077,2500100,1
6131,2500100,1
6048,2500100,1
6034,2500100,1
6110,2500100,1
6029,2500100,1
6028,2500100,1
6027,2500100,1
6099,2500100,1
6113,2500100,1
6135,2500100,1
6092,2500100,1
6103,2500100,1
6030,2500100,1
6031,2500100,1
6006,2500100,1
6053,2500100,1
6090,2500100,1
5266,2501901,1
6094,2500100,1
6071,2500100,1
6072,2500100,1
6084,2500100,1
6004,2500100,1
6081,2500100,1
6080,2500100,1
5530,2501900,1
6073,2500100,1
6062,2500100,1
6003,2500100,1
6023,2500100,1
5242,2501902,1
5244,2501600,1
5622,2501600,1
5542,2501900,1
5275,2501900,1
5307,2501900,1
5260,2501901,1
5386,2501901,1
5551,2501900,1
5383,2501901,1
5385,2501901,1
5387,2501901,1
5641,2500200,1
5388,2501901,1
5389,2501901,1
5390,2501901,1
5310,2501901,1
5247,2501902,1
5504,2501900,1
5317,2501901,1
5318,2501901,1
5547,2501900,1
5319,2501600,1
5411,2501600,1
5409,2501600,1
5327,2501600,1
5316,2501901,1
5410,2501600,1
5608,2501900,1
5401,2501600,1
5400,2501600,1
5399,2501600,1
5330,2501600,1
5415,2501600,1
5329,2500200,1
5331,2500200,1
5430,2501600,1
5325,2501600,1
5321,2501600,1
5394,2501901,1
5558,2501900,1
5613,2500200,1
5412,2501600,1
5560,2501900,1
5614,2500200,1
5615,2500200,1
5525,2501900,1
5623,2501600,1
5624,2501600,1
5246,2501600,1
5251,2501901,1
5562,2501900,1
5627,2501600,1
5570,2501900,1
5248,2501600,1
5628,2501600,1
5626,2501600,1
5336,2501600,1
5524,2501900,1
5277,2501901,1
5256,2501901,1
5552,2501900,1
5573,2501900,1
5295,2501901,1
5320,2501600,1
5294,2501901,1
5255,2501902,1
5338,2501600,1
5308,2501902,1
5309,2501900,1
5557,2501900,1
5339,2501600,1
5290,2501901,1
5565,2501900,1
5564,2501900,1
5413,2501600,1
5257,2501901,1
5493,2501900,1
5553,2501900,1
5490,2501900,1
5496,2501900,1
5488,2501900,1
5538,2501900,1
5515,2501900,1
5535,2501900,1
5597,2501900,1
5596,2501900,1
5534,2501900,1
5253,2501902,1
5594,2501900,1
5489,2501900,1
5497,2501900,1
5441,2501902,1
5518,2501900,1
5491,2501900,1
5445,2501900,1
5465,2501902,1
5505,2501900,1
5274,2501902,1
5443,2501902,1
5442,2501902,1
5440,2501902,1
5550,2501900,1
5438,2501902,1
5447,2501900,1
5506,2501900,1
5516,2501900,1
5254,2501902,1
5527,2501900,1
5517,2501900,1
5514,2501900,1
5252,2501902,1
5512,2501902,1
5473,2501902,1
5484,2501902,1
5563,2501900,1
5479,2501900,1
5559,2501900,1
5561,2501900,1
5519,2501900,1
5546,2501900,1
5520,2501900,1
5508,2501900,1
5522,2501900,1
5526,2501900,1
5477,2501900,1
5486,2501902,1
5273,2501902,1
5259,2501901,1
5261,2501901,1
5578,2501900,1
5264,2501901,1
5265,2501902,1
5341,2501901,1
5292,2501901,1
5396,2501901,1
5395,2501901,1
5291,2501901,1
5293,2501901,1
5421,2501901,1
5267,2501901,1
5588,2501902,1
5311,2501901,1
5424,2501901,1
5420,2501901,1
5279,2501901,1
5268,2501600,1
5269,2501902,1
5270,2501901,1
5271,2501901,1
5632,2501600,1
5633,2501600,1
5284,2501902,1
5297,2501901,1
5298,2501901,1
5631,2501600,1
5630,2501600,1
5501,2501902,1
5634,2501600,1
5280,2501902,1
5302,2501901,1
5312,2501901,1
5475,2501900,1
5337,2501600,1
5585,2501902,1
5314,2501901,1
5590,2501902,1
5300,2501901,1
5476,2501900,1
5531,2501900,1
5335,2501600,1
5283,2501902,1
5500,2501902,1
5487,2501902,1
5485,2501902,1
5483,2501902,1
5511,2501902,1
5305,2501902,1
5474,2501900,1
5306,2501902,1
5478,2501900,1
5480,2501900,1
5281,2501902,1
5282,2501902,1
5299,2501901,1
5301,2501901,1
5342,2501901,1
5303,2501901,1
5304,2501902,1
5315,2501901,1
5322,2501900,1
5405,2501600,1
5326,2501600,1
5333,2501600,1
5334,2501600,1
5403,2501600,1
5375,2501901,1
5425,2501600,1
5406,2501600,1
5373,2501901,1
5374,2501901,1
5367,2501901,1
5371,2501901,1
5372,2501901,1
5419,2501600,1
5376,2501901,1
5384,2501901,1
5391,2501901,1
5422,2501901,1
5423,2501901,1
5392,2501901,1
5393,2501901,1
5397,2501600,1
5402,2501600,1
5414,2501600,1
5416,2501600,1
5418,2501600,1
5417,2501600,1
5427,2501600,1
5428,2501600,1
5429,2501600,1
5444,2501902,1
5662,2501902,1
5456,2501902,1
5463,2501902,1
5464,2501902,1
5471,2501902,1
5466,2501902,1
5468,2501902,1
5472,2501902,1
5469,2501902,1
5470,2501902,1
5507,2501900,1
5481,2501900,1
5482,2501902,1
5583,2501902,1
5587,2501902,1
5502,2501900,1
5503,2501900,1
5521,2501900,1
5528,2501900,1
5529,2501900,1
5533,2501900,1
5537,2501900,1
5539,2501900,1
5540,2501900,1
5554,2501900,1
5580,2501902,1
5581,2501902,1
5604,2501900,1
5582,2501902,1
5584,2501902,1
5586,2501902,1
5589,2501902,1
5591,2501902,1
5592,2501902,1
5593,2501902,1
5602,2501900,1
5603,2501900,1
5605,2501902,1
5606,2501902,1
5607,2501900,1
2753,2500302,1
5609,2501900,1
5610,2501900,1
5620,2500200,1
5644,2500200,1
5625,2500200,1
5629,2501600,1
5828,2500200,1
5635,2500200,1
5636,2500200,1
5639,2500200,1
5844,2500200,1
5643,2500200,1
5851,2500200,1
5645,2500200,1
5646,2500200,1
5647,2500200,1
5804,2500200,1
5805,2500200,1
5850,2500200,1
5803,2500200,1
5842,2500200,1
5817,2500200,1
5838,2500200,1
2984,2500302,1
5855,2500200,1
5852,2500200,1
5853,2500200,1
5802,2500200,1
5801,2500200,1
5854,2500200,1
1433,2501400,1
1441,2501400,1
2833,2500302,1
1437,2501400,1
1436,2501400,1
3153,2500300,1
2839,2500304,1
2826,2500300,1
2757,2500302,1
2755,2500302,1
2834,2500302,1
2835,2500302,1
2756,2500302,1
2808,2500300,1
2800,2500300,1
2983,2500302,1
2786,2500300,1
2787,2500300,1
2788,2500300,1
2754,2500302,1
2939,2500302,1
3148,2500300,1
3090,2500300,1
2825,2500302,1
3145,2500300,1
1988,2500702,1
1989,2500702,1
2832,2500302,1
207146,3301000,1
207148,3301000,1
207147,3301000,1
3143,2500300,1
3151,2500300,1
3089,2500300,1
2823,2500302,1
2831,2500302,1
3186,2500300,1
3187,2500300,1
3147,2500300,1
3149,2500300,1
3150,2500300,1
3146,2500300,1
3144,2500300,1
3198,2500300,1
3093,2500300,1
3107,2500300,1
3086,2500300,1
3127,2500300,1
3087,2500300,1
3113,2500300,1
3094,2500300,1
3155,2500300,1
3088,2500303,1
3108,2500300,1
3104,2500303,1
3119,2500300,1
3128,2500300,1
3161,2500300,1
3154,2500300,1
3140,2500300,1
3142,2500300,1
3203,2500300,1
3201,2500300,1
3202,2500300,1
3200,2500300,1
3178,2500300,1
3162,2500300,1
2782,2500300,1
2781,2500300,1
3163,2500300,1
3165,2500300,1
2789,2500300,1
2821,2500300,1
2791,2500300,1
2818,2500300,1
2820,2500300,1
2977,2500300,1
3099,2500300,1
2978,2500300,1
2986,2500300,1
2793,2500300,1
2777,2500300,1
2961,2500300,1
2962,2500300,1
2771,2500300,1
2776,2500300,1
2790,2500300,1
3096,2500300,1
3095,2500300,1
3134,2500300,1
3133,2500300,1
2829,2500300,1
3215,2500300,1
3213,2500300,1
3118,2500300,1
3212,2500300,1
2807,2500300,1
2809,2500300,1
2801,2500300,1
2816,2500300,1
2991,2500300,1
2968,2500300,1
2964,2500300,1
2967,2500300,1
2963,2500300,1
2772,2500300,1
2773,2500300,1
2774,2500300,1
2775,2500300,1
2780,2500300,1
2817,2500300,1
3168,2500300,1
2795,2500300,1
2828,2500300,1
2830,2500300,1
2981,2500300,1
2860,2500302,1
5660,2501600,1
2861,2500302,1
2875,2500302,1
2880,2500302,1
5661,2501600,1
2890,2500302,1
2889,2500302,1
2926,2500304,1
2891,2500302,1
2894,2500304,1
2899,2500304,1
2916,2500304,1
2925,2500304,1
2917,2500304,1
2924,2500304,1
3221,2500300,1
2935,2500304,1
2936,2500304,1
2948,2500302,1
2953,2500302,1
2954,2500302,1
2976,2500302,1
2956,2500302,1
2973,2500302,1
2985,2500302,1
2957,2500302,1
2958,2500302,1
2959,2500302,1
3137,2500300,1
2988,2500300,1
2992,2500302,1
2993,2500302,1
2994,2500302,1
3312,2500400,1
3156,2500300,1
3313,2500400,1
3324,2500301,1
3328,2500301,1
3330,2500301,1
3331,2500301,1
3332,2500400,1
3160,2500300,1
3185,2500300,1
3171,2500300,1
3335,2500400,1
1601,2502400,1
1602,2502400,1
3172,2500300,1
2267,2500504,1
2268,2500504,1
2290,2502400,1
3034,2500302,1
2286,2500504,1
2269,2500504,1
3224,2500300,1
3047,2500304,1
3048,2500303,1
3068,2500300,1
3173,2500300,1
3092,2500300,1
3098,2500300,1
3100,2500300,1
3101,2500300,1
3122,2500300,1
3223,2500300,1
3174,2500300,1
3209,2500300,1
3103,2500303,1
3175,2500300,1
3176,2500300,1
3177,2500300,1
3179,2500300,1
3181,2500300,1
3182,2500300,1
3105,2500303,1
3109,2500300,1
3115,2500303,1
3120,2500300,1
3125,2500300,1
3183,2500300,1
3199,2500300,1
3204,2500300,1
3205,2500300,1
3206,2500300,1
3207,2500300,1
3208,2500300,1
3211,2500300,1
3214,2500300,1
3218,2500300,1
3232,2500300,1
3233,2500300,1
3234,2500300,1
3235,2500303,1
3236,2500303,1
3237,2500303,1
3238,2500302,1
3264,2500303,1
208497,4400102,1
3239,2500302,1
3263,2500303,1
3261,2500303,1
3262,2500303,1
3266,2500303,1
2302,2500303,1
2366,2503601,1
208479,4400101,1
208480,4400101,1
208493,4400101,1
208482,4400101,1
208483,4400101,1
208491,4400101,1
208494,4400101,1
2382,2502400,1
2373,2502400,1
2389,2503601,1
1525,2500504,1
4090,2504200,1
4080,2504200,1
1665,2502400,1
147,2503303,1
1672,2503601,1
1669,2503601,1
2351,2503601,1
2350,2503601,1
1463,2501400,1
1466,2501400,1
151,2503303,1
1555,2500504,1
1588,2500504,1
1597,2502400,1
150,2503303,1
2270,2500504,1
2279,2500504,1
170,2503302,1
2281,2500504,1
1435,2501400,1
2282,2500504,1
2272,2500504,1
2283,2500504,1
2271,2500504,1
180,2503302,1
2299,2502400,1
1556,2500504,1
2285,2500504,1
2280,2500504,1
1465,2501400,1
1557,2500504,1
1554,2500504,1
1559,2500504,1
1560,2500504,1
1561,2500504,1
1506,2503500,1
2230,2500501,1
207270,3300600,1
169,2503302,1
207272,3300900,1
3386,2500301,1
3390,2500301,1
207293,3300900,1
3343,2500400,1
139,2503303,1
3352,2500301,1
3358,2500301,1
3360,2500301,1
3361,2500301,1
3373,2500301,1
3385,2500301,1
3272,2500301,1
3367,2500301,1
3368,2500301,1
3371,2500301,1
3392,2500301,1
3370,2500301,1
3372,2500301,1
3374,2500301,1
207307,3300900,1
3375,2500301,1
3377,2500301,1
3380,2500301,1
148,2503303,1
3393,2500301,1
207299,3300600,1
207301,3300600,1
1452,2501400,1
207305,3300600,1
1453,2501400,1
2187,2500501,1
2192,2501400,1
2108,2500502,1
1451,2501400,1
2178,2500501,1
207370,3300900,1
2084,2500502,1
2143,2500501,1
2111,2500502,1
207039,3300700,1
207332,3300800,1
207333,3300800,1
207380,3300900,1
207387,3300900,1
207342,3300600,1
207404,3300800,1
207343,3300900,1
207345,3300900,1
207350,3300900,1
207354,3300900,1
207388,3300900,1
207357,3300600,1
207389,3300900,1
207358,3300900,1
207359,3300900,1
207369,3300900,1
207406,3300800,1
207407,3300800,1
207408,3300800,1
207409,3300800,1
207417,3300800,1
207418,3300800,1
207419,3300800,1
207421,3300800,1
207423,3300800,1
207042,3300700,1
512,2500507,1
207433,3300800,1
207443,3300800,1
207445,3300800,1
1146,2500703,1
1147,2500703,1
1148,2500703,1
484,2503306,1
145,2503303,1
143,2503303,1
168,2503302,1
495,2503306,1
183,2503302,1
182,2503302,1
185,2503302,1
184,2503302,1
1431,2500503,1
154,2503303,1
149,2503303,1
163,2503303,1
156,2503303,1
164,2503303,1
161,2503303,1
171,2503302,1
174,2503302,1
181,2503302,1
179,2503302,1
473,2503306,1
472,2503306,1
475,2503306,1
474,2503306,1
476,2503306,1
513,2500507,1
514,2500507,1
517,2500507,1
518,2500507,1
521,2500508,1
1740,2504000,1
533,2500508,1
1799,2503900,1
1801,2503900,1
1802,2503900,1
1724,2504000,1
1752,2504000,1
1741,2504000,1
1739,2504000,1
1738,2504000,1
1737,2504000,1
1753,2504000,1
2525,2504901,1
1751,2504000,1
2524,2504901,1
1750,2504000,1
1759,2504000,1
152,2503303,1
1761,2504000,1
1756,2504000,1
1760,2504000,1
153,2503303,1
1749,2504000,1
1762,2504000,1
1754,2504000,1
166,2503303,1
2526,2504901,1
1758,2504000,1
2527,2504901,1
2530,2504901,1
155,2503303,1
2420,2503601,1
4001,2504303,1
4003,2504303,1
4002,2504303,1
4010,2504303,1
1628,2503602,1
743,2503400,1
4005,2504303,1
4014,2504303,1
1618,2503602,1
1757,2504000,1
1692,2503602,1
446,2503305,1
1695,2503602,1
6,2503302,1
10,2503302,1
9,2503302,1
8,2503302,1
445,2503305,1
899,2500505,1
1058,2503602,1
1476,2503500,1
1484,2503500,1
1049,2503400,1
1050,2503400,1
1503,2503500,1
1044,2503400,1
919,2500505,1
1009,2503400,1
1011,2503400,1
1004,2503400,1
1010,2503400,1
1007,2503400,1
1008,2503400,1
1006,2503400,1
984,2500503,1
982,2500503,1
934,2500505,1
963,2500503,1
686,2500506,1
902,2500505,1
298,2503305,1
303,2503305,1
747,2503400,1
748,2503400,1
275,2503301,1
255,2503301,1
340,2503304,1
319,2503304,1
924,2500505,1
728,2500506,1
235,2503301,1
244,2503301,1
283,2503304,1
671,2500506,1
605,2500507,1
601,2500507,1
592,2500507,1
595,2500507,1
593,2500507,1
23,2503302,1
40,2503302,1
47,2503302,1
44,2503302,1
199,2503302,1
562,2500508,1
545,2500508,1
1865,2503900,1
1785,2504901,1
1786,2504901,1
1764,2504000,1
1787,2504901,1
1784,2504901,1
2563,2504901,1
2560,2504901,1
1777,2504000,1
1841,2503900,1
1104,2503603,1
1788,2504901,1
1086,2503603,1
1089,2503603,1
1875,2504901,1
1885,2504901,1
1867,2503900,1
1903,2504902,1
399,2503306,1
1848,2503900,1
1793,2503900,1
1095,2503603,1
397,2503306,1
1849,2503900,1
1850,2503900,1
1851,2503900,1
1852,2503900,1
1103,2503603,1
483,2503306,1
396,2503306,1
1857,2503900,1
398,2503306,1
1131,2503603,1
1132,2503603,1
1084,2503603,1
1085,2503603,1
1825,2503900,1
1855,2503900,1
448,2503306,1
449,2503306,1
454,2503306,1
450,2503306,1
480,2503306,1
485,2503306,1
486,2503306,1
482,2503306,1
494,2503306,1
188,2503302,1
189,2503302,1
190,2503302,1
451,2503302,1
177,2503302,1
178,2503302,1
459,2503306,1
452,2503306,1
453,2503306,1
531,2500508,1
532,2500508,1
493,2503306,1
1871,2503900,1
1952,2500702,1
1955,2500702,1
2070,2500701,1
2079,2500701,1
1329,2501300,1
1397,2501300,1
1330,2501300,1
2013,2500701,1
1420,2500503,1
1396,2501300,1
1404,2501300,1
1355,2501300,1
1361,2501300,1
1407,2501300,1
1406,2501300,1
1412,2501300,1
2076,2500701,1
2011,2500701,1
1271,2501000,1
868,2502800,1
1304,2500702,1
1305,2500702,1
2043,2500701,1
1307,2500702,1
2004,2500701,1
2044,2500701,1
2054,2500701,1
2055,2500701,1
2058,2500701,1
2047,2500701,1
207118,3301000,1
2052,2500701,1
207119,3301000,1
1213,2501000,1
1249,2501000,1
1197,2501000,1
775,2500704,1
776,2500704,1
778,2500704,1
1209,2501000,1
1207,2501000,1
1214,2501000,1
1239,2501000,1
1157,2500703,1
1177,2500703,1
1175,2500703,1
1186,2500703,1
1990,2500702,1
1995,2500702,1
207131,3301000,1
1966,2500703,1
1971,2500703,1
207141,3301000,1
207144,3301000,1
1913,2504903,1
1917,2504903,1
1923,2500703,1
1924,2500703,1
1925,2500703,1
1933,2500703,1
1926,2500703,1
1927,2500703,1
1931,2500703,1
1934,2500703,1
1935,2500703,1
1936,2500703,1
1938,2500703,1
1932,2500703,1
1937,2500703,1
1928,2500703,1
1930,2500703,1
1929,2500703,1
207150,3301000,1
207151,3301000,1
207152,3301000,1
207153,3301000,1
207154,3301000,1
207155,3301000,1
207156,3301000,1
207163,3301000,1
207158,3300700,1
207160,3301000,1
207164,3301000,1
207166,3301000,1
207167,3301000,1
207168,3301000,1
207169,3301000,1
4788,2504800,1
4789,2504800,1
4790,2504800,1
4791,2504800,1
4792,2504800,1
4793,2504800,1
4795,2504800,1
4794,2504800,1
