geography,id,HH_control,HHSize1_control,HHSize2_control,HHSize3_control,HHSize4p_control,Income1_control,Income2_control,Income3_control,Income4_control,HHWrk0_control,HHWrk1_control,HHWrk2_control,HHWrk3p_control,HH_Pop_control,HH_result,HHSize1_result,HHSize2_result,HHSize3_result,HHSize4p_result,Income1_result,Income2_result,Income3_result,Income4_result,HHWrk0_result,HHWrk1_result,HHWrk2_result,HHWrk3p_result,HH_Pop_result,HH_diff,HHSize1_diff,HHSize2_diff,HHSize3_diff,HHSize4p_diff,Income1_diff,Income2_diff,Income3_diff,Income4_diff,HHWrk0_diff,HHWrk1_diff,HHWrk2_diff,HHWrk3p_diff,HH_Pop_diff
PUMA,2504500,52374.0,17678.0,20088.0,8166.0,6442.0,26675.0,14648.0,7897.0,3154.0,20206.0,17564.0,12265.0,2339.0,117181.0,52374,17682,20090,8167,6435,26675,14649,7894,3156,20208,17565,12262,2339,117175,0.0,4.0,2.0,1.0,-7.0,0.0,1.0,-3.0,2.0,2.0,1.0,-3.0,0.0,-6.0
PUMA,2504700,50570.0,17694.0,20439.0,5464.0,6973.0,15691.0,15336.0,10933.0,8610.0,20302.0,15342.0,11861.0,3065.0,109859.0,50570,17696,20439,5465,6970,15685,15339,10936,8610,20303,15340,11860,3067,109862,0.0,2.0,0.0,1.0,-3.0,-6.0,3.0,3.0,0.0,1.0,-2.0,-1.0,2.0,3.0
PUMA,2504800,45884.0,16118.0,18946.0,4975.0,5845.0,14131.0,15617.0,9410.0,6726.0,17980.0,14876.0,10676.0,2352.0,95193.0,45884,16114,18950,4973,5847,14132,15617,9411,6724,17975,14875,10679,2355,95197,0.0,-4.0,4.0,-2.0,2.0,1.0,0.0,1.0,-2.0,-5.0,-1.0,3.0,3.0,4.0
PUMA,2504901,49633.0,12730.0,18074.0,7698.0,11131.0,11530.0,14061.0,13383.0,10659.0,12582.0,15104.0,16463.0,5484.0,123284.0,49633,12727,18071,7698,11137,11523,14059,13386,10665,12584,15097,16466,5486,123258,0.0,-3.0,-3.0,0.0,6.0,-7.0,-2.0,3.0,6.0,2.0,-7.0,3.0,2.0,-26.0
PUMA,2504902,51437.0,13187.0,19799.0,8068.0,10383.0,10987.0,13891.0,15332.0,11227.0,12687.0,15605.0,18145.0,5000.0,123843.0,51437,13189,19799,8067,10382,10984,13886,15328,11239,12686,15609,18142,5000,123838,0.0,2.0,0.0,-1.0,-1.0,-3.0,-5.0,-4.0,12.0,-1.0,4.0,-3.0,0.0,-5.0
PUMA,2504903,63250.0,20974.0,19582.0,9066.0,13628.0,16474.0,16995.0,14744.0,15037.0,18926.0,20297.0,19412.0,4615.0,144670.0,63250,20983,19576,9073,13618,16461,16992,14747,15050,18925,20294,19413,4618,144696,0.0,9.0,-6.0,7.0,-10.0,-13.0,-3.0,3.0,13.0,-1.0,-3.0,1.0,3.0,26.0
PUMA,3300300,799.0,380.0,177.0,103.0,139.0,64.0,193.0,196.0,346.0,150.0,278.0,314.0,57.0,1860.0,799,380,177,103,139,64,193,196,346,150,278,314,57,1860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUMA,3300500,3065.0,1682.0,935.0,221.0,227.0,882.0,842.0,1023.0,318.0,770.0,1283.0,919.0,93.0,5334.0,3065,1682,935,221,227,883,842,1022,318,770,1283,919,93,5333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0
PUMA,3300600,39706.0,16295.0,12646.0,4765.0,6000.0,6075.0,10722.0,11629.0,11280.0,6701.0,14717.0,14941.0,3347.0,90305.0,39706,16282,12656,4766,6002,6075,10725,11628,11278,6715,14718,14934,3339,90294,0.0,-13.0,10.0,1.0,2.0,0.0,3.0,-1.0,-2.0,14.0,1.0,-7.0,-8.0,-11.0
PUMA,3300700,64358.0,26437.0,20165.0,8523.0,9233.0,11111.0,17461.0,18148.0,17638.0,12151.0,20807.0,25228.0,6172.0,146875.0,64358,26425,20175,8531,9227,11112,17462,18150,17634,12145,20810,25221,6182,146873,0.0,-12.0,10.0,8.0,-6.0,1.0,1.0,2.0,-4.0,-6.0,3.0,-7.0,10.0,-2.0
PUMA,3300800,52960.0,25231.0,15657.0,5532.0,6540.0,17445.0,17882.0,11732.0,5901.0,13325.0,20146.0,15809.0,3680.0,112510.0,52960,25214,15670,5534,6542,17447,17882,11733,5898,13319,20152,15809,3680,112483,0.0,-17.0,13.0,2.0,2.0,2.0,0.0,1.0,-3.0,-6.0,6.0,0.0,0.0,-27.0
PUMA,3300900,61326.0,26331.0,18341.0,7789.0,8865.0,14189.0,16871.0,16739.0,13527.0,13690.0,21885.0,20526.0,5225.0,138456.0,61326,26306,18353,7794,8873,14179,16871,16748,13528,13698,21885,20527,5216,138484,0.0,-25.0,12.0,5.0,8.0,-10.0,0.0,9.0,1.0,8.0,0.0,1.0,-9.0,28.0
PUMA,3301000,93852.0,42332.0,28097.0,10806.0,12617.0,18220.0,25651.0,25221.0,24760.0,20541.0,33635.0,32188.0,7488.0,206194.0,93852,42324,28100,10824,12604,18213,25655,25219,24765,20544,33636,32178,7494,206115,0.0,-8.0,3.0,18.0,-13.0,-7.0,4.0,-2.0,5.0,3.0,1.0,-10.0,6.0,-79.0
PUMA,4400101,64239.0,22427.0,21652.0,10961.0,9199.0,19609.0,18034.0,15815.0,10781.0,17981.0,22708.0,18610.0,4940.0,138216.0,64239,22434,21653,10958,9194,19604,18041,15813,10781,17979,22710,18612,4938,138238,0.0,7.0,1.0,-3.0,-5.0,-5.0,7.0,-2.0,0.0,-2.0,2.0,2.0,-2.0,22.0
PUMA,4400102,82302.0,30726.0,25018.0,14003.0,12555.0,30386.0,25611.0,16148.0,10157.0,23803.0,30504.0,21898.0,6097.0,177127.0,82302,30725,25016,13996,12565,30383,25607,16159,10153,23800,30502,21900,6100,177152,0.0,-1.0,-2.0,-7.0,10.0,-3.0,-4.0,11.0,-4.0,-3.0,-2.0,2.0,3.0,25.0
PUMA,4400103,81538.0,33450.0,20965.0,13651.0,13472.0,39090.0,23634.0,11075.0,7739.0,24714.0,31786.0,19547.0,5491.0,175365.0,81538,33439,20957,13659,13483,39087,23639,11075,7737,24706,31788,19548,5496,175393,0.0,-11.0,-8.0,8.0,11.0,-3.0,5.0,0.0,-2.0,-8.0,2.0,1.0,5.0,28.0
PUMA,4400104,54423.0,19890.0,17449.0,9000.0,8084.0,17353.0,16514.0,12767.0,7789.0,16275.0,19583.0,14640.0,3925.0,117085.0,54423,19901,17450,8998,8074,17348,16521,12767,7787,16270,19583,14646,3924,117079,0.0,11.0,1.0,-2.0,-10.0,-5.0,7.0,0.0,-2.0,-5.0,0.0,6.0,-1.0,-6.0
PUMA,4400201,76105.0,26469.0,25764.0,12722.0,11150.0,20466.0,23988.0,18661.0,12990.0,20041.0,28826.0,21728.0,5510.0,163976.0,76105,26469,25765,12728,11143,20467,23988,18660,12990,20050,28836,21718,5501,163988,0.0,0.0,1.0,6.0,-7.0,1.0,0.0,-1.0,0.0,9.0,10.0,-10.0,-9.0,12.0
PUMA,4400300,54090.0,18787.0,19143.0,8348.0,7812.0,12985.0,14795.0,13278.0,13032.0,14366.0,19885.0,16593.0,3246.0,116573.0,54090,18791,19146,8343,7810,12984,14791,13285,13030,14368,19885,16593,3244,116588,0.0,4.0,3.0,-5.0,-2.0,-1.0,-4.0,7.0,-2.0,2.0,0.0,0.0,-2.0,15.0
PUMA,4400400,64631.0,21539.0,23259.0,10651.0,9182.0,13855.0,18912.0,16329.0,15535.0,16056.0,22933.0,20876.0,4766.0,139055.0,64631,21548,23261,10654,9168,13851,18913,16328,15539,16055,22932,20879,4765,139062,0.0,9.0,2.0,3.0,-14.0,-4.0,1.0,-1.0,4.0,-1.0,-1.0,3.0,-1.0,7.0
