OID_,id,taz,type,town,state,town_state,mpo,in_brmpo,subregion,sector,FID_PUMAs,statefp10,pumace10,geoid10,aland10,awater10,state10,puma10,Shape_Length,Shape_Area
3121,2194,1965,I,LITTLETON,MA,"LITTLETON,MA",BRMPO,1,MAGIC,Northwest,51,25,1400,2501400,426649279,12701573,25,1400,14351.9453,8332441.788
3122,2194,1965,I,LITTLETON,MA,"LITTLETON,MA",BRMPO,1,MAGIC,Northwest,53,25,501,2500501,334377072,12377910,25,501,6744.11822,12629.16819
3123,2194,1965,I,LITTLETON,MA,"LITTLETON,MA",BRMPO,1,MAGIC,Northwest,54,25,400,2500400,1400882558,68072632,25,400,2969.992362,435.7947045
3124,1364,2194,I,BURLINGTON,MA,"BURLINGTON,MA",BRMPO,1,NSPC,North,42,25,503,2500503,178151310,5924094,25,503,6778.220333,1681753.049
3125,1364,2194,I,BURLINGTON,MA,"BURLINGTON,MA",BRMPO,1,NSPC,North,50,25,2800,2502800,107457816,6800378,25,2800,901.2878282,300.2896148
3126,2221,1966,I,HARVARD,MA,"HARVARD,MA",MRPC,0, ,Northwest,51,25,1400,2501400,426649279,12701573,25,1400,3178.576609,2808.912897
3127,2221,1966,I,HARVARD,MA,"HARVARD,MA",MRPC,0, ,Northwest,54,25,400,2500400,1400882558,68072632,25,400,16024.38465,11311893.35
3128,2219,1967,I,HARVARD,MA,"HARVARD,MA",MRPC,0, ,Northwest,54,25,400,2500400,1400882558,68072632,25,400,21241.02954,14147579.52
3129,1226,2307,I,PEABODY,MA,"PEABODY,MA",BRMPO,1,NSTF,Northeast,47,25,1000,2501000,161779670,6337870,25,1000,7876.543452,3448594.462
3130,3350,1968,I,LUNENBURG,MA,"LUNENBURG,MA",MRPC,0, ,,26,25,301,2500301,364230749,13425171,25,301,16792.21298,8316559.526
3131,37,4381,I,BOSTON,MA,"BOSTON,MA",BRMPO,1,ICC,Central,21,25,3302,2503302,24841250,6237419,25,3302,910.499552,45063.89013
3132,3279,1969,I,FITCHBURG,MA,"FITCHBURG,MA",MRPC,0, ,,26,25,301,2500301,364230749,13425171,25,301,29269.26511,30381896.45
3133,3279,1969,I,FITCHBURG,MA,"FITCHBURG,MA",MRPC,0, ,,54,25,400,2500400,1400882558,68072632,25,400,13816.32285,30.49195866
3134,3277,1970,I,ASHBURNHAM,MA,"ASHBURNHAM,MA",MRPC,0, ,,12,33,500,3300500,3221953784,96061303,33,500,4429.137626,10.42822358
3135,3277,1970,I,ASHBURNHAM,MA,"ASHBURNHAM,MA",MRPC,0, ,,16,33,600,3300600,1479312497,23386111,33,600,4911.741817,343.1712852
3136,3277,1970,I,ASHBURNHAM,MA,"ASHBURNHAM,MA",MRPC,0, ,,54,25,400,2500400,1400882558,68072632,25,400,25972.09514,31705877.03
3137,207503,1971,I,RINDGE,NH,"RINDGE,NH", ,0, ,,12,33,500,3300500,3221953784,96061303,33,500,29388.54519,40479523.63
3138,207439,1972,I,MANCHESTER,NH,"MANCHESTER,NH", ,0, ,,15,33,800,3300800,85730244,4822460,33,800,3101.088606,382742.6769
3139,297,3989,I,BOSTON,MA,"BOSTON,MA",BRMPO,1,ICC,Central,22,25,3304,2503304,17423232,11087,25,3304,2164.6113,97287.61406
3140,297,3989,I,BOSTON,MA,"BOSTON,MA",BRMPO,1,ICC,Central,24,25,3305,2503305,44801221,1009163,25,3305,2711.769159,125325.3361
3141,297,3989,I,BOSTON,MA,"BOSTON,MA",BRMPO,1,ICC,Central,40,25,3400,2503400,63680698,1010344,25,3400,216.0205074,1174.202723
3142,2139,1976,I,CHELMSFORD,MA,"CHELMSFORD,MA",NMCOG,0, ,North,51,25,1400,2501400,426649279,12701573,25,1400,509.0951777,54.02369012
3143,2139,1976,I,CHELMSFORD,MA,"CHELMSFORD,MA",NMCOG,0, ,North,53,25,501,2500501,334377072,12377910,25,501,13439.75239,7849693.793
3144,2188,1977,I,WESTFORD,MA,"WESTFORD,MA",NMCOG,0, ,Northwest,53,25,501,2500501,334377072,12377910,25,501,5602.6397,670076.7076
3145,2195,1978,I,LITTLETON,MA,"LITTLETON,MA",BRMPO,1,MAGIC,Northwest,51,25,1400,2501400,426649279,12701573,25,1400,10528.09246,4698937.44
3146,2195,1978,I,LITTLETON,MA,"LITTLETON,MA",BRMPO,1,MAGIC,Northwest,54,25,400,2500400,1400882558,68072632,25,400,903.7638811,3369.488152
3147,2225,1979,I,BOLTON,MA,"BOLTON,MA",BRMPO,1,MAGIC,Northwest,51,25,1400,2501400,426649279,12701573,25,1400,17641.11039,16783809.13
3148,2225,1979,I,BOLTON,MA,"BOLTON,MA",BRMPO,1,MAGIC,Northwest,54,25,400,2500400,1400882558,68072632,25,400,10555.49723,2458.698358
3149,2236,1980,I,LANCASTER,MA,"LANCASTER,MA",MRPC,0, ,Northwest,26,25,301,2500301,364230749,13425171,25,301,7587.704224,2472.908559
3150,2236,1980,I,LANCASTER,MA,"LANCASTER,MA",MRPC,0, ,Northwest,51,25,1400,2501400,426649279,12701573,25,1400,2236.22238,683.1686928
3151,2236,1980,I,LANCASTER,MA,"LANCASTER,MA",MRPC,0, ,Northwest,54,25,400,2500400,1400882558,68072632,25,400,32161.24351,38430128.82
3152,2235,1981,I,SHIRLEY,MA,"SHIRLEY,MA",MRPC,0, ,Northwest,26,25,301,2500301,364230749,13425171,25,301,3801.090293,684.5627488
3153,2235,1981,I,SHIRLEY,MA,"SHIRLEY,MA",MRPC,0, ,Northwest,54,25,400,2500400,1400882558,68072632,25,400,13203.93458,6055109.862
3154,2234,1982,I,SHIRLEY,MA,"SHIRLEY,MA",MRPC,0, ,Northwest,26,25,301,2500301,364230749,13425171,25,301,2728.956912,352.0149871
3155,2234,1982,I,SHIRLEY,MA,"SHIRLEY,MA",MRPC,0, ,Northwest,54,25,400,2500400,1400882558,68072632,25,400,16355.57467,10632486.92
3156,3351,1983,I,LUNENBURG,MA,"LUNENBURG,MA",MRPC,0, ,,26,25,301,2500301,364230749,13425171,25,301,9452.307199,5196864.252
3157,3294,1984,I,ASHBURNHAM,MA,"ASHBURNHAM,MA",MRPC,0, ,,26,25,301,2500301,364230749,13425171,25,301,2203.935106,3.753145833
3158,3294,1984,I,ASHBURNHAM,MA,"ASHBURNHAM,MA",MRPC,0, ,,54,25,400,2500400,1400882558,68072632,25,400,28492.18709,27143018.53
3159,723,4000,I,CAMBRIDGE,MA,"CAMBRIDGE,MA",BRMPO,1,ICC,Central,44,25,506,2500506,16545549,1860956,25,506,1868.054849,102373.47
3160,3319,1985,I,ASHBURNHAM,MA,"ASHBURNHAM,MA",MRPC,0, ,,12,33,500,3300500,3221953784,96061303,33,500,4219.101758,9.786840365
3161,3319,1985,I,ASHBURNHAM,MA,"ASHBURNHAM,MA",MRPC,0, ,,54,25,400,2500400,1400882558,68072632,25,400,33029.72765,35871731.61
3162,253,4008,I,BOSTON,MA,"BOSTON,MA",BRMPO,1,ICC,Central,23,25,3301,2503301,14204949,1567985,25,3301,1835.852737,164145.8763
3163,253,4008,I,BOSTON,MA,"BOSTON,MA",BRMPO,1,ICC,Central,40,25,3400,2503400,63680698,1010344,25,3400,758.3949342,4889.097057
3164,253,4008,I,BOSTON,MA,"BOSTON,MA",BRMPO,1,ICC,Central,44,25,506,2500506,16545549,1860956,25,506,663.9463576,2436.052309
3165,207502,1986,I,RINDGE,NH,"RINDGE,NH", ,0, ,,12,33,500,3300500,3221953784,96061303,33,500,23155.33899,25554826.68
3166,207502,1986,I,RINDGE,NH,"RINDGE,NH", ,0, ,,16,33,600,3300600,1479312497,23386111,33,600,6647.708029,2344.829078
3167,207437,1992,I,MANCHESTER,NH,"MANCHESTER,NH", ,0, ,,10,33,700,3300700,1156603269,26677175,33,700,711.0714167,1.838496631
3168,207437,1992,I,MANCHESTER,NH,"MANCHESTER,NH", ,0, ,,15,33,800,3300800,85730244,4822460,33,800,7693.773356,893294.5857
3169,2186,1993,I,WESTFORD,MA,"WESTFORD,MA",NMCOG,0, ,Northwest,51,25,1400,2501400,426649279,12701573,25,1400,5980.774112,2824.465809
3170,2186,1993,I,WESTFORD,MA,"WESTFORD,MA",NMCOG,0, ,Northwest,53,25,501,2500501,334377072,12377910,25,501,15549.56007,10176635.75
3171,2189,1994,I,WESTFORD,MA,"WESTFORD,MA",NMCOG,0, ,Northwest,51,25,1400,2501400,426649279,12701573,25,1400,4215.490895,5488.714025
3172,2189,1994,I,WESTFORD,MA,"WESTFORD,MA",NMCOG,0, ,Northwest,53,25,501,2500501,334377072,12377910,25,501,12447.72305,4811469.868
3173,3302,1987,I,WINCHENDON,MA,"WINCHENDON,MA",MRPC,0, ,,12,33,500,3300500,3221953784,96061303,33,500,5430.56689,12.46721398
3174,3302,1987,I,WINCHENDON,MA,"WINCHENDON,MA",MRPC,0, ,,54,25,400,2500400,1400882558,68072632,25,400,28948.98736,34916680.77
3175,207440,1988,I,MANCHESTER,NH,"MANCHESTER,NH", ,0, ,,15,33,800,3300800,85730244,4822460,33,800,1400.593178,115009.5601
3176,207436,1989,I,MANCHESTER,NH,"MANCHESTER,NH", ,0, ,,15,33,800,3300800,85730244,4822460,33,800,3618.79635,770736.3191
3177,207238,1990,I,MANCHESTER,NH,"MANCHESTER,NH", ,0, ,,15,33,800,3300800,85730244,4822460,33,800,10098.92649,2749224.445
3178,207431,1991,I,MANCHESTER,NH,"MANCHESTER,NH", ,0, ,,15,33,800,3300800,85730244,4822460,33,800,9311.197184,1723224.442
3179,2196,1995,I,LITTLETON,MA,"LITTLETON,MA",BRMPO,1,MAGIC,Northwest,51,25,1400,2501400,426649279,12701573,25,1400,10501.83669,5495056.893
3180,2196,1995,I,LITTLETON,MA,"LITTLETON,MA",BRMPO,1,MAGIC,Northwest,54,25,400,2500400,1400882558,68072632,25,400,1545.05824,37.08903443
3181,3366,1999,I,FITCHBURG,MA,"FITCHBURG,MA",MRPC,0, ,,26,25,301,2500301,364230749,13425171,25,301,3602.502727,663372.5326
3182,3300,2005,I,ROYALSTON,MA,"ROYALSTON,MA",MRPC,0, ,,12,33,500,3300500,3221953784,96061303,33,500,28181.56649,65.66413028
3183,3300,2005,I,ROYALSTON,MA,"ROYALSTON,MA",MRPC,0, ,,54,25,400,2500400,1400882558,68072632,25,400,48379.15547,110074032.7
3184,2238,1996,I,LANCASTER,MA,"LANCASTER,MA",MRPC,0, ,Northwest,51,25,1400,2501400,426649279,12701573,25,1400,1342.474718,75.77081024
3185,2238,1996,I,LANCASTER,MA,"LANCASTER,MA",MRPC,0, ,Northwest,54,25,400,2500400,1400882558,68072632,25,400,13292.63809,5573420.361
3186,3274,1997,I,LEOMINSTER,MA,"LEOMINSTER,MA",MRPC,0, ,,26,25,301,2500301,364230749,13425171,25,301,9858.487645,5484628.04
3187,3274,1997,I,LEOMINSTER,MA,"LEOMINSTER,MA",MRPC,0, ,,54,25,400,2500400,1400882558,68072632,25,400,2807.653829,5.923222547
3188,3275,1998,I,LUNENBURG,MA,"LUNENBURG,MA",MRPC,0, ,,26,25,301,2500301,364230749,13425171,25,301,29257.3652,24018402.46
3189,3275,1998,I,LUNENBURG,MA,"LUNENBURG,MA",MRPC,0, ,,54,25,400,2500400,1400882558,68072632,25,400,2375.845249,9.332055774
3190,3317,2000,I,ASHBURNHAM,MA,"ASHBURNHAM,MA",MRPC,0, ,,26,25,301,2500301,364230749,13425171,25,301,601.5470183,0.784273891
3191,3317,2000,I,ASHBURNHAM,MA,"ASHBURNHAM,MA",MRPC,0, ,,54,25,400,2500400,1400882558,68072632,25,400,14968.92191,7240965.431
3192,3320,2002,I,GARDNER,MA,"GARDNER,MA",MRPC,0, ,,26,25,301,2500301,364230749,13425171,25,301,17300.40314,16336908.49
3193,3320,2002,I,GARDNER,MA,"GARDNER,MA",MRPC,0, ,,54,25,400,2500400,1400882558,68072632,25,400,13405.40163,26.87735777
3194,3337,2001,I,ASHBURNHAM,MA,"ASHBURNHAM,MA",MRPC,0, ,,54,25,400,2500400,1400882558,68072632,25,400,12984.69954,4143908.98
3195,207207,2006,I,MANCHESTER,NH,"MANCHESTER,NH", ,0, ,,15,33,800,3300800,85730244,4822460,33,800,2289.548667,232754.4669
3196,207213,2007,I,MANCHESTER,NH,"MANCHESTER,NH", ,0, ,,15,33,800,3300800,85730244,4822460,33,800,5466.024753,1049257.3
3197,3305,2003,I,WINCHENDON,MA,"WINCHENDON,MA",MRPC,0, ,,54,25,400,2500400,1400882558,68072632,25,400,27814.4843,42266255.79
3198,3307,2004,I,WINCHENDON,MA,"WINCHENDON,MA",MRPC,0, ,,12,33,500,3300500,3221953784,96061303,33,500,15805.87201,36.99043316
3199,3307,2004,I,WINCHENDON,MA,"WINCHENDON,MA",MRPC,0, ,,54,25,400,2500400,1400882558,68072632,25,400,33277.22582,32233197.02
3200,1418,3404,I,LINCOLN,MA,"LINCOLN,MA",BRMPO,1,MAGIC,Northwest,42,25,503,2500503,178151310,5924094,25,503,5102.723672,1585390.884
3201,207432,2009,I,MANCHESTER,NH,"MANCHESTER,NH", ,0, ,,10,33,700,3300700,1156603269,26677175,33,700,7086.615065,14.76714
3202,207432,2009,I,MANCHESTER,NH,"MANCHESTER,NH", ,0, ,,15,33,800,3300800,85730244,4822460,33,800,12855.55639,6552259.059
3203,1446,2010,I,ACTON,MA,"ACTON,MA",BRMPO,1,MAGIC,Northwest,51,25,1400,2501400,426649279,12701573,25,1400,9593.421015,4077969.326
3204,1446,2010,I,ACTON,MA,"ACTON,MA",BRMPO,1,MAGIC,Northwest,53,25,501,2500501,334377072,12377910,25,501,1763.592726,105.0365896
3205,2193,2011,I,LITTLETON,MA,"LITTLETON,MA",BRMPO,1,MAGIC,Northwest,51,25,1400,2501400,426649279,12701573,25,1400,5531.697561,1245148.016
3206,2193,2011,I,LITTLETON,MA,"LITTLETON,MA",BRMPO,1,MAGIC,Northwest,53,25,501,2500501,334377072,12377910,25,501,348.7011259,40.40215118
3207,2223,2012,I,HARVARD,MA,"HARVARD,MA",MRPC,0, ,Northwest,51,25,1400,2501400,426649279,12701573,25,1400,7281.24516,12781.6696
3208,2223,2012,I,HARVARD,MA,"HARVARD,MA",MRPC,0, ,Northwest,54,25,400,2500400,1400882558,68072632,25,400,17020.13562,12103363.26
3209,2239,2013,I,LANCASTER,MA,"LANCASTER,MA",MRPC,0, ,Northwest,28,25,303,2500303,359625580,21739673,25,303,4314.949587,7810.934995
3210,2239,2013,I,LANCASTER,MA,"LANCASTER,MA",MRPC,0, ,Northwest,54,25,400,2500400,1400882558,68072632,25,400,16820.48646,11160228.91
3211,2237,2014,I,LANCASTER,MA,"LANCASTER,MA",MRPC,0, ,Northwest,26,25,301,2500301,364230749,13425171,25,301,4208.093522,1623.359032
3212,2237,2014,I,LANCASTER,MA,"LANCASTER,MA",MRPC,0, ,Northwest,54,25,400,2500400,1400882558,68072632,25,400,19158.93877,13665096.11
3213,3355,2016,I,LEOMINSTER,MA,"LEOMINSTER,MA",MRPC,0, ,,26,25,301,2500301,364230749,13425171,25,301,7615.021125,1207517.948
3214,3349,2017,I,LEOMINSTER,MA,"LEOMINSTER,MA",MRPC,0, ,,26,25,301,2500301,364230749,13425171,25,301,10317.97318,3873539.816
3215,881,2225,I,WOBURN,MA,"WOBURN,MA",BRMPO,1,NSPC,North,41,25,505,2500505,51336000,2215156,25,505,1136.414125,2867.21548
3216,881,2225,I,WOBURN,MA,"WOBURN,MA",BRMPO,1,NSPC,North,50,25,2800,2502800,107457816,6800378,25,2800,5414.384359,1032991.389
3217,3347,2018,I,FITCHBURG,MA,"FITCHBURG,MA",MRPC,0, ,,26,25,301,2500301,364230749,13425171,25,301,8647.116389,3714231.015
3218,2246,2031,I,CLINTON,MA,"CLINTON,MA",MRPC,0, ,Northwest,28,25,303,2500303,359625580,21739673,25,303,11867.34531,6371783.218
3219,2246,2031,I,CLINTON,MA,"CLINTON,MA",MRPC,0, ,Northwest,54,25,400,2500400,1400882558,68072632,25,400,2856.952044,199.2271129
3220,3316,2019,I,GARDNER,MA,"GARDNER,MA",MRPC,0, ,,26,25,301,2500301,364230749,13425171,25,301,17652.40994,10603849.76
3221,3316,2019,I,GARDNER,MA,"GARDNER,MA",MRPC,0, ,,54,25,400,2500400,1400882558,68072632,25,400,5603.352268,9.639717204
3222,3356,2034,I,FITCHBURG,MA,"FITCHBURG,MA",MRPC,0, ,,26,25,301,2500301,364230749,13425171,25,301,9145.329213,1679494.104
3223,3321,2020,I,GARDNER,MA,"GARDNER,MA",MRPC,0, ,,26,25,301,2500301,364230749,13425171,25,301,15736.48982,10530689.46
3224,3321,2020,I,GARDNER,MA,"GARDNER,MA",MRPC,0, ,,54,25,400,2500400,1400882558,68072632,25,400,7799.281175,9.111794282
3225,3303,2021,I,TEMPLETON,MA,"TEMPLETON,MA",MRPC,0, ,,54,25,400,2500400,1400882558,68072632,25,400,19062.15349,8035954.688
3226,3334,2022,I,WINCHENDON,MA,"WINCHENDON,MA",MRPC,0, ,,54,25,400,2500400,1400882558,68072632,25,400,4068.25516,635425.6575
3227,859,2226,I,WINCHESTER,MA,"WINCHESTER,MA",BRMPO,1,NSPC,North,41,25,505,2500505,51336000,2215156,25,505,5995.636622,1494987.395
3228,859,2226,I,WINCHESTER,MA,"WINCHESTER,MA",BRMPO,1,NSPC,North,50,25,2800,2502800,107457816,6800378,25,2800,2812.012021,2042.607998
3229,5825,2023,I,WARWICK,MA,"WARWICK,MA",FRCOG,0, ,,12,33,500,3300500,3221953784,96061303,33,500,21155.57635,49.60827457
3230,5825,2023,I,WARWICK,MA,"WARWICK,MA",FRCOG,0, ,,54,25,400,2500400,1400882558,68072632,25,400,10572.17147,18.10332309
3231,5825,2023,I,WARWICK,MA,"WARWICK,MA",FRCOG,0, ,,65,25,200,2500200,2439124652,75630797,25,200,51836.82489,106134957.5
3232,207212,2024,I,MANCHESTER,NH,"MANCHESTER,NH", ,0, ,,15,33,800,3300800,85730244,4822460,33,800,2231.640566,255864.858
3233,207230,2026,I,GOFFSTOWN,NH,"GOFFSTOWN,NH", ,0, ,,10,33,700,3300700,1156603269,26677175,33,700,15181.01734,2556619.604
3234,207230,2026,I,GOFFSTOWN,NH,"GOFFSTOWN,NH", ,0, ,,15,33,800,3300800,85730244,4822460,33,800,300.3340846,0.528069372
3235,1447,2027,I,ACTON,MA,"ACTON,MA",BRMPO,1,MAGIC,Northwest,51,25,1400,2501400,426649279,12701573,25,1400,6094.115302,2000730.031
3236,1447,2027,I,ACTON,MA,"ACTON,MA",BRMPO,1,MAGIC,Northwest,53,25,501,2500501,334377072,12377910,25,501,1832.501621,272.7013438
3237,2191,2028,I,LITTLETON,MA,"LITTLETON,MA",BRMPO,1,MAGIC,Northwest,51,25,1400,2501400,426649279,12701573,25,1400,14436.11995,8711270.92
3238,970,3405,I,WALTHAM,MA,"WALTHAM,MA",BRMPO,1,ICC,Northwest,42,25,503,2500503,178151310,5924094,25,503,5054.864868,896161.5988
3239,2224,2029,I,HARVARD,MA,"HARVARD,MA",MRPC,0, ,Northwest,51,25,1400,2501400,426649279,12701573,25,1400,3412.493483,7220.853697
3240,2224,2029,I,HARVARD,MA,"HARVARD,MA",MRPC,0, ,Northwest,54,25,400,2500400,1400882558,68072632,25,400,17403.81222,14463049.79
3241,2222,2030,I,HARVARD,MA,"HARVARD,MA",MRPC,0, ,Northwest,54,25,400,2500400,1400882558,68072632,25,400,12929.40375,6652583.129
3242,3271,2032,I,STERLING,MA,"STERLING,MA",MRPC,0, ,,26,25,301,2500301,364230749,13425171,25,301,3690.102486,100.6905963
3243,3271,2032,I,STERLING,MA,"STERLING,MA",MRPC,0, ,,28,25,303,2500303,359625580,21739673,25,303,1994.574365,382.1346895
3244,3271,2032,I,STERLING,MA,"STERLING,MA",MRPC,0, ,,54,25,400,2500400,1400882558,68072632,25,400,27475.37047,30797483.56
3245,3363,2033,I,FITCHBURG,MA,"FITCHBURG,MA",MRPC,0, ,,26,25,301,2500301,364230749,13425171,25,301,8589.868669,2613825.456
3246,956,3406,I,LEXINGTON,MA,"LEXINGTON,MA",BRMPO,1,MAGIC,Northwest,42,25,503,2500503,178151310,5924094,25,503,3489.451675,658725.6178
3247,3314,2037,I,WESTMINSTER,MA,"WESTMINSTER,MA",MRPC,0, ,,26,25,301,2500301,364230749,13425171,25,301,20569.18,18317030.65
3248,3322,2038,I,GARDNER,MA,"GARDNER,MA",MRPC,0, ,,26,25,301,2500301,364230749,13425171,25,301,6437.498958,885510.9246
3249,957,3407,I,LEXINGTON,MA,"LEXINGTON,MA",BRMPO,1,MAGIC,Northwest,42,25,503,2500503,178151310,5924094,25,503,3086.920334,444868.5008
3250,3323,2039,I,GARDNER,MA,"GARDNER,MA",MRPC,0, ,,26,25,301,2500301,364230749,13425171,25,301,5874.321194,2036516.072
3251,3304,2040,I,TEMPLETON,MA,"TEMPLETON,MA",MRPC,0, ,,26,25,301,2500301,364230749,13425171,25,301,8340.857517,18.15939227
3252,3304,2040,I,TEMPLETON,MA,"TEMPLETON,MA",MRPC,0, ,,54,25,400,2500400,1400882558,68072632,25,400,38996.40813,26047536.51
3253,3333,2042,I,WINCHENDON,MA,"WINCHENDON,MA",MRPC,0, ,,54,25,400,2500400,1400882558,68072632,25,400,6800.872164,1409977.15
3254,5313,4944,I,HOLYOKE,MA,"HOLYOKE,MA",PVPC,0, ,,67,25,1901,2501901,358409758,13726015,25,1901,2833.938263,303037.0301
3255,3301,2041,I,TEMPLETON,MA,"TEMPLETON,MA",MRPC,0, ,,54,25,400,2500400,1400882558,68072632,25,400,14241.40721,8330787.585
3256,707,4039,I,CAMBRIDGE,MA,"CAMBRIDGE,MA",BRMPO,1,ICC,Central,44,25,506,2500506,16545549,1860956,25,506,2565.561462,337246.1757
3257,5829,2043,I,NORTHFIELD,MA,"NORTHFIELD,MA",FRCOG,0, ,,12,33,500,3300500,3221953784,96061303,33,500,7610.73515,17.74036643
3258,5829,2043,I,NORTHFIELD,MA,"NORTHFIELD,MA",FRCOG,0, ,,65,25,200,2500200,2439124652,75630797,25,200,30616.43805,33208644.83
3259,207347,2044,I,MANCHESTER,NH,"MANCHESTER,NH", ,0, ,,15,33,800,3300800,85730244,4822460,33,800,6084.681418,1064292.543
3260,207221,2047,I,GOFFSTOWN,NH,"GOFFSTOWN,NH", ,0, ,,10,33,700,3300700,1156603269,26677175,33,700,19680.54527,23325278.57
3261,5816,2065,I,BERNARDSTON,MA,"BERNARDSTON,MA",FRCOG,0, ,,65,25,200,2500200,2439124652,75630797,25,200,26854.60914,32148414
3262,207427,2048,I,GOFFSTOWN,NH,"GOFFSTOWN,NH", ,0, ,,10,33,700,3300700,1156603269,26677175,33,700,12854.01233,7221758.124
3263,207442,2070,I,MANCHESTER,NH,"MANCHESTER,NH", ,0, ,,15,33,800,3300800,85730244,4822460,33,800,2651.119255,277800.6977
3264,2190,2049,I,LITTLETON,MA,"LITTLETON,MA",BRMPO,1,MAGIC,Northwest,51,25,1400,2501400,426649279,12701573,25,1400,15074.25643,9514952.739
3265,2190,2049,I,LITTLETON,MA,"LITTLETON,MA",BRMPO,1,MAGIC,Northwest,53,25,501,2500501,334377072,12377910,25,501,2439.552737,3624.199237
3266,2197,2050,I,LITTLETON,MA,"LITTLETON,MA",BRMPO,1,MAGIC,Northwest,51,25,1400,2501400,426649279,12701573,25,1400,13900.07015,4612462.395
3267,2227,2051,I,BOLTON,MA,"BOLTON,MA",BRMPO,1,MAGIC,Northwest,28,25,303,2500303,359625580,21739673,25,303,438.8359654,300.9554171
3268,2227,2051,I,BOLTON,MA,"BOLTON,MA",BRMPO,1,MAGIC,Northwest,51,25,1400,2501400,426649279,12701573,25,1400,17818.48104,17312467.1
3269,2227,2051,I,BOLTON,MA,"BOLTON,MA",BRMPO,1,MAGIC,Northwest,54,25,400,2500400,1400882558,68072632,25,400,3615.898396,661.3457161
3270,3296,2053,I,STERLING,MA,"STERLING,MA",MRPC,0, ,,54,25,400,2500400,1400882558,68072632,25,400,18363.68941,17085347.53
3271,3049,2052,I,BOYLSTON,MA,"BOYLSTON,MA",CMRPC,0, ,,27,25,302,2500302,1047190838,37246343,25,302,2124.781597,3.4746091
3272,3049,2052,I,BOYLSTON,MA,"BOYLSTON,MA",CMRPC,0, ,,28,25,303,2500303,359625580,21739673,25,303,27520.18285,35063657.46
3273,3049,2052,I,BOYLSTON,MA,"BOYLSTON,MA",CMRPC,0, ,,54,25,400,2500400,1400882558,68072632,25,400,2734.037892,10.64739379
3274,701,4040,I,CAMBRIDGE,MA,"CAMBRIDGE,MA",BRMPO,1,ICC,Central,44,25,506,2500506,16545549,1860956,25,506,1749.626512,107697.1946
3275,3297,2054,I,STERLING,MA,"STERLING,MA",MRPC,0, ,,54,25,400,2500400,1400882558,68072632,25,400,18993.39459,10061797.64
3276,3287,2055,I,STERLING,MA,"STERLING,MA",MRPC,0, ,,26,25,301,2500301,364230749,13425171,25,301,13447.28452,34.06333225
3277,3287,2055,I,STERLING,MA,"STERLING,MA",MRPC,0, ,,54,25,400,2500400,1400882558,68072632,25,400,23429.29144,24154498.53
3278,3364,2056,I,FITCHBURG,MA,"FITCHBURG,MA",MRPC,0, ,,26,25,301,2500301,364230749,13425171,25,301,5097.078139,497704.7917
3279,3278,2059,I,HUBBARDSTON,MA,"HUBBARDSTON,MA",MRPC,0, ,,26,25,301,2500301,364230749,13425171,25,301,6378.301899,16.62723555
3280,3278,2059,I,HUBBARDSTON,MA,"HUBBARDSTON,MA",MRPC,0, ,,54,25,400,2500400,1400882558,68072632,25,400,30509.24807,43281989.52
3281,3292,2060,I,HUBBARDSTON,MA,"HUBBARDSTON,MA",MRPC,0, ,,26,25,301,2500301,364230749,13425171,25,301,11787.88127,30.59167126
3282,3292,2060,I,HUBBARDSTON,MA,"HUBBARDSTON,MA",MRPC,0, ,,54,25,400,2500400,1400882558,68072632,25,400,36115.25893,65492923.66
3283,3298,2063,I,TEMPLETON,MA,"TEMPLETON,MA",MRPC,0, ,,54,25,400,2500400,1400882558,68072632,25,400,19649.01774,16256479.88
3284,3290,2064,I,PHILLIPSTON,MA,"PHILLIPSTON,MA",MRPC,0, ,,54,25,400,2500400,1400882558,68072632,25,400,42875.34708,63806859.61
3285,207444,2071,I,MANCHESTER,NH,"MANCHESTER,NH", ,0, ,,15,33,800,3300800,85730244,4822460,33,800,1812.656108,163673.0619
3286,224,4009,I,BOSTON,MA,"BOSTON,MA",BRMPO,1,ICC,Central,23,25,3301,2503301,14204949,1567985,25,3301,2755.954744,193714.6781
3287,207400,2066,I,MANCHESTER,NH,"MANCHESTER,NH", ,0, ,,15,33,800,3300800,85730244,4822460,33,800,9889.10457,2343102.351
3288,207401,2067,I,MANCHESTER,NH,"MANCHESTER,NH", ,0, ,,10,33,700,3300700,1156603269,26677175,33,700,64.10760814,0.110657484
3289,207401,2067,I,MANCHESTER,NH,"MANCHESTER,NH", ,0, ,,15,33,800,3300800,85730244,4822460,33,800,4407.907578,1015109.143
3290,207402,2068,I,MANCHESTER,NH,"MANCHESTER,NH", ,0, ,,15,33,800,3300800,85730244,4822460,33,800,2286.82037,320766.2325
3291,207240,2069,I,MANCHESTER,NH,"MANCHESTER,NH", ,0, ,,15,33,800,3300800,85730244,4822460,33,800,4172.691202,405621.6938
3292,694,4041,I,CAMBRIDGE,MA,"CAMBRIDGE,MA",BRMPO,1,ICC,Central,44,25,506,2500506,16545549,1860956,25,506,1981.151239,180682.614
3293,2075,2072,I,METHUEN,MA,"METHUEN,MA",MVPC,0, ,North,59,25,701,2500701,160950771,10175767,25,701,7424.606982,2854497.612
3294,207071,2073,I,PORTSMOUTH,NH,"PORTSMOUTH,NH", ,0, ,,11,33,1000,3301000,937503830,226618492,33,1000,19239.57184,6213661.822
