OID_,id,taz,type,town,state,town_state,mpo,in_brmpo,subregion,sector,FID_PUMAs,statefp10,pumace10,geoid10,aland10,awater10,state10,puma10,Shape_Length,Shape_Area
1734,208499,1133,I,WOONSOCKET,RI,"WOONSOCKET,RI", ,0, ,,2,44,101,4400101,749692567,41252143,44,101,5576.612236,894350.4342
1735,208499,1133,I,WOONSOCKET,RI,"WOONSOCKET,RI", ,0, ,,3,44,102,4400102,155586089,8120244,44,102,1624.305253,1.693899844
1736,208499,1133,I,WOONSOCKET,RI,"WOONSOCKET,RI", ,0, ,,62,25,3601,2503601,376335746,12773987,25,3601,3424.590953,5450.614725
1737,2394,1134,I,BELLINGHAM,MA,"BELLINGHAM,MA",BRMPO,1,SWAP,Southwest,2,44,101,4400101,749692567,41252143,44,101,839.9655046,309.2420999
1738,2394,1134,I,BELLINGHAM,MA,"BELLINGHAM,MA",BRMPO,1,SWAP,Southwest,62,25,3601,2503601,376335746,12773987,25,3601,13657.8624,6415395.473
1739,4382,1135,I,PLAINVILLE,MA,"PLAINVILLE,MA",SRPEDD,0, ,Southwest,55,25,4303,2504303,397931968,13783640,25,4303,18.44119635,0.025861179
1740,4382,1135,I,PLAINVILLE,MA,"PLAINVILLE,MA",SRPEDD,0, ,Southwest,56,25,4200,2504200,374748428,14045486,25,4200,11100.11721,6088752.357
1741,4382,1135,I,PLAINVILLE,MA,"PLAINVILLE,MA",SRPEDD,0, ,Southwest,62,25,3601,2503601,376335746,12773987,25,3601,4259.168219,677.7305086
1742,4379,1136,I,PLAINVILLE,MA,"PLAINVILLE,MA",SRPEDD,0, ,Southwest,56,25,4200,2504200,374748428,14045486,25,4200,11989.95985,8175165.909
1743,4379,1136,I,PLAINVILLE,MA,"PLAINVILLE,MA",SRPEDD,0, ,Southwest,62,25,3601,2503601,376335746,12773987,25,3601,4251.143664,1129.118747
1744,523,2414,I,MALDEN,MA,"MALDEN,MA",BRMPO,1,ICC,Central,46,25,508,2500508,34045138,1541489,25,508,2220.943274,271095.9608
1745,523,2414,I,MALDEN,MA,"MALDEN,MA",BRMPO,1,ICC,Central,49,25,507,2500507,19547320,884508,25,507,1069.257122,1290.889796
1746,4092,1138,I,NORTH ATTLEBOROUGH,MA,"NORTH ATTLEBOROUGH,MA",SRPEDD,0, ,Southwest,56,25,4200,2504200,374748428,14045486,25,4200,10189.54476,2429646.118
1747,4112,1139,I,ATTLEBORO,MA,"ATTLEBORO,MA",SRPEDD,0, ,Southwest,56,25,4200,2504200,374748428,14045486,25,4200,5421.679388,1415320.698
1748,208430,1140,I,PAWTUCKET,RI,"PAWTUCKET,RI", ,0, ,,3,44,102,4400102,155586089,8120244,44,102,2624.905423,379840.7697
1749,208430,1140,I,PAWTUCKET,RI,"PAWTUCKET,RI", ,0, ,,56,25,4200,2504200,374748428,14045486,25,4200,2888.353,3.968434581
1750,208418,1141,I,PAWTUCKET,RI,"PAWTUCKET,RI", ,0, ,,3,44,102,4400102,155586089,8120244,44,102,1935.376825,206716.5924
1751,81,4334,I,BOSTON,MA,"BOSTON,MA",BRMPO,1,ICC,Central,21,25,3302,2503302,24841250,6237419,25,3302,842.2636897,39698.52308
1752,208445,1143,I,NORTH SMITHFIELD,RI,"NORTH SMITHFIELD,RI", ,0, ,,2,44,101,4400101,749692567,41252143,44,101,10537.12267,4936481.583
1753,208445,1143,I,NORTH SMITHFIELD,RI,"NORTH SMITHFIELD,RI", ,0, ,,25,25,304,2500304,813259523,34929848,25,304,3548.391305,4255.035626
1754,208474,1144,I,WOONSOCKET,RI,"WOONSOCKET,RI", ,0, ,,2,44,101,4400101,749692567,41252143,44,101,6666.498787,1349484.134
1755,65,4335,I,BOSTON,MA,"BOSTON,MA",BRMPO,1,ICC,Central,21,25,3302,2503302,24841250,6237419,25,3302,882.552671,29515.63067
1756,208459,1145,I,WOONSOCKET,RI,"WOONSOCKET,RI", ,0, ,,2,44,101,4400101,749692567,41252143,44,101,5429.644396,954543.3621
1757,208459,1145,I,WOONSOCKET,RI,"WOONSOCKET,RI", ,0, ,,3,44,102,4400102,155586089,8120244,44,102,658.5409948,0.615736739
1758,208477,1146,I,WOONSOCKET,RI,"WOONSOCKET,RI", ,0, ,,2,44,101,4400101,749692567,41252143,44,101,3988.353624,768762.576
1759,208359,2732,I,PAWTUCKET,RI,"PAWTUCKET,RI", ,0, ,,3,44,102,4400102,155586089,8120244,44,102,2576.694736,254661.2692
1760,208471,1147,I,WOONSOCKET,RI,"WOONSOCKET,RI", ,0, ,,2,44,101,4400101,749692567,41252143,44,101,4294.12458,766992.9479
1761,208471,1147,I,WOONSOCKET,RI,"WOONSOCKET,RI", ,0, ,,62,25,3601,2503601,376335746,12773987,25,3601,890.2503453,946.7030218
1762,2396,1148,I,BELLINGHAM,MA,"BELLINGHAM,MA",BRMPO,1,SWAP,Southwest,2,44,101,4400101,749692567,41252143,44,101,385.1543546,376.0308008
1763,2396,1148,I,BELLINGHAM,MA,"BELLINGHAM,MA",BRMPO,1,SWAP,Southwest,25,25,304,2500304,813259523,34929848,25,304,2117.425326,161.4357151
1764,2396,1148,I,BELLINGHAM,MA,"BELLINGHAM,MA",BRMPO,1,SWAP,Southwest,62,25,3601,2503601,376335746,12773987,25,3601,5859.830958,1401606.098
1765,2459,1150,I,WRENTHAM,MA,"WRENTHAM,MA",BRMPO,1,SWAP,Southwest,56,25,4200,2504200,374748428,14045486,25,4200,1333.478735,160.0069296
1766,2459,1150,I,WRENTHAM,MA,"WRENTHAM,MA",BRMPO,1,SWAP,Southwest,62,25,3601,2503601,376335746,12773987,25,3601,13947.42946,9135319.271
1767,17,4336,I,BOSTON,MA,"BOSTON,MA",BRMPO,1,ICC,Central,21,25,3302,2503302,24841250,6237419,25,3302,773.9290714,37044.09044
1768,2460,1149,I,WRENTHAM,MA,"WRENTHAM,MA",BRMPO,1,SWAP,Southwest,56,25,4200,2504200,374748428,14045486,25,4200,663.5610657,198.4831795
1769,2460,1149,I,WRENTHAM,MA,"WRENTHAM,MA",BRMPO,1,SWAP,Southwest,62,25,3601,2503601,376335746,12773987,25,3601,10812.03894,6987085.304
1770,4082,1153,I,NORTH ATTLEBOROUGH,MA,"NORTH ATTLEBOROUGH,MA",SRPEDD,0, ,Southwest,55,25,4303,2504303,397931968,13783640,25,4303,4590.305874,10.47021072
1771,4082,1153,I,NORTH ATTLEBOROUGH,MA,"NORTH ATTLEBOROUGH,MA",SRPEDD,0, ,Southwest,56,25,4200,2504200,374748428,14045486,25,4200,7921.158933,3218151.541
1772,2421,1151,I,FOXBOROUGH,MA,"FOXBOROUGH,MA",BRMPO,1,TRIC,Southwest,56,25,4200,2504200,374748428,14045486,25,4200,5435.129266,2837.221911
1773,2421,1151,I,FOXBOROUGH,MA,"FOXBOROUGH,MA",BRMPO,1,TRIC,Southwest,62,25,3601,2503601,376335746,12773987,25,3601,16253.15531,11493605.45
1774,4004,1152,I,MANSFIELD,MA,"MANSFIELD,MA",SRPEDD,0, ,Southwest,55,25,4303,2504303,397931968,13783640,25,4303,9269.891837,4831481.941
1775,4004,1152,I,MANSFIELD,MA,"MANSFIELD,MA",SRPEDD,0, ,Southwest,62,25,3601,2503601,376335746,12773987,25,3601,3385.74803,6.448323444
1776,4378,1154,I,PLAINVILLE,MA,"PLAINVILLE,MA",SRPEDD,0, ,Southwest,56,25,4200,2504200,374748428,14045486,25,4200,5580.595923,1106599.602
1777,18,4337,I,BOSTON,MA,"BOSTON,MA",BRMPO,1,ICC,Central,21,25,3302,2503302,24841250,6237419,25,3302,695.1762082,26652.44908
1778,4086,1155,I,NORTH ATTLEBOROUGH,MA,"NORTH ATTLEBOROUGH,MA",SRPEDD,0, ,Southwest,56,25,4200,2504200,374748428,14045486,25,4200,11577.80552,7470860.137
1779,4085,1156,I,NORTH ATTLEBOROUGH,MA,"NORTH ATTLEBOROUGH,MA",SRPEDD,0, ,Southwest,56,25,4200,2504200,374748428,14045486,25,4200,5658.651486,739019.0008
1780,4077,1157,I,NORTH ATTLEBOROUGH,MA,"NORTH ATTLEBOROUGH,MA",SRPEDD,0, ,Southwest,56,25,4200,2504200,374748428,14045486,25,4200,3149.303936,551275.4906
1781,3110,5226,I,WORCESTER,MA,"WORCESTER,MA",CMRPC,0, ,,64,25,300,2500300,96790113,2810196,25,300,2938.757442,298436.0386
1782,4107,1158,I,ATTLEBORO,MA,"ATTLEBORO,MA",SRPEDD,0, ,Southwest,56,25,4200,2504200,374748428,14045486,25,4200,6853.440384,2463772.341
1783,4122,1159,I,ATTLEBORO,MA,"ATTLEBORO,MA",SRPEDD,0, ,Southwest,56,25,4200,2504200,374748428,14045486,25,4200,8850.582634,2869730.157
1784,207396,5504,I,MANCHESTER,NH,"MANCHESTER,NH", ,0, ,,15,33,800,3300800,85730244,4822460,33,800,2545.929211,369318.4768
1785,208327,1160,I,PAWTUCKET,RI,"PAWTUCKET,RI", ,0, ,,3,44,102,4400102,155586089,8120244,44,102,5079.749952,850687.8401
1786,208327,1160,I,PAWTUCKET,RI,"PAWTUCKET,RI", ,0, ,,56,25,4200,2504200,374748428,14045486,25,4200,3259.596021,4.49032331
1787,208434,1161,I,PAWTUCKET,RI,"PAWTUCKET,RI", ,0, ,,3,44,102,4400102,155586089,8120244,44,102,2800.758363,297845.1656
1788,208434,1161,I,PAWTUCKET,RI,"PAWTUCKET,RI", ,0, ,,56,25,4200,2504200,374748428,14045486,25,4200,530.6394162,1.064828104
1789,208420,1162,I,PAWTUCKET,RI,"PAWTUCKET,RI", ,0, ,,3,44,102,4400102,155586089,8120244,44,102,2422.533935,270224.4262
1790,208312,1163,I,PAWTUCKET,RI,"PAWTUCKET,RI", ,0, ,,3,44,102,4400102,155586089,8120244,44,102,3235.995911,634056.3587
1791,208331,1164,I,PAWTUCKET,RI,"PAWTUCKET,RI", ,0, ,,3,44,102,4400102,155586089,8120244,44,102,3655.638311,546619.5058
1792,208447,1165,I,NORTH SMITHFIELD,RI,"NORTH SMITHFIELD,RI", ,0, ,,2,44,101,4400101,749692567,41252143,44,101,9614.534605,3849536.156
1793,208460,1168,I,WOONSOCKET,RI,"WOONSOCKET,RI", ,0, ,,2,44,101,4400101,749692567,41252143,44,101,3723.33017,637574.2759
1794,208478,1169,I,WOONSOCKET,RI,"WOONSOCKET,RI", ,0, ,,2,44,101,4400101,749692567,41252143,44,101,2981.70189,596715.5497
1795,208469,1170,I,WOONSOCKET,RI,"WOONSOCKET,RI", ,0, ,,2,44,101,4400101,749692567,41252143,44,101,3743.884303,313338.5083
1796,2416,1166,I,UXBRIDGE,MA,"UXBRIDGE,MA",CMRPC,0, ,Southwest,2,44,101,4400101,749692567,41252143,44,101,4429.733928,13319.13198
1797,2416,1166,I,UXBRIDGE,MA,"UXBRIDGE,MA",CMRPC,0, ,Southwest,25,25,304,2500304,813259523,34929848,25,304,26376.26613,31867919.07
1798,2410,1167,I,MILLVILLE,MA,"MILLVILLE,MA",CMRPC,0, ,Southwest,2,44,101,4400101,749692567,41252143,44,101,2717.099367,8460.352999
1799,2410,1167,I,MILLVILLE,MA,"MILLVILLE,MA",CMRPC,0, ,Southwest,25,25,304,2500304,813259523,34929848,25,304,7603.77395,2724759.272
1800,208472,1171,I,WOONSOCKET,RI,"WOONSOCKET,RI", ,0, ,,2,44,101,4400101,749692567,41252143,44,101,4186.946165,336784.5702
1801,208472,1171,I,WOONSOCKET,RI,"WOONSOCKET,RI", ,0, ,,25,25,304,2500304,813259523,34929848,25,304,173.9706613,339.5054135
1802,208472,1171,I,WOONSOCKET,RI,"WOONSOCKET,RI", ,0, ,,62,25,3601,2503601,376335746,12773987,25,3601,1159.063293,8597.034291
1803,2406,1172,I,BLACKSTONE,MA,"BLACKSTONE,MA",CMRPC,0, ,Southwest,2,44,101,4400101,749692567,41252143,44,101,819.6639185,712.121409
1804,2406,1172,I,BLACKSTONE,MA,"BLACKSTONE,MA",CMRPC,0, ,Southwest,25,25,304,2500304,813259523,34929848,25,304,4660.79522,1157699.903
1805,2406,1172,I,BLACKSTONE,MA,"BLACKSTONE,MA",CMRPC,0, ,Southwest,62,25,3601,2503601,376335746,12773987,25,3601,1430.481172,587.2658245
1806,2424,1173,I,FOXBOROUGH,MA,"FOXBOROUGH,MA",BRMPO,1,TRIC,Southwest,62,25,3601,2503601,376335746,12773987,25,3601,14080.31792,2472831.872
1807,4006,1174,I,MANSFIELD,MA,"MANSFIELD,MA",SRPEDD,0, ,Southwest,55,25,4303,2504303,397931968,13783640,25,4303,10583.56919,5636154.678
1808,4083,1175,I,NORTH ATTLEBOROUGH,MA,"NORTH ATTLEBOROUGH,MA",SRPEDD,0, ,Southwest,55,25,4303,2504303,397931968,13783640,25,4303,2244.657819,5.106642685
1809,4083,1175,I,NORTH ATTLEBOROUGH,MA,"NORTH ATTLEBOROUGH,MA",SRPEDD,0, ,Southwest,56,25,4200,2504200,374748428,14045486,25,4200,9897.738035,3191296.16
1810,4084,1176,I,NORTH ATTLEBOROUGH,MA,"NORTH ATTLEBOROUGH,MA",SRPEDD,0, ,Southwest,56,25,4200,2504200,374748428,14045486,25,4200,4993.250329,1116853.505
1811,4081,1177,I,NORTH ATTLEBOROUGH,MA,"NORTH ATTLEBOROUGH,MA",SRPEDD,0, ,Southwest,56,25,4200,2504200,374748428,14045486,25,4200,2820.542121,475427.1183
1812,265,4167,I,BOSTON,MA,"BOSTON,MA",BRMPO,1,ICC,Central,21,25,3302,2503302,24841250,6237419,25,3302,252.3427327,188.542517
1813,265,4167,I,BOSTON,MA,"BOSTON,MA",BRMPO,1,ICC,Central,23,25,3301,2503301,14204949,1567985,25,3301,1571.593732,79507.60781
1814,265,4167,I,BOSTON,MA,"BOSTON,MA",BRMPO,1,ICC,Central,24,25,3305,2503305,44801221,1009163,25,3305,856.3104342,30371.315
1815,4089,1178,I,NORTH ATTLEBOROUGH,MA,"NORTH ATTLEBOROUGH,MA",SRPEDD,0, ,Southwest,56,25,4200,2504200,374748428,14045486,25,4200,6425.519862,755943.487
1816,4101,1179,I,ATTLEBORO,MA,"ATTLEBORO,MA",SRPEDD,0, ,Southwest,56,25,4200,2504200,374748428,14045486,25,4200,8736.09436,2791247.961
1817,4120,1180,I,ATTLEBORO,MA,"ATTLEBORO,MA",SRPEDD,0, ,Southwest,56,25,4200,2504200,374748428,14045486,25,4200,10885.17748,5564420.59
1818,4121,1181,I,ATTLEBORO,MA,"ATTLEBORO,MA",SRPEDD,0, ,Southwest,56,25,4200,2504200,374748428,14045486,25,4200,8723.117103,2191874.818
1819,207232,2008,I,MANCHESTER,NH,"MANCHESTER,NH", ,0, ,,15,33,800,3300800,85730244,4822460,33,800,5008.108183,772025.0705
1820,4123,1182,I,ATTLEBORO,MA,"ATTLEBORO,MA",SRPEDD,0, ,Southwest,56,25,4200,2504200,374748428,14045486,25,4200,7027.928761,1680641.686
1821,4127,1183,I,SEEKONK,MA,"SEEKONK,MA",SRPEDD,0, ,,56,25,4200,2504200,374748428,14045486,25,4200,5728.017472,1883362.519
1822,4079,1198,I,NORTH ATTLEBOROUGH,MA,"NORTH ATTLEBOROUGH,MA",SRPEDD,0, ,Southwest,56,25,4200,2504200,374748428,14045486,25,4200,4683.439876,679765.5505
1823,208344,1184,I,PAWTUCKET,RI,"PAWTUCKET,RI", ,0, ,,3,44,102,4400102,155586089,8120244,44,102,6836.275607,1559354.28
1824,208344,1184,I,PAWTUCKET,RI,"PAWTUCKET,RI", ,0, ,,56,25,4200,2504200,374748428,14045486,25,4200,3111.061419,5.983402326
1825,208433,1185,I,PAWTUCKET,RI,"PAWTUCKET,RI", ,0, ,,3,44,102,4400102,155586089,8120244,44,102,1723.775345,152020.0431
1826,208433,1185,I,PAWTUCKET,RI,"PAWTUCKET,RI", ,0, ,,56,25,4200,2504200,374748428,14045486,25,4200,935.6435071,1.954039265
1827,208313,1186,I,PAWTUCKET,RI,"PAWTUCKET,RI", ,0, ,,3,44,102,4400102,155586089,8120244,44,102,3804.871154,425016.9849
1828,208330,1187,I,PAWTUCKET,RI,"PAWTUCKET,RI", ,0, ,,3,44,102,4400102,155586089,8120244,44,102,4049.219242,810845.0743
1829,208345,1188,I,PAWTUCKET,RI,"PAWTUCKET,RI", ,0, ,,3,44,102,4400102,155586089,8120244,44,102,2238.953034,114207.8346
1830,526,2415,I,MALDEN,MA,"MALDEN,MA",BRMPO,1,ICC,Central,46,25,508,2500508,34045138,1541489,25,508,2718.323746,420281.3515
1831,526,2415,I,MALDEN,MA,"MALDEN,MA",BRMPO,1,ICC,Central,49,25,507,2500507,19547320,884508,25,507,9.287628457,1.284670201
1832,208317,1189,I,EAST PROVIDENCE,RI,"EAST PROVIDENCE,RI", ,0, ,,3,44,102,4400102,155586089,8120244,44,102,1848.430813,3.737375965
1833,208317,1189,I,EAST PROVIDENCE,RI,"EAST PROVIDENCE,RI", ,0, ,,4,44,104,4400104,107695511,12724055,44,104,7591.885785,1263006.676
1834,208481,1190,I,WOONSOCKET,RI,"WOONSOCKET,RI", ,0, ,,2,44,101,4400101,749692567,41252143,44,101,2974.532349,522847.661
1835,208481,1190,I,WOONSOCKET,RI,"WOONSOCKET,RI", ,0, ,,25,25,304,2500304,813259523,34929848,25,304,1193.162422,2617.251124
1836,3362,2015,I,LEOMINSTER,MA,"LEOMINSTER,MA",MRPC,0, ,,26,25,301,2500301,364230749,13425171,25,301,6326.148069,1008130.935
1837,2407,1191,I,BLACKSTONE,MA,"BLACKSTONE,MA",CMRPC,0, ,Southwest,2,44,101,4400101,749692567,41252143,44,101,83.97055402,25.28777547
1838,2407,1191,I,BLACKSTONE,MA,"BLACKSTONE,MA",CMRPC,0, ,Southwest,25,25,304,2500304,813259523,34929848,25,304,9954.283143,6007090.638
1839,4111,1199,I,ATTLEBORO,MA,"ATTLEBORO,MA",SRPEDD,0, ,Southwest,56,25,4200,2504200,374748428,14045486,25,4200,5261.474449,866756.0644
1840,2405,1192,I,BLACKSTONE,MA,"BLACKSTONE,MA",CMRPC,0, ,Southwest,25,25,304,2500304,813259523,34929848,25,304,20130.49221,16317557.51
1841,2405,1192,I,BLACKSTONE,MA,"BLACKSTONE,MA",CMRPC,0, ,Southwest,62,25,3601,2503601,376335746,12773987,25,3601,3221.817966,369.2144542
1842,2425,1193,I,FOXBOROUGH,MA,"FOXBOROUGH,MA",BRMPO,1,TRIC,Southwest,62,25,3601,2503601,376335746,12773987,25,3601,17143.88717,13845574.87
1843,279,3985,I,BOSTON,MA,"BOSTON,MA",BRMPO,1,ICC,Central,22,25,3304,2503304,17423232,11087,25,3304,119.6571362,25.38388463
1844,279,3985,I,BOSTON,MA,"BOSTON,MA",BRMPO,1,ICC,Central,23,25,3301,2503301,14204949,1567985,25,3301,1740.366846,109388.7865
1845,279,3985,I,BOSTON,MA,"BOSTON,MA",BRMPO,1,ICC,Central,24,25,3305,2503305,44801221,1009163,25,3305,1737.984691,48730.51278
1846,279,3985,I,BOSTON,MA,"BOSTON,MA",BRMPO,1,ICC,Central,40,25,3400,2503400,63680698,1010344,25,3400,741.3627826,5426.556356
1847,4007,1194,I,MANSFIELD,MA,"MANSFIELD,MA",SRPEDD,0, ,Southwest,55,25,4303,2504303,397931968,13783640,25,4303,17437.42022,9583478.33
1848,4007,1194,I,MANSFIELD,MA,"MANSFIELD,MA",SRPEDD,0, ,Southwest,62,25,3601,2503601,376335746,12773987,25,3601,2321.748968,3.259561153
1849,208340,2733,I,PAWTUCKET,RI,"PAWTUCKET,RI", ,0, ,,3,44,102,4400102,155586089,8120244,44,102,3216.529278,335316.8958
1850,4021,1195,I,NORTON,MA,"NORTON,MA",SRPEDD,0, ,Southwest,55,25,4303,2504303,397931968,13783640,25,4303,11341.52816,7515418.443
1851,4116,1196,I,ATTLEBORO,MA,"ATTLEBORO,MA",SRPEDD,0, ,Southwest,55,25,4303,2504303,397931968,13783640,25,4303,1590.221167,3.751763656
1852,4116,1196,I,ATTLEBORO,MA,"ATTLEBORO,MA",SRPEDD,0, ,Southwest,56,25,4200,2504200,374748428,14045486,25,4200,10452.89008,4204567.827
1853,4106,1197,I,ATTLEBORO,MA,"ATTLEBORO,MA",SRPEDD,0, ,Southwest,55,25,4303,2504303,397931968,13783640,25,4303,2932.252973,6.708626616
1854,4106,1197,I,ATTLEBORO,MA,"ATTLEBORO,MA",SRPEDD,0, ,Southwest,56,25,4200,2504200,374748428,14045486,25,4200,10482.07888,5669137.651
1855,208399,2734,I,PAWTUCKET,RI,"PAWTUCKET,RI", ,0, ,,3,44,102,4400102,155586089,8120244,44,102,2171.787996,286074.3857
1856,285,3986,I,BOSTON,MA,"BOSTON,MA",BRMPO,1,ICC,Central,22,25,3304,2503304,17423232,11087,25,3304,797.4012375,33826.12691
1857,285,3986,I,BOSTON,MA,"BOSTON,MA",BRMPO,1,ICC,Central,23,25,3301,2503301,14204949,1567985,25,3301,2.059395731,0.002701973
1858,4119,1200,I,ATTLEBORO,MA,"ATTLEBORO,MA",SRPEDD,0, ,Southwest,55,25,4303,2504303,397931968,13783640,25,4303,9032.163594,20.9376528
1859,4119,1200,I,ATTLEBORO,MA,"ATTLEBORO,MA",SRPEDD,0, ,Southwest,56,25,4200,2504200,374748428,14045486,25,4200,14214.61169,6528608.611
1860,4136,1201,I,REHOBOTH,MA,"REHOBOTH,MA",SRPEDD,0, ,,55,25,4303,2504303,397931968,13783640,25,4303,11298.19793,19.96826829
1861,4136,1201,I,REHOBOTH,MA,"REHOBOTH,MA",SRPEDD,0, ,,56,25,4200,2504200,374748428,14045486,25,4200,27390.86587,32264555.24
1862,287,3987,I,BOSTON,MA,"BOSTON,MA",BRMPO,1,ICC,Central,22,25,3304,2503304,17423232,11087,25,3304,1107.420259,47562.42076
1863,4124,1202,I,SEEKONK,MA,"SEEKONK,MA",SRPEDD,0, ,,56,25,4200,2504200,374748428,14045486,25,4200,13688.92336,8358872.755
1864,4125,1203,I,SEEKONK,MA,"SEEKONK,MA",SRPEDD,0, ,,56,25,4200,2504200,374748428,14045486,25,4200,5063.857977,1123214.186
1865,4128,1204,I,SEEKONK,MA,"SEEKONK,MA",SRPEDD,0, ,,56,25,4200,2504200,374748428,14045486,25,4200,11197.56809,2888586.515
1866,208028,1205,I,EAST PROVIDENCE,RI,"EAST PROVIDENCE,RI", ,0, ,,3,44,102,4400102,155586089,8120244,44,102,1205.570026,2.51631397
1867,208028,1205,I,EAST PROVIDENCE,RI,"EAST PROVIDENCE,RI", ,0, ,,4,44,104,4400104,107695511,12724055,44,104,6667.51971,1628441.921
1868,208028,1205,I,EAST PROVIDENCE,RI,"EAST PROVIDENCE,RI", ,0, ,,56,25,4200,2504200,374748428,14045486,25,4200,786.8477918,1.46166231
1869,208431,1206,I,PAWTUCKET,RI,"PAWTUCKET,RI", ,0, ,,3,44,102,4400102,155586089,8120244,44,102,2408.811589,263661.5843
1870,208431,1206,I,PAWTUCKET,RI,"PAWTUCKET,RI", ,0, ,,56,25,4200,2504200,374748428,14045486,25,4200,1730.846933,3.873095212
1871,208316,1207,I,PAWTUCKET,RI,"PAWTUCKET,RI", ,0, ,,3,44,102,4400102,155586089,8120244,44,102,2557.308406,328736.6664
1872,208332,1208,I,PAWTUCKET,RI,"PAWTUCKET,RI", ,0, ,,3,44,102,4400102,155586089,8120244,44,102,2266.696668,279965.1299
1873,208332,1208,I,PAWTUCKET,RI,"PAWTUCKET,RI", ,0, ,,4,44,104,4400104,107695511,12724055,44,104,30.04020336,0.044493684
1874,1658,1216,I,SHARON,MA,"SHARON,MA",BRMPO,1,TRIC,Southwest,62,25,3601,2503601,376335746,12773987,25,3601,10728.95581,6083089.297
1875,1638,1343,I,MEDFIELD,MA,"MEDFIELD,MA",BRMPO,1,TRIC,Southwest,43,25,3500,2503500,248623881,8323294,25,3500,3732.515988,2172.240931
1876,1638,1343,I,MEDFIELD,MA,"MEDFIELD,MA",BRMPO,1,TRIC,Southwest,48,25,2400,2502400,321096911,12855619,25,2400,8220.413999,3217580.046
1877,208318,1209,I,EAST PROVIDENCE,RI,"EAST PROVIDENCE,RI", ,0, ,,4,44,104,4400104,107695511,12724055,44,104,4279.290748,624019.7184
1878,208467,1210,I,WOONSOCKET,RI,"WOONSOCKET,RI", ,0, ,,2,44,101,4400101,749692567,41252143,44,101,3046.987665,479604.3814
1879,208495,1211,I,WOONSOCKET,RI,"WOONSOCKET,RI", ,0, ,,2,44,101,4400101,749692567,41252143,44,101,3192.102186,404942.1311
1880,208495,1211,I,WOONSOCKET,RI,"WOONSOCKET,RI", ,0, ,,25,25,304,2500304,813259523,34929848,25,304,2192.401713,22763.356
1881,208465,1212,I,WOONSOCKET,RI,"WOONSOCKET,RI", ,0, ,,2,44,101,4400101,749692567,41252143,44,101,3759.792799,484229.6644
1882,208465,1212,I,WOONSOCKET,RI,"WOONSOCKET,RI", ,0, ,,25,25,304,2500304,813259523,34929848,25,304,761.9835933,2915.972229
1883,2408,1213,I,BLACKSTONE,MA,"BLACKSTONE,MA",CMRPC,0, ,Southwest,2,44,101,4400101,749692567,41252143,44,101,1647.715152,2246.194662
1884,2408,1213,I,BLACKSTONE,MA,"BLACKSTONE,MA",CMRPC,0, ,Southwest,25,25,304,2500304,813259523,34929848,25,304,11790.1155,5989261.353
1885,2409,1214,I,MILLVILLE,MA,"MILLVILLE,MA",CMRPC,0, ,Southwest,25,25,304,2500304,813259523,34929848,25,304,14263.77697,10130857.8
1886,2423,1215,I,FOXBOROUGH,MA,"FOXBOROUGH,MA",BRMPO,1,TRIC,Southwest,62,25,3601,2503601,376335746,12773987,25,3601,9642.957101,3149933.605
1887,1662,1217,I,SHARON,MA,"SHARON,MA",BRMPO,1,TRIC,Southwest,32,25,4901,2504901,299193233,6716110,25,4901,212.4852752,13.99135961
1888,1662,1217,I,SHARON,MA,"SHARON,MA",BRMPO,1,TRIC,Southwest,55,25,4303,2504303,397931968,13783640,25,4303,357.850258,19.8863814
1889,1662,1217,I,SHARON,MA,"SHARON,MA",BRMPO,1,TRIC,Southwest,62,25,3601,2503601,376335746,12773987,25,3601,15766.17599,10266127.4
1890,4023,1219,I,NORTON,MA,"NORTON,MA",SRPEDD,0, ,Southwest,55,25,4303,2504303,397931968,13783640,25,4303,13358.10285,7486876.66
1891,208400,2735,I,PAWTUCKET,RI,"PAWTUCKET,RI", ,0, ,,3,44,102,4400102,155586089,8120244,44,102,2847.052301,411242.6049
1892,4011,1218,I,MANSFIELD,MA,"MANSFIELD,MA",SRPEDD,0, ,Southwest,55,25,4303,2504303,397931968,13783640,25,4303,10193.16681,3256937.851
1893,4117,1222,I,ATTLEBORO,MA,"ATTLEBORO,MA",SRPEDD,0, ,Southwest,56,25,4200,2504200,374748428,14045486,25,4200,6942.008726,1920893.142
1894,4019,1220,I,NORTON,MA,"NORTON,MA",SRPEDD,0, ,Southwest,55,25,4303,2504303,397931968,13783640,25,4303,9023.074081,2412152.858
1895,4118,1221,I,ATTLEBORO,MA,"ATTLEBORO,MA",SRPEDD,0, ,Southwest,55,25,4303,2504303,397931968,13783640,25,4303,6561.612843,15.34311264
1896,4118,1221,I,ATTLEBORO,MA,"ATTLEBORO,MA",SRPEDD,0, ,Southwest,56,25,4200,2504200,374748428,14045486,25,4200,15868.7948,6299457.95
1897,4108,1224,I,ATTLEBORO,MA,"ATTLEBORO,MA",SRPEDD,0, ,Southwest,56,25,4200,2504200,374748428,14045486,25,4200,5127.961548,968291.4032
1898,4115,1225,I,ATTLEBORO,MA,"ATTLEBORO,MA",SRPEDD,0, ,Southwest,56,25,4200,2504200,374748428,14045486,25,4200,3845.03,744222.1211
1899,4020,1226,I,NORTON,MA,"NORTON,MA",SRPEDD,0, ,Southwest,55,25,4303,2504303,397931968,13783640,25,4303,17349.66658,14861273.72
