OID_,id,GISMATCH,GEOID,STATEFIP,State_1,PUMA,Name,pumaArea,Shape_Length,Shape_Area,AreaMi
1501,208181,4400104,4400104,44,Rhode Island,00104,Providence County (Southeast)--Cranston & East Providence Cities PUMA,0.000000000000000,4797.817378845188614,552096.832489736378193,0.213165778776388
1502,208778,4400201,4400201,44,Rhode Island,00201,Central Rhode Island--Kent County--Warwick City PUMA,0.000000000000000,3334.393230594532724,469309.104226846015081,0.181201258189114
1503,208783,4400201,4400201,44,Rhode Island,00201,Central Rhode Island--Kent County--Warwick City PUMA,0.000000000000000,1781.290442191714192,179738.977028571884148,0.069397607013946
1504,208353,4400103,4400103,44,Rhode Island,00103,Providence City PUMA,0.000000000000000,2610.105292709945843,375811.293220954074059,0.145101551536062
1505,208186,4400104,4400104,44,Rhode Island,00104,Providence County (Southeast)--Cranston & East Providence Cities PUMA,0.000000000000000,4059.892021688297064,578271.784599915845320,0.223271984287185
1506,208777,4400201,4400201,44,Rhode Island,00201,Central Rhode Island--Kent County--Warwick City PUMA,0.000000000000000,3754.793665600658187,667732.267207424389198,0.257812869730674
1507,208077,4400103,4400103,44,Rhode Island,00103,Providence City PUMA,0.000000000000000,2816.827541759028918,283179.067151778668631,0.109336049095522
1508,208075,4400103,4400103,44,Rhode Island,00103,Providence City PUMA,0.000000000000000,1704.960330586384998,172605.421658885898069,0.066643325887271
1509,208188,4400104,4400104,44,Rhode Island,00104,Providence County (Southeast)--Cranston & East Providence Cities PUMA,0.000000000000000,4651.872695505207957,551180.712643510312773,0.212812062926231
1510,208191,4400104,4400104,44,Rhode Island,00104,Providence County (Southeast)--Cranston & East Providence Cities PUMA,0.000000000000000,3551.127512041060072,458256.191702208074275,0.176933704804617
1511,208193,4400104,4400104,44,Rhode Island,00104,Providence County (Southeast)--Cranston & East Providence Cities PUMA,0.000000000000000,2304.785777005929049,232095.601380653533852,0.089612612692903
1512,208392,4400103,4400103,44,Rhode Island,00103,Providence City PUMA,0.000000000000000,4190.597460398120347,332519.011328867753036,0.128386308047131
1513,208311,4400104,4400104,44,Rhode Island,00104,Providence County (Southeast)--Cranston & East Providence Cities PUMA,0.000000000000000,4338.709007838045181,522211.263090446009301,0.201626895920555
1514,208311,4400103,4400103,44,Rhode Island,00103,Providence City PUMA,0.000000000000000,5.072520376435833,0.007955228160480,0.000000003071531
1515,208606,2504200,2504200,25,Massachusetts,04200,"Attleboro City, North Attleborough, Swansea, Seekonk, Rehoboth & Plainville Towns PUMA",148.000898113000005,3841.523701398377852,10.133340261024193,0.000003912504549
1516,208606,4400300,4400300,44,Rhode Island,00300,Southeast Rhode Island--Newport & Bristol Counties--Newport City PUMA,0.000000000000000,15785.566748669853041,2350306.876541578676552,0.907458558387582
1517,208606,4400104,4400104,44,Rhode Island,00104,Providence County (Southeast)--Cranston & East Providence Cities PUMA,0.000000000000000,409.250213280758317,0.188315930074067,0.000000072709187
1518,208076,4400103,4400103,44,Rhode Island,00103,Providence City PUMA,0.000000000000000,2712.640399039787553,263469.433546818676405,0.101726117015579
1519,208303,4400104,4400104,44,Rhode Island,00104,Providence County (Southeast)--Cranston & East Providence Cities PUMA,0.000000000000000,3674.500362716621567,611291.168546597473323,0.236020839704394
1520,208267,4400104,4400104,44,Rhode Island,00104,Providence County (Southeast)--Cranston & East Providence Cities PUMA,0.000000000000000,4269.516335114441972,279211.326140884484630,0.107804095726480
1521,208058,4400103,4400103,44,Rhode Island,00103,Providence City PUMA,0.000000000000000,1468.600128061738587,122883.099818393733585,0.047445430094424
1522,208098,4400103,4400103,44,Rhode Island,00103,Providence City PUMA,0.000000000000000,1754.046819003236578,159084.784766151133226,0.061422978797440
1523,208099,4400103,4400103,44,Rhode Island,00103,Providence City PUMA,0.000000000000000,1922.387886337587815,169893.431098498927895,0.065596220477823
1524,208298,4400103,4400103,44,Rhode Island,00103,Providence City PUMA,0.000000000000000,2039.984597664274133,154327.622136940626660,0.059586228037526
1525,208354,4400103,4400103,44,Rhode Island,00103,Providence City PUMA,0.000000000000000,1766.761661727417277,158430.235632227238966,0.061170255963927
1526,208375,4400103,4400103,44,Rhode Island,00103,Providence City PUMA,0.000000000000000,5024.429698157361599,977022.841456069494598,0.377230628080401
1527,208610,2504200,2504200,25,Massachusetts,04200,"Attleboro City, North Attleborough, Swansea, Seekonk, Rehoboth & Plainville Towns PUMA",148.000898113000005,1647.395374043821448,4.294817679679131,0.000001658238377
1528,208610,4400300,4400300,44,Rhode Island,00300,Southeast Rhode Island--Newport & Bristol Counties--Newport City PUMA,0.000000000000000,11141.005754326510214,1737606.285613530548289,0.670893537659341
1529,208617,4400300,4400300,44,Rhode Island,00300,Southeast Rhode Island--Newport & Bristol Counties--Newport City PUMA,0.000000000000000,4916.184343374311538,908326.903238664031960,0.350706978048121
1530,208617,4400104,4400104,44,Rhode Island,00104,Providence County (Southeast)--Cranston & East Providence Cities PUMA,0.000000000000000,2003.582961389712636,1.290422768594715,0.000000498235016
1531,208091,4400103,4400103,44,Rhode Island,00103,Providence City PUMA,0.000000000000000,2434.078453761479523,180409.009358248324133,0.069656307942761
1532,208348,4400102,4400102,44,Rhode Island,00102,Northeast Rhode Island--Providence County--Pawtucket & Central Falls Cities PUMA,0.000000000000000,1994.606795460247895,4.486679405622826,0.000001732316603
1533,208348,4400103,4400103,44,Rhode Island,00103,Providence City PUMA,0.000000000000000,6779.785431583774880,1377606.631230467464775,0.531896894009474
1534,208079,4400103,4400103,44,Rhode Island,00103,Providence City PUMA,0.000000000000000,3296.716469679440706,411095.694487175613176,0.158724935029596
1535,208062,4400103,4400103,44,Rhode Island,00103,Providence City PUMA,0.000000000000000,2670.161336405467864,215884.755820300313644,0.083353570229440
1536,208059,4400103,4400103,44,Rhode Island,00103,Providence City PUMA,0.000000000000000,4700.980622264987687,1071961.991438755532727,0.413886838823656
1537,208613,4400300,4400300,44,Rhode Island,00300,Southeast Rhode Island--Newport & Bristol Counties--Newport City PUMA,0.000000000000000,7550.193951469477724,1072534.205833941698074,0.414107772036815
1538,208363,4400103,4400103,44,Rhode Island,00103,Providence City PUMA,0.000000000000000,2600.616054475004148,283646.196446551766712,0.109516408724576
1539,208380,4400102,4400102,44,Rhode Island,00102,Northeast Rhode Island--Providence County--Pawtucket & Central Falls Cities PUMA,0.000000000000000,5034.301323922738447,738898.937839833437465,0.285290474881691
1540,208367,4400103,4400103,44,Rhode Island,00103,Providence City PUMA,0.000000000000000,4274.859141367224765,512542.839560225722380,0.197893896725350
1541,208397,4400103,4400103,44,Rhode Island,00103,Providence City PUMA,0.000000000000000,2428.824865674368993,265756.013314768671989,0.102608970399779
1542,77,2503302,2503302,25,Massachusetts,03302,"Boston City--Back Bay, Beacon Hill, Charlestown, East Boston, Central & South End PUMA",9.797811287320000,961.969952125128771,45107.091729286097689,0.017415945484509
1543,208601,4400300,4400300,44,Rhode Island,00300,Southeast Rhode Island--Newport & Bristol Counties--Newport City PUMA,0.000000000000000,11168.864891314531633,1166974.536513441009447,0.450571387570363
1544,208605,4400300,4400300,44,Rhode Island,00300,Southeast Rhode Island--Newport & Bristol Counties--Newport City PUMA,0.000000000000000,9486.136275196251518,3407821.329604818020016,1.315767171458103
1545,208151,4400103,4400103,44,Rhode Island,00103,Providence City PUMA,0.000000000000000,1947.671874978940878,177746.441394836292602,0.068628284704688
1546,208063,4400103,4400103,44,Rhode Island,00103,Providence City PUMA,0.000000000000000,2081.556554810218586,203264.135995159798767,0.078480721672178
1547,208604,4400300,4400300,44,Rhode Island,00300,Southeast Rhode Island--Newport & Bristol Counties--Newport City PUMA,0.000000000000000,7320.784088308884748,1122949.845018438529223,0.433573359152772
1548,208603,4400300,4400300,44,Rhode Island,00300,Southeast Rhode Island--Newport & Bristol Counties--Newport City PUMA,0.000000000000000,11419.720416532774834,2189640.911909070331603,0.845425082630619
1549,208256,4400103,4400103,44,Rhode Island,00103,Providence City PUMA,0.000000000000000,1620.968893947098195,133090.226015321619343,0.051386423552084
1550,208323,4400102,4400102,44,Rhode Island,00102,Northeast Rhode Island--Providence County--Pawtucket & Central Falls Cities PUMA,0.000000000000000,4584.161252679176869,575720.748305112705566,0.222287023667114
1551,208003,4400102,4400102,44,Rhode Island,00102,Northeast Rhode Island--Providence County--Pawtucket & Central Falls Cities PUMA,0.000000000000000,9657.890236023098623,2194082.544166166335344,0.847140006432758
1552,208002,4400102,4400102,44,Rhode Island,00102,Northeast Rhode Island--Providence County--Pawtucket & Central Falls Cities PUMA,0.000000000000000,10876.750054946449382,2797217.250288324896246,1.080011618388597
1553,208404,4400102,4400102,44,Rhode Island,00102,Northeast Rhode Island--Providence County--Pawtucket & Central Falls Cities PUMA,0.000000000000000,3375.233179522535920,579847.604595289449207,0.223880411788952
1554,208005,2504200,2504200,25,Massachusetts,04200,"Attleboro City, North Attleborough, Swansea, Seekonk, Rehoboth & Plainville Towns PUMA",148.000898113000005,3822.549704972532709,8.220807619669666,0.000003174071567
1555,208005,4400102,4400102,44,Rhode Island,00102,Northeast Rhode Island--Providence County--Pawtucket & Central Falls Cities PUMA,0.000000000000000,21685.500459440158011,13357374.227720336988568,5.157311022451117
1556,208008,2504200,2504200,25,Massachusetts,04200,"Attleboro City, North Attleborough, Swansea, Seekonk, Rehoboth & Plainville Towns PUMA",148.000898113000005,1106.855877360781733,1.444443054711408,0.000000557702581
1557,208008,4400102,4400102,44,Rhode Island,00102,Northeast Rhode Island--Providence County--Pawtucket & Central Falls Cities PUMA,0.000000000000000,10722.404257196403705,2365468.857792321126908,0.913312632077033
1558,208412,4400102,4400102,44,Rhode Island,00102,Northeast Rhode Island--Providence County--Pawtucket & Central Falls Cities PUMA,0.000000000000000,3783.678811680799299,400980.361020274984185,0.154819382943142
1559,15,2503302,2503302,25,Massachusetts,03302,"Boston City--Back Bay, Beacon Hill, Charlestown, East Boston, Central & South End PUMA",9.797811287320000,851.238406134298430,37342.894489188867738,0.014418172170369
1560,208024,4400102,4400102,44,Rhode Island,00102,Northeast Rhode Island--Providence County--Pawtucket & Central Falls Cities PUMA,0.000000000000000,9059.492156897160385,4511045.535596796311438,1.741724418803141
1561,208025,4400102,4400102,44,Rhode Island,00102,Northeast Rhode Island--Providence County--Pawtucket & Central Falls Cities PUMA,0.000000000000000,3545.299754116312215,734541.191974470042624,0.283607939796477
1562,208498,4400101,4400101,44,Rhode Island,00101,Northwest Rhode Island--Providence County (West & Central)--Woonsocket City PUMA,0.000000000000000,39.305123282885305,0.028515750012833,0.000000011009993
1563,208498,4400102,4400102,44,Rhode Island,00102,Northeast Rhode Island--Providence County--Pawtucket & Central Falls Cities PUMA,0.000000000000000,4345.457994860049439,622973.895057139103301,0.240531565628361
1564,208454,2504200,2504200,25,Massachusetts,04200,"Attleboro City, North Attleborough, Swansea, Seekonk, Rehoboth & Plainville Towns PUMA",148.000898113000005,4199.908455692602729,5.486912766942761,0.000002118508863
1565,208454,2503601,2503601,25,Massachusetts,03601,Norfolk County (Southwest)--Greater Franklin Town City PUMA,150.236101386999991,7471.624043998773232,21184.517316406516329,0.008179387864605
1566,208454,4400102,4400102,44,Rhode Island,00102,Northeast Rhode Island--Providence County--Pawtucket & Central Falls Cities PUMA,0.000000000000000,22298.253909876424586,18587754.376197915524244,7.176772088037854
1567,208090,4400102,4400102,44,Rhode Island,00102,Northeast Rhode Island--Providence County--Pawtucket & Central Falls Cities PUMA,0.000000000000000,9843.104029864942277,1696483.686023237416521,0.655016013190592
1568,1736,2504000,2504000,25,Massachusetts,04000,"Plymouth & Norfolk Counties--Brockton City, Stoughton & Avon Towns PUMA",42.526032854199997,5328.136020080138223,1553027.601318214554340,0.599627309222750
1569,1736,2504901,2504901,25,Massachusetts,04901,Plymouth & Bristol Counties (Outside Brockton City) PUMA,118.112266769000001,13.706195452981190,0.033982066862010,0.000000013120549
1570,208021,2504200,2504200,25,Massachusetts,04200,"Attleboro City, North Attleborough, Swansea, Seekonk, Rehoboth & Plainville Towns PUMA",148.000898113000005,5214.635290605436239,7.380548642059968,0.000002849645762
1571,208021,4400102,4400102,44,Rhode Island,00102,Northeast Rhode Island--Providence County--Pawtucket & Central Falls Cities PUMA,0.000000000000000,8346.276486129847399,2009828.249319649999961,0.775999025462572
1572,2462,2504200,2504200,25,Massachusetts,04200,"Attleboro City, North Attleborough, Swansea, Seekonk, Rehoboth & Plainville Towns PUMA",148.000898113000005,4424.005810622808895,2164.405749956893033,0.000835681732128
1573,2462,2503601,2503601,25,Massachusetts,03601,Norfolk County (Southwest)--Greater Franklin Town City PUMA,150.236101386999991,23006.801557069666160,20825613.540298189967871,8.040814341923056
1574,2462,4400102,4400102,44,Rhode Island,00102,Northeast Rhode Island--Providence County--Pawtucket & Central Falls Cities PUMA,0.000000000000000,5269.299646911144919,6647.495190470254784,0.002566612242274
1575,208004,4400102,4400102,44,Rhode Island,00102,Northeast Rhode Island--Providence County--Pawtucket & Central Falls Cities PUMA,0.000000000000000,17565.209425076231128,7852196.677822706289589,3.031750087000479
1576,4087,2504200,2504200,25,Massachusetts,04200,"Attleboro City, North Attleborough, Swansea, Seekonk, Rehoboth & Plainville Towns PUMA",148.000898113000005,11257.626793406505385,5989988.725544776767492,2.312747576877786
1577,208022,4400102,4400102,44,Rhode Island,00102,Northeast Rhode Island--Providence County--Pawtucket & Central Falls Cities PUMA,0.000000000000000,5676.283112062762484,960257.597839384106919,0.370757531330669
1578,1499,2503500,2503500,25,Massachusetts,03500,Norfolk (Northeast) & Middlesex (Southeast) Counties (West of Boston City) PUMA,99.207856795500007,3391.842548362635625,662391.597769061103463,0.255750825732193
1579,208020,2504200,2504200,25,Massachusetts,04200,"Attleboro City, North Attleborough, Swansea, Seekonk, Rehoboth & Plainville Towns PUMA",148.000898113000005,7152.709464564970403,9.582723907163793,0.000003699910386
1580,208020,4400102,4400102,44,Rhode Island,00102,Northeast Rhode Island--Providence County--Pawtucket & Central Falls Cities PUMA,0.000000000000000,11543.289792559828129,3149520.746038437820971,1.216036758577412
1581,208402,4400102,4400102,44,Rhode Island,00102,Northeast Rhode Island--Providence County--Pawtucket & Central Falls Cities PUMA,0.000000000000000,4296.857789023355508,806900.959838622366078,0.311546202364080
1582,499,2500508,2500508,25,Massachusetts,00508,Middlesex County (East)--Malden & Medford Cities PUMA,13.740071385200000,1592.925707952845187,159.521934574719523,0.000061591763282
1583,499,2500507,2500507,25,Massachusetts,00507,Middlesex County (East)--Somerville & Everett Cities PUMA,7.759106944520000,1266.780347266847230,5200.377844044051017,0.002007877111082
1584,499,2503306,2503306,25,Massachusetts,03306,"Suffolk County (North)--Revere, Chelsea & Winthrop Town Cities PUMA",11.202662552500000,4507.355697990640692,647076.322952841059305,0.249837565066212
1585,4088,2504200,2504200,25,Massachusetts,04200,"Attleboro City, North Attleborough, Swansea, Seekonk, Rehoboth & Plainville Towns PUMA",148.000898113000005,18204.920542278625362,12865449.204769823700190,4.967377709224242
1586,4088,4400102,4400102,44,Rhode Island,00102,Northeast Rhode Island--Providence County--Pawtucket & Central Falls Cities PUMA,0.000000000000000,1263.342179132884439,5306.920629895198545,0.002049013510682
1587,2461,2504200,2504200,25,Massachusetts,04200,"Attleboro City, North Attleborough, Swansea, Seekonk, Rehoboth & Plainville Towns PUMA",148.000898113000005,1402.213773913251089,156.127471422904051,0.000060281153732
1588,2461,2503601,2503601,25,Massachusetts,03601,Norfolk County (Southwest)--Greater Franklin Town City PUMA,150.236101386999991,8683.828013110698521,2802415.450562377460301,1.082018654735206
1589,4091,2504200,2504200,25,Massachusetts,04200,"Attleboro City, North Attleborough, Swansea, Seekonk, Rehoboth & Plainville Towns PUMA",148.000898113000005,13132.915257853752337,6637260.251450168900192,2.562660510225342
1590,4381,2504200,2504200,25,Massachusetts,04200,"Attleboro City, North Attleborough, Swansea, Seekonk, Rehoboth & Plainville Towns PUMA",148.000898113000005,14877.001200534272357,13105499.735436843708158,5.060061737286062
1591,4381,2503601,2503601,25,Massachusetts,03601,Norfolk County (Southwest)--Greater Franklin Town City PUMA,150.236101386999991,1398.915062529150646,7.305032177090833,0.000002820488692
1592,69,2503302,2503302,25,Massachusetts,03302,"Boston City--Back Bay, Beacon Hill, Charlestown, East Boston, Central & South End PUMA",9.797811287320000,522.686915481503547,16635.178265606780769,0.006422878236922
1593,4094,2504200,2504200,25,Massachusetts,04200,"Attleboro City, North Attleborough, Swansea, Seekonk, Rehoboth & Plainville Towns PUMA",148.000898113000005,7859.929277008646750,1531464.437808114569634,0.591301725245416
1594,4099,2504200,2504200,25,Massachusetts,04200,"Attleboro City, North Attleborough, Swansea, Seekonk, Rehoboth & Plainville Towns PUMA",148.000898113000005,4536.775273903071138,955091.171120796469040,0.368762762822412
1595,4099,4400102,4400102,44,Rhode Island,00102,Northeast Rhode Island--Providence County--Pawtucket & Central Falls Cities PUMA,0.000000000000000,105.047269160604500,0.805830663112928,0.000000311132958
1596,208413,2504200,2504200,25,Massachusetts,04200,"Attleboro City, North Attleborough, Swansea, Seekonk, Rehoboth & Plainville Towns PUMA",148.000898113000005,3618.777404272705553,6.022353795921775,0.000002325243800
1597,208413,4400102,4400102,44,Rhode Island,00102,Northeast Rhode Island--Providence County--Pawtucket & Central Falls Cities PUMA,0.000000000000000,6241.266583280671512,1410852.643456462537870,0.544733251094524
1598,208457,4400102,4400102,44,Rhode Island,00102,Northeast Rhode Island--Providence County--Pawtucket & Central Falls Cities PUMA,0.000000000000000,9001.787084163601321,1301455.464418089482933,0.502494764123875
1599,208458,4400102,4400102,44,Rhode Island,00102,Northeast Rhode Island--Providence County--Pawtucket & Central Falls Cities PUMA,0.000000000000000,6133.247640893239804,1760040.033465247135609,0.679555256130210
1600,75,2503302,2503302,25,Massachusetts,03302,"Boston City--Back Bay, Beacon Hill, Charlestown, East Boston, Central & South End PUMA",9.797811287320000,631.221592254202733,23792.713178690304630,0.009186417917065
1601,4102,2504200,2504200,25,Massachusetts,04200,"Attleboro City, North Attleborough, Swansea, Seekonk, Rehoboth & Plainville Towns PUMA",148.000898113000005,10593.931841078259822,3883688.519218084402382,1.499500520571148
1602,4096,2504200,2504200,25,Massachusetts,04200,"Attleboro City, North Attleborough, Swansea, Seekonk, Rehoboth & Plainville Towns PUMA",148.000898113000005,7311.050852686549661,1644759.354959931457415,0.635045137315295
1603,4096,4400102,4400102,44,Rhode Island,00102,Northeast Rhode Island--Providence County--Pawtucket & Central Falls Cities PUMA,0.000000000000000,604.915999942447911,5.135791348477110,0.000001982940126
1604,4097,2504200,2504200,25,Massachusetts,04200,"Attleboro City, North Attleborough, Swansea, Seekonk, Rehoboth & Plainville Towns PUMA",148.000898113000005,3775.852934232155803,604163.370976819656789,0.233268781676693
1605,4104,2504200,2504200,25,Massachusetts,04200,"Attleboro City, North Attleborough, Swansea, Seekonk, Rehoboth & Plainville Towns PUMA",148.000898113000005,12432.743135710088609,5462376.563166760839522,2.109035382083959
1606,4100,2504200,2504200,25,Massachusetts,04200,"Attleboro City, North Attleborough, Swansea, Seekonk, Rehoboth & Plainville Towns PUMA",148.000898113000005,4150.933105379213885,932174.300512636662461,0.359914509612415
1607,4100,4400102,4400102,44,Rhode Island,00102,Northeast Rhode Island--Providence County--Pawtucket & Central Falls Cities PUMA,0.000000000000000,131.195590679548900,0.398945838500900,0.000000154033849
1608,4380,2504200,2504200,25,Massachusetts,04200,"Attleboro City, North Attleborough, Swansea, Seekonk, Rehoboth & Plainville Towns PUMA",148.000898113000005,5317.137748127768646,1349439.543157178908587,0.521021520503111
1609,4078,2504200,2504200,25,Massachusetts,04200,"Attleboro City, North Attleborough, Swansea, Seekonk, Rehoboth & Plainville Towns PUMA",148.000898113000005,5391.706738100449911,747728.017225465737283,0.288699401490869
1610,4103,2504200,2504200,25,Massachusetts,04200,"Attleboro City, North Attleborough, Swansea, Seekonk, Rehoboth & Plainville Towns PUMA",148.000898113000005,5899.901816492385478,1877235.900944920489565,0.724804833542236
1611,4095,2504200,2504200,25,Massachusetts,04200,"Attleboro City, North Attleborough, Swansea, Seekonk, Rehoboth & Plainville Towns PUMA",148.000898113000005,4603.063936013840248,909908.384142068563960,0.351317591238698
1612,4105,2504200,2504200,25,Massachusetts,04200,"Attleboro City, North Attleborough, Swansea, Seekonk, Rehoboth & Plainville Towns PUMA",148.000898113000005,11503.052784707060709,4532842.220909268595278,1.750140166052449
1613,208319,2504200,2504200,25,Massachusetts,04200,"Attleboro City, North Attleborough, Swansea, Seekonk, Rehoboth & Plainville Towns PUMA",148.000898113000005,353.207443861551724,0.597227677438397,0.000000230590895
1614,208319,4400102,4400102,44,Rhode Island,00102,Northeast Rhode Island--Providence County--Pawtucket & Central Falls Cities PUMA,0.000000000000000,1905.828282127735292,209341.217694469378330,0.080827096034224
1615,208315,2504200,2504200,25,Massachusetts,04200,"Attleboro City, North Attleborough, Swansea, Seekonk, Rehoboth & Plainville Towns PUMA",148.000898113000005,863.989860015082058,1.733058877516328,0.000000669137774
1616,208315,4400102,4400102,44,Rhode Island,00102,Northeast Rhode Island--Providence County--Pawtucket & Central Falls Cities PUMA,0.000000000000000,4977.069477364510931,470956.351084522961173,0.181837263756598
1617,208455,4400102,4400102,44,Rhode Island,00102,Northeast Rhode Island--Providence County--Pawtucket & Central Falls Cities PUMA,0.000000000000000,5260.959957544423560,1581515.739283671136945,0.610626640785494
1618,208456,4400101,4400101,44,Rhode Island,00101,Northwest Rhode Island--Providence County (West & Central)--Woonsocket City PUMA,0.000000000000000,7106.471359523374304,1996565.602740383241326,0.770878288989668
1619,208496,4400101,4400101,44,Rhode Island,00101,Northwest Rhode Island--Providence County (West & Central)--Woonsocket City PUMA,0.000000000000000,473.072156782284083,0.590818172186726,0.000000228116172
1620,208496,4400102,4400102,44,Rhode Island,00102,Northeast Rhode Island--Providence County--Pawtucket & Central Falls Cities PUMA,0.000000000000000,12711.323251809162684,3868018.018817328847945,1.493450106540191
1621,208446,4400101,4400101,44,Rhode Island,00101,Northwest Rhode Island--Providence County (West & Central)--Woonsocket City PUMA,0.000000000000000,27991.342616527512291,16471376.781552229076624,6.359634130348278
1622,208446,4400102,4400102,44,Rhode Island,00102,Northeast Rhode Island--Providence County--Pawtucket & Central Falls Cities PUMA,0.000000000000000,5560.697985006882845,10.006871472234691,0.000003863674676
1623,208499,2503601,2503601,25,Massachusetts,03601,Norfolk County (Southwest)--Greater Franklin Town City PUMA,150.236101386999991,3424.561127940373808,5450.582804265075538,0.002104481786314
1624,208499,4400101,4400101,44,Rhode Island,00101,Northwest Rhode Island--Providence County (West & Central)--Woonsocket City PUMA,0.000000000000000,5576.613395501598461,894350.485463856603019,0.345310652975877
1625,208499,4400102,4400102,44,Rhode Island,00102,Northeast Rhode Island--Providence County--Pawtucket & Central Falls Cities PUMA,0.000000000000000,1624.303935027387070,1.682504104580215,0.000000649618467
1626,2394,2503601,2503601,25,Massachusetts,03601,Norfolk County (Southwest)--Greater Franklin Town City PUMA,150.236101386999991,13657.862399753314094,6415395.430294120684266,2.476998023861245
1627,2394,4400101,4400101,44,Rhode Island,00101,Northwest Rhode Island--Providence County (West & Central)--Woonsocket City PUMA,0.000000000000000,839.994908954159428,309.275857269464780,0.000119412076092
1628,4382,2504303,2504303,25,Massachusetts,04303,"Bristol County--Taunton City, Mansfield, Norton, Raynam, Dighton & Berkley Towns PUMA",158.186678263999994,18.441107688669028,0.025800022356669,0.000000009961444
1629,4382,2504200,2504200,25,Massachusetts,04200,"Attleboro City, North Attleborough, Swansea, Seekonk, Rehoboth & Plainville Towns PUMA",148.000898113000005,11100.117474446433334,6088752.322865133173764,2.350880414993540
1630,4382,2503601,2503601,25,Massachusetts,03601,Norfolk County (Southwest)--Greater Franklin Town City PUMA,150.236101386999991,4259.276699901442043,677.689831455249873,0.000261657506781
1631,4379,2504200,2504200,25,Massachusetts,04200,"Attleboro City, North Attleborough, Swansea, Seekonk, Rehoboth & Plainville Towns PUMA",148.000898113000005,11989.959867137871697,8175165.968637920916080,3.156449227343334
1632,4379,2503601,2503601,25,Massachusetts,03601,Norfolk County (Southwest)--Greater Franklin Town City PUMA,150.236101386999991,4248.931652061647583,1129.051273328290790,0.000435929133794
1633,523,2500508,2500508,25,Massachusetts,00508,Middlesex County (East)--Malden & Medford Cities PUMA,13.740071385200000,2220.943207874161089,271095.957410873088520,0.104670734342048
1634,523,2500507,2500507,25,Massachusetts,00507,Middlesex County (East)--Somerville & Everett Cities PUMA,7.759106944520000,1069.262719779430881,1290.894002807060588,0.000498416960998
1635,4092,2504200,2504200,25,Massachusetts,04200,"Attleboro City, North Attleborough, Swansea, Seekonk, Rehoboth & Plainville Towns PUMA",148.000898113000005,10189.544763616320779,2429646.118441519793123,0.938091610946245
1636,4112,2504200,2504200,25,Massachusetts,04200,"Attleboro City, North Attleborough, Swansea, Seekonk, Rehoboth & Plainville Towns PUMA",148.000898113000005,5421.679387949779084,1415320.698438320541754,0.546458376767730
1637,208430,2504200,2504200,25,Massachusetts,04200,"Attleboro City, North Attleborough, Swansea, Seekonk, Rehoboth & Plainville Towns PUMA",148.000898113000005,2888.352913167589122,4.185841890181149,0.000001616162589
1638,208430,4400102,4400102,44,Rhode Island,00102,Northeast Rhode Island--Providence County--Pawtucket & Central Falls Cities PUMA,0.000000000000000,2624.904920243558990,379840.467597173817921,0.146657224460067
1639,208418,4400102,4400102,44,Rhode Island,00102,Northeast Rhode Island--Providence County--Pawtucket & Central Falls Cities PUMA,0.000000000000000,1935.376824840484232,206716.592415451508714,0.079813722548499
1640,81,2503302,2503302,25,Massachusetts,03302,"Boston City--Back Bay, Beacon Hill, Charlestown, East Boston, Central & South End PUMA",9.797811287320000,842.263689675627575,39698.523079726197466,0.015327685454018
1641,208445,2500304,2500304,25,Massachusetts,00304,Worcester County (South) PUMA,327.487746038000012,3548.393871782056976,4254.973812255789198,0.001642854573667
1642,208445,4400101,4400101,44,Rhode Island,00101,Northwest Rhode Island--Providence County (West & Central)--Woonsocket City PUMA,0.000000000000000,10537.122645385717988,4936481.632197926752269,1.905986214044020
1643,208474,4400101,4400101,44,Rhode Island,00101,Northwest Rhode Island--Providence County (West & Central)--Woonsocket City PUMA,0.000000000000000,6666.499021600781816,1349484.426389746367931,0.521038850016090
1644,65,2503302,2503302,25,Massachusetts,03302,"Boston City--Back Bay, Beacon Hill, Charlestown, East Boston, Central & South End PUMA",9.797811287320000,882.552670951244181,29515.630669911890436,0.011396048713873
1645,208459,4400101,4400101,44,Rhode Island,00101,Northwest Rhode Island--Providence County (West & Central)--Woonsocket City PUMA,0.000000000000000,5429.644469498103717,954543.460761931375600,0.368551290670570
1646,208459,4400102,4400102,44,Rhode Island,00102,Northeast Rhode Island--Providence County--Pawtucket & Central Falls Cities PUMA,0.000000000000000,658.551393216506199,0.612358145329188,0.000000236432802
1647,208477,4400101,4400101,44,Rhode Island,00101,Northwest Rhode Island--Providence County (West & Central)--Woonsocket City PUMA,0.000000000000000,3988.353624361358925,768762.575975873623975,0.296820890029443
1648,208359,4400102,4400102,44,Rhode Island,00102,Northeast Rhode Island--Providence County--Pawtucket & Central Falls Cities PUMA,0.000000000000000,2576.694735988541652,254661.269245187460911,0.098325265765482
1649,208471,2503601,2503601,25,Massachusetts,03601,Norfolk County (Southwest)--Greater Franklin Town City PUMA,150.236101386999991,889.943766534577094,946.691172717647419,0.000365519505307
1650,208471,4400101,4400101,44,Rhode Island,00101,Northwest Rhode Island--Providence County (West & Central)--Woonsocket City PUMA,0.000000000000000,4294.124667349871743,766992.959727205103263,0.296137637375951
1651,2396,2500304,2500304,25,Massachusetts,00304,Worcester County (South) PUMA,327.487746038000012,2117.677910637809873,161.467390897770912,0.000062342908168
