geography,id,HH_control,HHSize1_control,HHSize2_control,HHSize3_control,HHSize4p_control,Income1_control,Income2_control,Income3_control,Income4_control,HHWrk0_control,HHWrk1_control,HHWrk2_control,HHWrk3p_control,Tot_Emp_control,Tot_Pop_control,HH_result,HHSize1_result,HHSize2_result,HHSize3_result,HHSize4p_result,Income1_result,Income2_result,Income3_result,Income4_result,HHWrk0_result,HHWrk1_result,HHWrk2_result,HHWrk3p_result,Tot_Emp_result,Tot_Pop_result,HH_diff,HHSize1_diff,HHSize2_diff,HHSize3_diff,HHSize4p_diff,Income1_diff,Income2_diff,Income3_diff,Income4_diff,HHWrk0_diff,HHWrk1_diff,HHWrk2_diff,HHWrk3p_diff,Tot_Emp_diff,Tot_Pop_diff
PUMA,2502800,68556.0,23816.0,23099.0,10859.0,10782.0,20119.0,17618.0,18907.0,11912.0,18671.0,23834.0,20792.0,5259.0,72997.0,155995.0,69743,24107,23376,11166,11094,20494,17876,19152,12221,28707,41036,0,0,41036,69743,1187.0,291.0,277.0,307.0,312.0,375.0,258.0,245.0,309.0,10036.0,17202.0,-20792.0,-5259.0,-31961.0,-86252.0
PUMA,2503301,69614.0,28244.0,30113.0,6198.0,5059.0,28865.0,19149.0,11615.0,9985.0,23570.0,24577.0,17206.0,4261.0,109286.0,163937.0,70158,28358,30204,6328,5268,29103,19240,11734,10081,30782,39376,0,0,39376,70158,544.0,114.0,91.0,130.0,209.0,238.0,91.0,119.0,96.0,7212.0,14799.0,-17206.0,-4261.0,-69910.0,-93779.0
PUMA,2503302,109838.0,42214.0,45185.0,12238.0,10201.0,32603.0,23883.0,15570.0,37782.0,29235.0,38027.0,36675.0,5901.0,355966.0,227263.0,111803,42661,45602,12776,10764,33616,24207,15995,37985,40166,71637,0,0,71637,111803,1965.0,447.0,417.0,538.0,563.0,1013.0,324.0,425.0,203.0,10931.0,33610.0,-36675.0,-5901.0,-284329.0,-115460.0
PUMA,2503303,74608.0,25560.0,28345.0,11050.0,9653.0,23724.0,23917.0,14495.0,12472.0,19555.0,27655.0,21902.0,5496.0,86715.0,174912.0,74608,25558,28348,11049,9653,23794,23881,14470,12463,28611,45997,0,0,45997,74608,0.0,-2.0,3.0,-1.0,0.0,70.0,-36.0,-25.0,-9.0,9056.0,18342.0,-21902.0,-5496.0,-40718.0,-100304.0
PUMA,2503304,57411.0,19561.0,19137.0,9769.0,8944.0,25045.0,17121.0,9601.0,5644.0,18505.0,20237.0,13965.0,4704.0,80780.0,137975.0,58525,19862,19412,10035,9216,25403,17350,9855,5917,25398,33127,0,0,33127,58525,1114.0,301.0,275.0,266.0,272.0,358.0,229.0,254.0,273.0,6893.0,12890.0,-13965.0,-4704.0,-47653.0,-79450.0
PUMA,2503305,62713.0,19883.0,23004.0,10257.0,9569.0,16008.0,17836.0,15138.0,13731.0,14158.0,21522.0,22198.0,4835.0,40713.0,139026.0,63935,20191,23314,10561,9869,16353,18105,15432,14045,25277,38658,0,0,38658,63935,1222.0,308.0,310.0,304.0,300.0,345.0,269.0,294.0,314.0,11119.0,17136.0,-22198.0,-4835.0,-2055.0,-75091.0
PUMA,2503306,44685.0,13600.0,15987.0,6875.0,8223.0,14122.0,15340.0,9518.0,5705.0,11764.0,16038.0,12722.0,4161.0,27603.0,102437.0,45535,13827,16192,7078,8438,14349,15523,9730,5933,19208,26327,0,0,26327,45535,850.0,227.0,205.0,203.0,215.0,227.0,183.0,212.0,228.0,7444.0,10289.0,-12722.0,-4161.0,-1276.0,-56902.0
PUMA,2503400,67729.0,19543.0,25077.0,11657.0,11452.0,15630.0,13135.0,11882.0,27082.0,15258.0,23079.0,25171.0,4221.0,69998.0,160491.0,68909,19832,25357,11964,11756,16014,13406,12158,27331,25923,42986,0,0,42986,68909,1180.0,289.0,280.0,307.0,304.0,384.0,271.0,276.0,249.0,10665.0,19907.0,-25171.0,-4221.0,-27012.0,-91582.0
PUMA,2503500,45440.0,10729.0,14502.0,8647.0,11562.0,7887.0,10020.0,10224.0,17309.0,13158.0,15427.0,13454.0,3401.0,64656.0,118860.0,46350,10957,14718,8884,11791,8690,10846,9963,16851,19066,27284,0,0,27284,46350,910.0,228.0,216.0,237.0,229.0,803.0,826.0,-261.0,-458.0,5908.0,11857.0,-13454.0,-3401.0,-37372.0,-72510.0
PUMA,2503601,57274.0,15248.0,18982.0,10381.0,12663.0,12139.0,14575.0,15249.0,15311.0,13054.0,19302.0,20072.0,4846.0,64674.0,141946.0,58265,15483,19210,10629,12943,12534,14783,15432,15516,21977,36288,0,0,36288,58265,991.0,235.0,228.0,248.0,280.0,395.0,208.0,183.0,205.0,8923.0,16986.0,-20072.0,-4846.0,-28386.0,-83681.0
PUMA,2503602,54863.0,17764.0,18727.0,8766.0,9606.0,15513.0,14537.0,14756.0,10057.0,14683.0,19198.0,16797.0,4185.0,80902.0,130513.0,55790,17995,18949,9009,9837,15784,14753,14967,10286,21878,33912,0,0,33912,55790,927.0,231.0,222.0,243.0,231.0,271.0,216.0,211.0,229.0,7195.0,14714.0,-16797.0,-4185.0,-46990.0,-74723.0
PUMA,2503603,65172.0,25109.0,22156.0,8703.0,9204.0,20819.0,17355.0,16749.0,10249.0,18748.0,23612.0,18551.0,4261.0,47958.0,141110.0,65172,25106,22157,8704,9205,20842,17343,16731,10256,28016,37156,0,0,37156,65172,0.0,-3.0,1.0,1.0,1.0,23.0,-12.0,-18.0,7.0,9268.0,13544.0,-18551.0,-4261.0,-10802.0,-75938.0
PUMA,2503900,66172.0,22282.0,22468.0,9851.0,11571.0,17940.0,18110.0,16105.0,14017.0,16657.0,24761.0,20663.0,4091.0,72913.0,159372.0,66172,22280,22470,9848,11574,18029,18056,16074,14013,24804,41368,0,0,41368,66172,0.0,-2.0,2.0,-3.0,3.0,89.0,-54.0,-31.0,-4.0,8147.0,16607.0,-20663.0,-4091.0,-31545.0,-93200.0
PUMA,2504000,49006.0,13542.0,18517.0,7196.0,9751.0,18037.0,15439.0,10069.0,5461.0,15182.0,15205.0,13250.0,5369.0,57513.0,128126.0,49798,13717,18693,7401,9987,18302,15605,10233,5658,22988,26810,0,0,26810,49798,792.0,175.0,176.0,205.0,236.0,265.0,166.0,164.0,197.0,7806.0,11605.0,-13250.0,-5369.0,-30703.0,-78328.0
PUMA,2504200,58465.0,15328.0,23123.0,10125.0,9889.0,15042.0,18345.0,13995.0,11083.0,13291.0,19724.0,20852.0,4598.0,54773.0,135220.0,58465,15328,23121,10125,9891,15063,18331,13987,11084,22359,36106,0,0,36106,58465,0.0,0.0,-2.0,0.0,2.0,21.0,-14.0,-8.0,1.0,9068.0,16382.0,-20852.0,-4598.0,-18667.0,-76755.0
PUMA,2504301,50656.0,15831.0,20366.0,7680.0,6779.0,13984.0,14951.0,13023.0,8698.0,14580.0,15396.0,16912.0,3768.0,45137.0,122727.0,50656,15830,20364,7680,6782,14019,14938,13011,8688,23350,27306,0,0,27306,50656,0.0,-1.0,-2.0,0.0,3.0,35.0,-13.0,-12.0,-10.0,8770.0,11910.0,-16912.0,-3768.0,-17831.0,-72071.0
PUMA,2504302,45551.0,16012.0,17529.0,6980.0,5030.0,24280.0,11613.0,6889.0,2769.0,20493.0,13810.0,9298.0,1950.0,35484.0,98672.0,46149,16107,17597,7136,5309,24431,11764,7041,2913,26217,19932,0,0,19932,46149,598.0,95.0,68.0,156.0,279.0,151.0,151.0,152.0,144.0,5724.0,6122.0,-9298.0,-1950.0,-15552.0,-52523.0
PUMA,2504303,56609.0,15183.0,21996.0,9712.0,9718.0,15629.0,16017.0,14772.0,10191.0,13362.0,19550.0,19518.0,4179.0,56588.0,136568.0,56609,15180,21998,9712,9719,15655,16016,14758,10180,21659,34950,0,0,34950,56609,0.0,-3.0,2.0,0.0,1.0,26.0,-1.0,-14.0,-11.0,8297.0,15400.0,-19518.0,-4179.0,-21638.0,-79959.0
PUMA,2504500,52374.0,17678.0,20088.0,8166.0,6442.0,26675.0,14648.0,7897.0,3154.0,20206.0,17564.0,12265.0,2339.0,44669.0,119833.0,52374,17676,20092,8162,6444,26703,14636,7889,3146,26574,25800,0,0,25800,52374,0.0,-2.0,4.0,-4.0,2.0,28.0,-12.0,-8.0,-8.0,6368.0,8236.0,-12265.0,-2339.0,-18869.0,-67459.0
PUMA,2504700,50570.0,17694.0,20439.0,5464.0,6973.0,15691.0,15336.0,10933.0,8610.0,20302.0,15342.0,11861.0,3065.0,48552.0,112992.0,50570,17692,20440,5465,6973,15706,15327,10931,8606,26977,23593,0,0,23593,50570,0.0,-2.0,1.0,1.0,0.0,15.0,-9.0,-2.0,-4.0,6675.0,8251.0,-11861.0,-3065.0,-24959.0,-62422.0
PUMA,2504800,45884.0,16118.0,18946.0,4975.0,5845.0,14131.0,15617.0,9410.0,6726.0,17980.0,14876.0,10676.0,2352.0,41321.0,96631.0,45884,16116,18947,4973,5848,14132,15617,9408,6727,23669,22215,0,0,22215,45884,0.0,-2.0,1.0,-2.0,3.0,1.0,0.0,-2.0,1.0,5689.0,7339.0,-10676.0,-2352.0,-19106.0,-50747.0
PUMA,2504901,49633.0,12730.0,18074.0,7698.0,11131.0,11530.0,14061.0,13383.0,10659.0,12582.0,15104.0,16463.0,5484.0,45293.0,131401.0,49633,12728,18075,7699,11131,11546,14058,13376,10653,21379,28254,0,0,28254,49633,0.0,-2.0,1.0,1.0,0.0,16.0,-3.0,-7.0,-6.0,8797.0,13150.0,-16463.0,-5484.0,-17039.0,-81768.0
PUMA,2504902,49948.0,12960.0,18837.0,7856.0,10295.0,10903.0,13432.0,14569.0,11044.0,12077.0,15383.0,17622.0,4866.0,38440.0,123239.0,51023,13233,19094,8121,10575,11221,13668,14808,11326,21765,29258,0,0,29258,51023,1075.0,273.0,257.0,265.0,280.0,318.0,236.0,239.0,282.0,9688.0,13875.0,-17622.0,-4866.0,-9182.0,-72216.0
PUMA,2504903,61769.0,20508.0,19159.0,8814.0,13288.0,15994.0,16619.0,14504.0,14652.0,18589.0,19698.0,19002.0,4480.0,49489.0,144695.0,62770,20743,19409,9069,13549,16262,16845,14742,14921,29242,33528,0,0,33528,62770,1001.0,235.0,250.0,255.0,261.0,268.0,226.0,238.0,269.0,10653.0,13830.0,-19002.0,-4480.0,-15961.0,-81925.0
PUMA,3300300,4143.0,1884.0,1107.0,575.0,577.0,745.0,1121.0,1310.0,967.0,1063.0,1329.0,1494.0,257.0,4558.0,9347.0,4143,1884,1107,576,576,749,1122,1308,964,1712,2431,0,0,2431,4143,0.0,0.0,0.0,1.0,-1.0,4.0,1.0,-2.0,-3.0,649.0,1102.0,-1494.0,-257.0,-2127.0,-5204.0
PUMA,3300400,6309.0,2726.0,2108.0,871.0,604.0,1150.0,2124.0,2009.0,1026.0,1292.0,2124.0,2316.0,577.0,5385.0,13709.0,6309,2726,2108,871,604,1154,2123,2005,1027,2298,4011,0,0,4011,6309,0.0,0.0,0.0,0.0,0.0,4.0,-1.0,-4.0,1.0,1006.0,1887.0,-2316.0,-577.0,-1374.0,-7400.0
PUMA,3300500,5093.0,2562.0,1446.0,466.0,619.0,1173.0,1740.0,1533.0,647.0,1086.0,2044.0,1729.0,234.0,1916.0,11496.0,5272,2606,1492,511,663,1217,1786,1576,693,1974,3298,0,0,3298,5272,179.0,44.0,46.0,45.0,44.0,44.0,46.0,43.0,46.0,888.0,1254.0,-1729.0,-234.0,1382.0,-6224.0
PUMA,3300600,52172.0,21368.0,16460.0,6449.0,7895.0,7273.0,13268.0,15256.0,16375.0,8750.0,19006.0,19890.0,4526.0,59401.0,119896.0,53388,21662,16760,6764,8202,7625,13565,15527,16671,15977,37411,0,0,37411,53388,1216.0,294.0,300.0,315.0,307.0,352.0,297.0,271.0,296.0,7227.0,18405.0,-19890.0,-4526.0,-21990.0,-66508.0
PUMA,3300700,64094.0,26626.0,19941.0,8220.0,9307.0,11171.0,17753.0,18077.0,17093.0,11959.0,21128.0,24865.0,6142.0,65838.0,150531.0,65669,27029,20332,8608,9700,11636,18138,18425,17470,22630,43039,0,0,43039,65669,1575.0,403.0,391.0,388.0,393.0,465.0,385.0,348.0,377.0,10671.0,21911.0,-24865.0,-6142.0,-22799.0,-84862.0
PUMA,3300800,46349.0,22058.0,13678.0,4872.0,5741.0,16242.0,15617.0,9853.0,4637.0,12033.0,17517.0,13570.0,3229.0,81533.0,100362.0,48079,22502,14112,5307,6158,16729,15974,10259,5117,17563,30516,0,0,30516,48079,1730.0,444.0,434.0,435.0,417.0,487.0,357.0,406.0,480.0,5530.0,12999.0,-13570.0,-3229.0,-51017.0,-52283.0
PUMA,3300900,50738.0,21958.0,15080.0,6336.0,7364.0,12619.0,13770.0,13183.0,11166.0,11806.0,18202.0,16515.0,4215.0,66087.0,115859.0,52730,22450,15581,6835,7864,13299,14187,13617,11627,19289,33441,0,0,33441,52730,1992.0,492.0,501.0,499.0,500.0,680.0,417.0,434.0,461.0,7483.0,15239.0,-16515.0,-4215.0,-32646.0,-63129.0
PUMA,3301000,81803.0,37495.0,24473.0,9118.0,10717.0,16397.0,22874.0,21972.0,20560.0,18199.0,29392.0,27855.0,6357.0,122218.0,180259.0,84033,38043,25025,9677,11288,17062,23387,22484,21100,29255,54778,0,0,54778,84033,2230.0,548.0,552.0,559.0,571.0,665.0,513.0,512.0,540.0,11056.0,25386.0,-27855.0,-6357.0,-67440.0,-96226.0
PUMA,4400101,66095.0,23005.0,22203.0,11332.0,9555.0,19670.0,18239.0,15994.0,12192.0,18260.0,23379.0,19228.0,5228.0,71824.0,148094.0,67832,23448,22633,11768,9983,20143,18642,16398,12649,27883,39949,0,0,39949,67832,1737.0,443.0,430.0,436.0,428.0,473.0,403.0,404.0,457.0,9623.0,16570.0,-19228.0,-5228.0,-31875.0,-80262.0
PUMA,4400102,80788.0,30278.0,24442.0,13756.0,12312.0,30233.0,25198.0,15883.0,9474.0,23488.0,30015.0,21298.0,5987.0,56347.0,175613.0,83201,30907,25040,14362,12892,30829,25733,16467,10172,35908,47293,0,0,47293,83201,2413.0,629.0,598.0,606.0,580.0,596.0,535.0,584.0,698.0,12420.0,17278.0,-21298.0,-5987.0,-9054.0,-92412.0
PUMA,4400103,81936.0,33564.0,21117.0,13717.0,13538.0,39239.0,23712.0,11206.0,7779.0,24866.0,31919.0,19639.0,5512.0,118905.0,191631.0,82619,33655,21194,13858,13912,39447,23869,11386,7917,32729,49890,0,0,49890,82619,683.0,91.0,77.0,141.0,374.0,208.0,157.0,180.0,138.0,7863.0,17971.0,-19639.0,-5512.0,-69015.0,-109012.0
PUMA,4400104,52011.0,19238.0,16619.0,8514.0,7640.0,16758.0,16234.0,12332.0,6687.0,15652.0,18895.0,13872.0,3592.0,49873.0,116592.0,53885,19732,17086,8976,8091,17229,16663,12775,7218,23181,30704,0,0,30704,53885,1874.0,494.0,467.0,462.0,451.0,471.0,429.0,443.0,531.0,7529.0,11809.0,-13872.0,-3592.0,-19169.0,-62707.0
PUMA,4400201,74253.0,25761.0,25399.0,12339.0,10754.0,19937.0,23270.0,18275.0,12771.0,19762.0,27939.0,21276.0,5276.0,81301.0,161123.0,76215,26246,25872,12829,11268,20454,23733,18732,13296,29679,46536,0,0,46536,76215,1962.0,485.0,473.0,490.0,514.0,517.0,463.0,457.0,525.0,9917.0,18597.0,-21276.0,-5276.0,-34765.0,-84908.0
PUMA,4400300,54090.0,18787.0,19143.0,8348.0,7812.0,12985.0,14795.0,13278.0,13032.0,14366.0,19885.0,16593.0,3246.0,68533.0,123452.0,55696,19192,19519,8766,8219,13401,15182,13666,13447,21605,34091,0,0,34091,55696,1606.0,405.0,376.0,418.0,407.0,416.0,387.0,388.0,415.0,7239.0,14206.0,-16593.0,-3246.0,-34442.0,-67756.0
