"","NAME","Emp Agent","Super-Sector","Sum10","Sum3","perc"
"1","ABINGTON,MA",1,"BASIC",541,1680,0.322
"2","ABINGTON,MA",2,"SERVICE",2406,6373,0.378
"3","ABINGTON,MA",3,"SERVICE",907,6373,0.142
"4","ABINGTON,MA",4,"SERVICE",484,6373,0.076
"5","ABINGTON,MA",5,"SERVICE",227,6373,0.036
"6","ABINGTON,MA",6,"RETAIL",812,812,1
"7","ABINGTON,MA",6,"SERVICE",1142,6373,0.179
"8","ABINGTON,MA",7,"BASIC",499,1680,0.297
"9","ABINGTON,MA",8,"BASIC",0,1680,0
"10","ABINGTON,MA",8,"SERVICE",412,6373,0.065
"11","ABINGTON,MA",9,"SERVICE",795,6373,0.125
"12","ABINGTON,MA",10,"BASIC",640,1680,0.381
"13","ABINGTON,MA",NA,NA,8865,8865,1
"14","ACTON,MA",1,"BASIC",361,2777,0.13
"15","ACTON,MA",2,"SERVICE",2947,8475,0.348
"16","ACTON,MA",3,"SERVICE",665,8475,0.078
"17","ACTON,MA",4,"SERVICE",402,8475,0.047
"18","ACTON,MA",5,"SERVICE",447,8475,0.053
"19","ACTON,MA",6,"RETAIL",840,840,1
"20","ACTON,MA",6,"SERVICE",765,8475,0.09
"21","ACTON,MA",7,"BASIC",1877,2777,0.676
"22","ACTON,MA",8,"BASIC",18,2777,0.006
"23","ACTON,MA",8,"SERVICE",243,8475,0.029
"24","ACTON,MA",9,"SERVICE",3006,8475,0.355
"25","ACTON,MA",10,"BASIC",521,2777,0.188
"26","ACTON,MA",NA,NA,12092,12092,1
"27","ACUSHNET,MA",1,"BASIC",523,1757,0.298
"28","ACUSHNET,MA",2,"SERVICE",1431,3069,0.466
"29","ACUSHNET,MA",3,"SERVICE",232,3069,0.076
"30","ACUSHNET,MA",4,"SERVICE",166,3069,0.054
"31","ACUSHNET,MA",5,"SERVICE",79,3069,0.026
"32","ACUSHNET,MA",6,"RETAIL",754,754,1
"33","ACUSHNET,MA",6,"SERVICE",398,3069,0.13
"34","ACUSHNET,MA",7,"BASIC",683,1757,0.389
"35","ACUSHNET,MA",8,"BASIC",229,1757,0.13
"36","ACUSHNET,MA",8,"SERVICE",288,3069,0.094
"37","ACUSHNET,MA",9,"SERVICE",475,3069,0.155
"38","ACUSHNET,MA",10,"BASIC",322,1757,0.183
"39","ACUSHNET,MA",NA,NA,5580,5580,1
"40","ACWORTH,NH",1,"BASIC",38,192,0.198
"41","ACWORTH,NH",2,"SERVICE",111,237,0.468
"42","ACWORTH,NH",3,"SERVICE",16,237,0.068
"43","ACWORTH,NH",4,"SERVICE",23,237,0.097
"44","ACWORTH,NH",5,"SERVICE",12,237,0.051
"45","ACWORTH,NH",6,"RETAIL",45,45,1
"46","ACWORTH,NH",6,"SERVICE",10,237,0.042
"47","ACWORTH,NH",7,"BASIC",102,192,0.531
"48","ACWORTH,NH",8,"BASIC",40,192,0.208
"49","ACWORTH,NH",8,"SERVICE",19,237,0.08
"50","ACWORTH,NH",9,"SERVICE",46,237,0.194
"51","ACWORTH,NH",10,"BASIC",12,192,0.062
"52","ACWORTH,NH",NA,NA,474,474,1
"53","ADAMS,MA",1,"BASIC",309,1152,0.268
"54","ADAMS,MA",2,"SERVICE",1229,2429,0.506
"55","ADAMS,MA",3,"SERVICE",250,2429,0.103
"56","ADAMS,MA",4,"SERVICE",159,2429,0.065
"57","ADAMS,MA",5,"SERVICE",96,2429,0.04
"58","ADAMS,MA",6,"RETAIL",592,592,1
"59","ADAMS,MA",6,"SERVICE",293,2429,0.121
"60","ADAMS,MA",7,"BASIC",570,1152,0.495
"61","ADAMS,MA",8,"BASIC",110,1152,0.095
"62","ADAMS,MA",8,"SERVICE",155,2429,0.064
"63","ADAMS,MA",9,"SERVICE",247,2429,0.102
"64","ADAMS,MA",10,"BASIC",163,1152,0.141
"65","ADAMS,MA",NA,NA,4173,4173,1
"66","AGAWAM,MA",1,"BASIC",741,3645,0.203
"67","AGAWAM,MA",2,"SERVICE",3849,9033,0.426
"68","AGAWAM,MA",3,"SERVICE",1169,9033,0.129
"69","AGAWAM,MA",4,"SERVICE",542,9033,0.06
"70","AGAWAM,MA",5,"SERVICE",303,9033,0.034
"71","AGAWAM,MA",6,"RETAIL",1927,1927,1
"72","AGAWAM,MA",6,"SERVICE",1212,9033,0.134
"73","AGAWAM,MA",7,"BASIC",1489,3645,0.409
"74","AGAWAM,MA",8,"BASIC",64,3645,0.018
"75","AGAWAM,MA",8,"SERVICE",603,9033,0.067
"76","AGAWAM,MA",9,"SERVICE",1355,9033,0.15
"77","AGAWAM,MA",10,"BASIC",1351,3645,0.371
"78","AGAWAM,MA",NA,NA,14605,14605,1
"79","ALBANY,NH",1,"BASIC",60,110,0.545
"80","ALBANY,NH",2,"SERVICE",77,212,0.363
"81","ALBANY,NH",3,"SERVICE",3,212,0.014
"82","ALBANY,NH",4,"SERVICE",21,212,0.099
"83","ALBANY,NH",5,"SERVICE",5,212,0.024
"84","ALBANY,NH",6,"RETAIL",48,48,1
"85","ALBANY,NH",6,"SERVICE",58,212,0.274
"86","ALBANY,NH",7,"BASIC",29,110,0.264
"87","ALBANY,NH",8,"BASIC",5,110,0.045
"88","ALBANY,NH",8,"SERVICE",21,212,0.099
"89","ALBANY,NH",9,"SERVICE",27,212,0.127
"90","ALBANY,NH",10,"BASIC",16,110,0.145
"91","ALBANY,NH",NA,NA,370,370,1
"92","ALEXANDRIA,NH",1,"BASIC",103,300,0.343
"93","ALEXANDRIA,NH",2,"SERVICE",173,417,0.415
"94","ALEXANDRIA,NH",3,"SERVICE",25,417,0.06
"95","ALEXANDRIA,NH",4,"SERVICE",42,417,0.101
"96","ALEXANDRIA,NH",5,"SERVICE",8,417,0.019
"97","ALEXANDRIA,NH",6,"RETAIL",120,120,1
"98","ALEXANDRIA,NH",6,"SERVICE",80,417,0.192
"99","ALEXANDRIA,NH",7,"BASIC",135,300,0.45
"100","ALEXANDRIA,NH",8,"BASIC",15,300,0.05
"101","ALEXANDRIA,NH",8,"SERVICE",20,417,0.048
"102","ALEXANDRIA,NH",9,"SERVICE",69,417,0.165
"103","ALEXANDRIA,NH",10,"BASIC",47,300,0.157
"104","ALEXANDRIA,NH",NA,NA,837,837,1
"105","ALFORD,MA",1,"BASIC",26,60,0.433
"106","ALFORD,MA",2,"SERVICE",47,143,0.329
"107","ALFORD,MA",3,"SERVICE",22,143,0.154
"108","ALFORD,MA",4,"SERVICE",4,143,0.028
"109","ALFORD,MA",5,"SERVICE",7,143,0.049
"110","ALFORD,MA",6,"RETAIL",13,13,1
"111","ALFORD,MA",6,"SERVICE",7,143,0.049
"112","ALFORD,MA",7,"BASIC",12,60,0.2
"113","ALFORD,MA",8,"BASIC",2,60,0.033
"114","ALFORD,MA",8,"SERVICE",13,143,0.091
"115","ALFORD,MA",9,"SERVICE",43,143,0.301
"116","ALFORD,MA",10,"BASIC",20,60,0.333
"117","ALFORD,MA",NA,NA,216,216,1
"118","ALLENSTOWN,NH",1,"BASIC",229,788,0.291
"119","ALLENSTOWN,NH",2,"SERVICE",392,1107,0.354
"120","ALLENSTOWN,NH",3,"SERVICE",124,1107,0.112
"121","ALLENSTOWN,NH",4,"SERVICE",75,1107,0.068
"122","ALLENSTOWN,NH",5,"SERVICE",40,1107,0.036
"123","ALLENSTOWN,NH",6,"RETAIL",345,345,1
"124","ALLENSTOWN,NH",6,"SERVICE",181,1107,0.164
"125","ALLENSTOWN,NH",7,"BASIC",427,788,0.542
"126","ALLENSTOWN,NH",8,"BASIC",0,788,0
"127","ALLENSTOWN,NH",8,"SERVICE",111,1107,0.1
"128","ALLENSTOWN,NH",9,"SERVICE",184,1107,0.166
"129","ALLENSTOWN,NH",10,"BASIC",132,788,0.168
"130","ALLENSTOWN,NH",NA,NA,2240,2240,1
"131","ALSTEAD,NH",1,"BASIC",78,276,0.283
"132","ALSTEAD,NH",2,"SERVICE",396,651,0.608
"133","ALSTEAD,NH",3,"SERVICE",28,651,0.043
"134","ALSTEAD,NH",4,"SERVICE",54,651,0.083
"135","ALSTEAD,NH",5,"SERVICE",5,651,0.008
"136","ALSTEAD,NH",6,"RETAIL",101,101,1
"137","ALSTEAD,NH",6,"SERVICE",22,651,0.034
"138","ALSTEAD,NH",7,"BASIC",128,276,0.464
"139","ALSTEAD,NH",8,"BASIC",5,276,0.018
"140","ALSTEAD,NH",8,"SERVICE",77,651,0.118
"141","ALSTEAD,NH",9,"SERVICE",69,651,0.106
"142","ALSTEAD,NH",10,"BASIC",65,276,0.236
"143","ALSTEAD,NH",NA,NA,1028,1028,1
"144","ALTON,NH",1,"BASIC",244,747,0.327
"145","ALTON,NH",2,"SERVICE",734,1716,0.428
"146","ALTON,NH",3,"SERVICE",189,1716,0.11
"147","ALTON,NH",4,"SERVICE",51,1716,0.03
"148","ALTON,NH",5,"SERVICE",0,1716,0
"149","ALTON,NH",6,"RETAIL",192,192,1
"150","ALTON,NH",6,"SERVICE",281,1716,0.164
"151","ALTON,NH",7,"BASIC",219,747,0.293
"152","ALTON,NH",8,"BASIC",14,747,0.019
"153","ALTON,NH",8,"SERVICE",131,1716,0.076
"154","ALTON,NH",9,"SERVICE",330,1716,0.192
"155","ALTON,NH",10,"BASIC",270,747,0.361
"156","ALTON,NH",NA,NA,2655,2655,1
"157","AMESBURY,MA",1,"BASIC",622,2345,0.265
"158","AMESBURY,MA",2,"SERVICE",2575,6352,0.405
"159","AMESBURY,MA",3,"SERVICE",588,6352,0.093
"160","AMESBURY,MA",4,"SERVICE",413,6352,0.065
"161","AMESBURY,MA",5,"SERVICE",268,6352,0.042
"162","AMESBURY,MA",6,"RETAIL",758,758,1
"163","AMESBURY,MA",6,"SERVICE",1136,6352,0.179
"164","AMESBURY,MA",7,"BASIC",1151,2345,0.491
"165","AMESBURY,MA",8,"BASIC",91,2345,0.039
"166","AMESBURY,MA",8,"SERVICE",221,6352,0.035
"167","AMESBURY,MA",9,"SERVICE",1151,6352,0.181
"168","AMESBURY,MA",10,"BASIC",481,2345,0.205
"169","AMESBURY,MA",NA,NA,9455,9455,1
"170","AMHERST,MA",1,"BASIC",439,1484,0.296
"171","AMHERST,MA",2,"SERVICE",9346,14944,0.625
"172","AMHERST,MA",3,"SERVICE",619,14944,0.041
"173","AMHERST,MA",4,"SERVICE",239,14944,0.016
"174","AMHERST,MA",5,"SERVICE",227,14944,0.015
"175","AMHERST,MA",6,"RETAIL",2148,2148,1
"176","AMHERST,MA",6,"SERVICE",2693,14944,0.18
"177","AMHERST,MA",7,"BASIC",421,1484,0.284
"178","AMHERST,MA",8,"BASIC",114,1484,0.077
"179","AMHERST,MA",8,"SERVICE",690,14944,0.046
"180","AMHERST,MA",9,"SERVICE",1130,14944,0.076
"181","AMHERST,MA",10,"BASIC",510,1484,0.344
"182","AMHERST,MA",NA,NA,18576,18576,1
"183","AMHERST,NH",1,"BASIC",388,1445,0.269
"184","AMHERST,NH",2,"SERVICE",1528,3835,0.398
"185","AMHERST,NH",3,"SERVICE",402,3835,0.105
"186","AMHERST,NH",4,"SERVICE",157,3835,0.041
"187","AMHERST,NH",5,"SERVICE",161,3835,0.042
"188","AMHERST,NH",6,"RETAIL",628,628,1
"189","AMHERST,NH",6,"SERVICE",286,3835,0.075
"190","AMHERST,NH",7,"BASIC",617,1445,0.427
"191","AMHERST,NH",8,"BASIC",26,1445,0.018
"192","AMHERST,NH",8,"SERVICE",147,3835,0.038
"193","AMHERST,NH",9,"SERVICE",1154,3835,0.301
"194","AMHERST,NH",10,"BASIC",414,1445,0.287
"195","AMHERST,NH",NA,NA,5908,5908,1
"196","ANDOVER,MA",1,"BASIC",349,4074,0.086
"197","ANDOVER,MA",2,"SERVICE",5415,12359,0.438
"198","ANDOVER,MA",3,"SERVICE",1413,12359,0.114
"199","ANDOVER,MA",4,"SERVICE",524,12359,0.042
"200","ANDOVER,MA",5,"SERVICE",696,12359,0.056
"201","ANDOVER,MA",6,"RETAIL",1103,1103,1
"202","ANDOVER,MA",6,"SERVICE",817,12359,0.066
"203","ANDOVER,MA",7,"BASIC",2838,4074,0.697
"204","ANDOVER,MA",8,"BASIC",136,4074,0.033
"205","ANDOVER,MA",8,"SERVICE",415,12359,0.034
"206","ANDOVER,MA",9,"SERVICE",3079,12359,0.249
"207","ANDOVER,MA",10,"BASIC",751,4074,0.184
"208","ANDOVER,MA",NA,NA,17536,17536,1
"209","ANDOVER,NH",1,"BASIC",112,322,0.348
"210","ANDOVER,NH",2,"SERVICE",490,928,0.528
"211","ANDOVER,NH",3,"SERVICE",67,928,0.072
"212","ANDOVER,NH",4,"SERVICE",83,928,0.089
"213","ANDOVER,NH",5,"SERVICE",43,928,0.046
"214","ANDOVER,NH",6,"RETAIL",180,180,1
"215","ANDOVER,NH",6,"SERVICE",115,928,0.124
"216","ANDOVER,NH",7,"BASIC",129,322,0.401
"217","ANDOVER,NH",8,"BASIC",28,322,0.087
"218","ANDOVER,NH",8,"SERVICE",49,928,0.053
"219","ANDOVER,NH",9,"SERVICE",81,928,0.087
"220","ANDOVER,NH",10,"BASIC",53,322,0.165
"221","ANDOVER,NH",NA,NA,1430,1430,1
"222","ANTRIM,NH",1,"BASIC",163,462,0.353
"223","ANTRIM,NH",2,"SERVICE",325,727,0.447
"224","ANTRIM,NH",3,"SERVICE",36,727,0.05
"225","ANTRIM,NH",4,"SERVICE",34,727,0.047
"226","ANTRIM,NH",5,"SERVICE",22,727,0.03
"227","ANTRIM,NH",6,"RETAIL",93,93,1
"228","ANTRIM,NH",6,"SERVICE",150,727,0.206
"229","ANTRIM,NH",7,"BASIC",240,462,0.519
"230","ANTRIM,NH",8,"BASIC",30,462,0.065
"231","ANTRIM,NH",8,"SERVICE",69,727,0.095
"232","ANTRIM,NH",9,"SERVICE",91,727,0.125
"233","ANTRIM,NH",10,"BASIC",29,462,0.063
"234","ANTRIM,NH",NA,NA,1282,1282,1
"235","AQUINNAH,MA",1,"BASIC",28,68,0.412
"236","AQUINNAH,MA",2,"SERVICE",64,229,0.279
"237","AQUINNAH,MA",3,"SERVICE",12,229,0.052
"238","AQUINNAH,MA",4,"SERVICE",37,229,0.162
"239","AQUINNAH,MA",5,"SERVICE",1,229,0.004
"240","AQUINNAH,MA",6,"RETAIL",16,16,1
"241","AQUINNAH,MA",6,"SERVICE",55,229,0.24
"242","AQUINNAH,MA",7,"BASIC",23,68,0.338
"243","AQUINNAH,MA",8,"BASIC",17,68,0.25
"244","AQUINNAH,MA",8,"SERVICE",15,229,0.066
"245","AQUINNAH,MA",9,"SERVICE",45,229,0.197
"246","AQUINNAH,MA",10,"BASIC",0,68,0
"247","AQUINNAH,MA",NA,NA,313,313,1
"248","ARLINGTON,MA",1,"BASIC",701,3588,0.195
"249","ARLINGTON,MA",2,"SERVICE",7776,19454,0.4
"250","ARLINGTON,MA",3,"SERVICE",1749,19454,0.09
"251","ARLINGTON,MA",4,"SERVICE",751,19454,0.039
"252","ARLINGTON,MA",5,"SERVICE",1118,19454,0.057
"253","ARLINGTON,MA",6,"RETAIL",1887,1887,1
"254","ARLINGTON,MA",6,"SERVICE",1410,19454,0.072
"255","ARLINGTON,MA",7,"BASIC",2187,3588,0.61
"256","ARLINGTON,MA",8,"BASIC",22,3588,0.006
"257","ARLINGTON,MA",8,"SERVICE",1053,19454,0.054
"258","ARLINGTON,MA",9,"SERVICE",5597,19454,0.288
"259","ARLINGTON,MA",10,"BASIC",678,3588,0.189
"260","ARLINGTON,MA",NA,NA,24929,24929,1
"261","ASHBURNHAM,MA",1,"BASIC",225,671,0.335
"262","ASHBURNHAM,MA",2,"SERVICE",1048,2208,0.475
"263","ASHBURNHAM,MA",3,"SERVICE",261,2208,0.118
"264","ASHBURNHAM,MA",4,"SERVICE",162,2208,0.073
"265","ASHBURNHAM,MA",5,"SERVICE",68,2208,0.031
"266","ASHBURNHAM,MA",6,"RETAIL",421,421,1
"267","ASHBURNHAM,MA",6,"SERVICE",325,2208,0.147
"268","ASHBURNHAM,MA",7,"BASIC",358,671,0.534
"269","ASHBURNHAM,MA",8,"BASIC",14,671,0.021
"270","ASHBURNHAM,MA",8,"SERVICE",102,2208,0.046
"271","ASHBURNHAM,MA",9,"SERVICE",242,2208,0.11
"272","ASHBURNHAM,MA",10,"BASIC",74,671,0.11
"273","ASHBURNHAM,MA",NA,NA,3300,3300,1
"274","ASHBY,MA",1,"BASIC",229,616,0.372
"275","ASHBY,MA",2,"SERVICE",388,897,0.433
"276","ASHBY,MA",3,"SERVICE",36,897,0.04
"277","ASHBY,MA",4,"SERVICE",127,897,0.142
"278","ASHBY,MA",5,"SERVICE",23,897,0.026
"279","ASHBY,MA",6,"RETAIL",193,193,1
"280","ASHBY,MA",6,"SERVICE",69,897,0.077
"281","ASHBY,MA",7,"BASIC",232,616,0.377
"282","ASHBY,MA",8,"BASIC",55,616,0.089
"283","ASHBY,MA",8,"SERVICE",60,897,0.067
"284","ASHBY,MA",9,"SERVICE",194,897,0.216
"285","ASHBY,MA",10,"BASIC",100,616,0.162
"286","ASHBY,MA",NA,NA,1706,1706,1
"287","ASHFIELD,MA",1,"BASIC",120,300,0.4
"288","ASHFIELD,MA",2,"SERVICE",327,629,0.52
"289","ASHFIELD,MA",3,"SERVICE",23,629,0.037
"290","ASHFIELD,MA",4,"SERVICE",13,629,0.021
"291","ASHFIELD,MA",5,"SERVICE",34,629,0.054
"292","ASHFIELD,MA",6,"RETAIL",78,78,1
"293","ASHFIELD,MA",6,"SERVICE",68,629,0.108
"294","ASHFIELD,MA",7,"BASIC",72,300,0.24
"295","ASHFIELD,MA",8,"BASIC",47,300,0.157
"296","ASHFIELD,MA",8,"SERVICE",71,629,0.113
"297","ASHFIELD,MA",9,"SERVICE",93,629,0.148
"298","ASHFIELD,MA",10,"BASIC",61,300,0.203
"299","ASHFIELD,MA",NA,NA,1007,1007,1
"300","ASHLAND,MA",1,"BASIC",424,1941,0.218
"301","ASHLAND,MA",2,"SERVICE",2418,6798,0.356
"302","ASHLAND,MA",3,"SERVICE",775,6798,0.114
"303","ASHLAND,MA",4,"SERVICE",579,6798,0.085
"304","ASHLAND,MA",5,"SERVICE",286,6798,0.042
"305","ASHLAND,MA",6,"RETAIL",1221,1221,1
"306","ASHLAND,MA",6,"SERVICE",651,6798,0.096
"307","ASHLAND,MA",7,"BASIC",1071,1941,0.552
"308","ASHLAND,MA",8,"BASIC",0,1941,0
"309","ASHLAND,MA",8,"SERVICE",321,6798,0.047
"310","ASHLAND,MA",9,"SERVICE",1768,6798,0.26
"311","ASHLAND,MA",10,"BASIC",446,1941,0.23
"312","ASHLAND,MA",NA,NA,9960,9960,1
"313","ASHLAND,NH",1,"BASIC",137,301,0.455
"314","ASHLAND,NH",2,"SERVICE",322,735,0.438
"315","ASHLAND,NH",3,"SERVICE",47,735,0.064
"316","ASHLAND,NH",4,"SERVICE",37,735,0.05
"317","ASHLAND,NH",5,"SERVICE",20,735,0.027
"318","ASHLAND,NH",6,"RETAIL",137,137,1
"319","ASHLAND,NH",6,"SERVICE",196,735,0.267
"320","ASHLAND,NH",7,"BASIC",112,301,0.372
"321","ASHLAND,NH",8,"BASIC",5,301,0.017
"322","ASHLAND,NH",8,"SERVICE",72,735,0.098
"323","ASHLAND,NH",9,"SERVICE",41,735,0.056
"324","ASHLAND,NH",10,"BASIC",47,301,0.156
"325","ASHLAND,NH",NA,NA,1173,1173,1
"326","ATHOL,MA",1,"BASIC",256,1761,0.145
"327","ATHOL,MA",2,"SERVICE",1450,2623,0.553
"328","ATHOL,MA",3,"SERVICE",145,2623,0.055
"329","ATHOL,MA",4,"SERVICE",226,2623,0.086
"330","ATHOL,MA",5,"SERVICE",93,2623,0.035
"331","ATHOL,MA",6,"RETAIL",749,749,1
"332","ATHOL,MA",6,"SERVICE",241,2623,0.092
"333","ATHOL,MA",7,"BASIC",1205,1761,0.684
"334","ATHOL,MA",8,"BASIC",26,1761,0.015
"335","ATHOL,MA",8,"SERVICE",153,2623,0.058
"336","ATHOL,MA",9,"SERVICE",315,2623,0.12
"337","ATHOL,MA",10,"BASIC",274,1761,0.156
"338","ATHOL,MA",NA,NA,5133,5133,1
"339","ATKINSON AND GILMANTON ACADEMY GRANT,NH",1,"BASIC",0,0,NA
"340","ATKINSON AND GILMANTON ACADEMY GRANT,NH",2,"SERVICE",0,0,NA
"341","ATKINSON AND GILMANTON ACADEMY GRANT,NH",3,"SERVICE",0,0,NA
"342","ATKINSON AND GILMANTON ACADEMY GRANT,NH",4,"SERVICE",0,0,NA
"343","ATKINSON AND GILMANTON ACADEMY GRANT,NH",5,"SERVICE",0,0,NA
"344","ATKINSON AND GILMANTON ACADEMY GRANT,NH",6,"RETAIL",0,0,NA
"345","ATKINSON AND GILMANTON ACADEMY GRANT,NH",6,"SERVICE",0,0,NA
"346","ATKINSON AND GILMANTON ACADEMY GRANT,NH",7,"BASIC",0,0,NA
"347","ATKINSON AND GILMANTON ACADEMY GRANT,NH",8,"BASIC",0,0,NA
"348","ATKINSON AND GILMANTON ACADEMY GRANT,NH",8,"SERVICE",0,0,NA
"349","ATKINSON AND GILMANTON ACADEMY GRANT,NH",9,"SERVICE",0,0,NA
"350","ATKINSON AND GILMANTON ACADEMY GRANT,NH",10,"BASIC",0,0,NA
"351","ATKINSON AND GILMANTON ACADEMY GRANT,NH",NA,NA,0,0,NA
"352","ATKINSON,NH",1,"BASIC",388,1284,0.302
"353","ATKINSON,NH",2,"SERVICE",937,2366,0.396
"354","ATKINSON,NH",3,"SERVICE",250,2366,0.106
"355","ATKINSON,NH",4,"SERVICE",249,2366,0.105
"356","ATKINSON,NH",5,"SERVICE",38,2366,0.016
"357","ATKINSON,NH",6,"RETAIL",440,440,1
"358","ATKINSON,NH",6,"SERVICE",210,2366,0.089
"359","ATKINSON,NH",7,"BASIC",632,1284,0.492
"360","ATKINSON,NH",8,"BASIC",21,1284,0.016
"361","ATKINSON,NH",8,"SERVICE",161,2366,0.068
"362","ATKINSON,NH",9,"SERVICE",521,2366,0.22
"363","ATKINSON,NH",10,"BASIC",243,1284,0.189
"364","ATKINSON,NH",NA,NA,4090,4090,1
"365","ATTLEBORO,MA",1,"BASIC",1270,6353,0.2
"366","ATTLEBORO,MA",2,"SERVICE",5572,13211,0.422
"367","ATTLEBORO,MA",3,"SERVICE",1422,13211,0.108
"368","ATTLEBORO,MA",4,"SERVICE",701,13211,0.053
"369","ATTLEBORO,MA",5,"SERVICE",365,13211,0.028
"370","ATTLEBORO,MA",6,"RETAIL",3352,3352,1
"371","ATTLEBORO,MA",6,"SERVICE",1676,13211,0.127
"372","ATTLEBORO,MA",7,"BASIC",3433,6353,0.54
"373","ATTLEBORO,MA",8,"BASIC",109,6353,0.017
"374","ATTLEBORO,MA",8,"SERVICE",815,13211,0.062
"375","ATTLEBORO,MA",9,"SERVICE",2660,13211,0.201
"376","ATTLEBORO,MA",10,"BASIC",1541,6353,0.243
"377","ATTLEBORO,MA",NA,NA,22916,22916,1
"378","AUBURN,MA",1,"BASIC",420,1928,0.218
"379","AUBURN,MA",2,"SERVICE",2411,5399,0.447
"380","AUBURN,MA",3,"SERVICE",618,5399,0.114
"381","AUBURN,MA",4,"SERVICE",289,5399,0.054
"382","AUBURN,MA",5,"SERVICE",246,5399,0.046
"383","AUBURN,MA",6,"RETAIL",1032,1032,1
"384","AUBURN,MA",6,"SERVICE",643,5399,0.119
"385","AUBURN,MA",7,"BASIC",819,1928,0.425
"386","AUBURN,MA",8,"BASIC",21,1928,0.011
"387","AUBURN,MA",8,"SERVICE",287,5399,0.053
"388","AUBURN,MA",9,"SERVICE",905,5399,0.168
"389","AUBURN,MA",10,"BASIC",668,1928,0.346
"390","AUBURN,MA",NA,NA,8359,8359,1
"391","AUBURN,NH",1,"BASIC",244,837,0.292
"392","AUBURN,NH",2,"SERVICE",679,2211,0.307
"393","AUBURN,NH",3,"SERVICE",475,2211,0.215
"394","AUBURN,NH",4,"SERVICE",136,2211,0.062
"395","AUBURN,NH",5,"SERVICE",112,2211,0.051
"396","AUBURN,NH",6,"RETAIL",257,257,1
"397","AUBURN,NH",6,"SERVICE",276,2211,0.125
"398","AUBURN,NH",7,"BASIC",302,837,0.361
"399","AUBURN,NH",8,"BASIC",12,837,0.014
"400","AUBURN,NH",8,"SERVICE",170,2211,0.077
"401","AUBURN,NH",9,"SERVICE",363,2211,0.164
"402","AUBURN,NH",10,"BASIC",279,837,0.333
"403","AUBURN,NH",NA,NA,3305,3305,1
"404","AVON,MA",1,"BASIC",226,587,0.385
"405","AVON,MA",2,"SERVICE",638,1557,0.41
"406","AVON,MA",3,"SERVICE",112,1557,0.072
"407","AVON,MA",4,"SERVICE",58,1557,0.037
"408","AVON,MA",5,"SERVICE",17,1557,0.011
"409","AVON,MA",6,"RETAIL",305,305,1
"410","AVON,MA",6,"SERVICE",219,1557,0.141
"411","AVON,MA",7,"BASIC",196,587,0.334
"412","AVON,MA",8,"BASIC",9,587,0.015
"413","AVON,MA",8,"SERVICE",111,1557,0.071
"414","AVON,MA",9,"SERVICE",402,1557,0.258
"415","AVON,MA",10,"BASIC",156,587,0.266
"416","AVON,MA",NA,NA,2449,2449,1
"417","AYER,MA",1,"BASIC",272,1250,0.218
"418","AYER,MA",2,"SERVICE",1194,2750,0.434
"419","AYER,MA",3,"SERVICE",272,2750,0.099
"420","AYER,MA",4,"SERVICE",152,2750,0.055
"421","AYER,MA",5,"SERVICE",216,2750,0.079
"422","AYER,MA",6,"RETAIL",412,412,1
"423","AYER,MA",6,"SERVICE",270,2750,0.098
"424","AYER,MA",7,"BASIC",783,1250,0.626
"425","AYER,MA",8,"BASIC",64,1250,0.051
"426","AYER,MA",8,"SERVICE",107,2750,0.039
"427","AYER,MA",9,"SERVICE",539,2750,0.196
"428","AYER,MA",10,"BASIC",131,1250,0.105
"429","AYER,MA",NA,NA,4412,4412,1
"430","BARNSTABLE,MA",1,"BASIC",2178,4801,0.454
"431","BARNSTABLE,MA",2,"SERVICE",5371,14566,0.369
"432","BARNSTABLE,MA",3,"SERVICE",1130,14566,0.078
"433","BARNSTABLE,MA",4,"SERVICE",801,14566,0.055
"434","BARNSTABLE,MA",5,"SERVICE",611,14566,0.042
"435","BARNSTABLE,MA",6,"RETAIL",2768,2768,1
"436","BARNSTABLE,MA",6,"SERVICE",2767,14566,0.19
"437","BARNSTABLE,MA",7,"BASIC",836,4801,0.174
"438","BARNSTABLE,MA",8,"BASIC",165,4801,0.034
"439","BARNSTABLE,MA",8,"SERVICE",1181,14566,0.081
"440","BARNSTABLE,MA",9,"SERVICE",2705,14566,0.186
"441","BARNSTABLE,MA",10,"BASIC",1622,4801,0.338
"442","BARNSTABLE,MA",NA,NA,22135,22135,1
"443","BARNSTEAD,NH",1,"BASIC",291,755,0.385
"444","BARNSTEAD,NH",2,"SERVICE",650,1636,0.397
"445","BARNSTEAD,NH",3,"SERVICE",154,1636,0.094
"446","BARNSTEAD,NH",4,"SERVICE",250,1636,0.153
"447","BARNSTEAD,NH",5,"SERVICE",12,1636,0.007
"448","BARNSTEAD,NH",6,"RETAIL",334,334,1
"449","BARNSTEAD,NH",6,"SERVICE",235,1636,0.144
"450","BARNSTEAD,NH",7,"BASIC",276,755,0.366
"451","BARNSTEAD,NH",8,"BASIC",10,755,0.013
"452","BARNSTEAD,NH",8,"SERVICE",106,1636,0.065
"453","BARNSTEAD,NH",9,"SERVICE",229,1636,0.14
"454","BARNSTEAD,NH",10,"BASIC",178,755,0.236
"455","BARNSTEAD,NH",NA,NA,2725,2725,1
"456","BARRE,MA",1,"BASIC",276,599,0.461
"457","BARRE,MA",2,"SERVICE",688,2090,0.329
"458","BARRE,MA",3,"SERVICE",161,2090,0.077
"459","BARRE,MA",4,"SERVICE",199,2090,0.095
