process,pid,rss,full_rss,uss,event,children,time
MainProcess,10112,101_634_048,101_634_048,69_980_160,pipeline.run before preload_injectables,0,2022/05/19 11:06:30.229081
MainProcess,10112,101_961_728,101_961_728,69_980_160,pipeline.run after preload_injectables,0,2022/05/19 11:06:30.246024
MainProcess,10112,101_994_496,101_994_496,69_988_352,pipeline.run_model input_pre_processor start,0,2022/05/19 11:06:30.259415
MainProcess,10112,145_518_592,145_518_592,113_496_064,pipeline.run_model input_pre_processor finished,0,2022/05/19 11:06:30.641318
MainProcess,10112,158_752_768,158_752_768,127_107_072,pipeline.run after input_pre_processor,0,2022/05/19 11:06:31.037341
MainProcess,10112,159_563_776,159_563_776,127_127_552,pipeline.run_model setup_data_structures start,0,2022/05/19 11:06:31.093655
MainProcess,10112,162_271_232,162_271_232,130_281_472,pipeline.run_model setup_data_structures finished,0,2022/05/19 11:06:31.559770
MainProcess,10112,162_877_440,162_877_440,130_826_240,pipeline.run after setup_data_structures,0,2022/05/19 11:06:31.804893
MainProcess,10112,163_794_944,163_794_944,130_826_240,pipeline.run_model initial_seed_balancing start,0,2022/05/19 11:06:31.820001
MainProcess,10112,164_167_680,164_167_680,131_878_912,pipeline.run_model initial_seed_balancing finished,0,2022/05/19 11:06:51.695062
MainProcess,10112,165_445_632,165_445_632,132_468_736,pipeline.run after initial_seed_balancing,0,2022/05/19 11:06:51.730789
MainProcess,10112,165_478_400,165_478_400,132_468_736,pipeline.run_model meta_control_factoring start,0,2022/05/19 11:06:51.746344
MainProcess,10112,166_477_824,166_477_824,133_468_160,pipeline.run_model meta_control_factoring finished,0,2022/05/19 11:06:51.761295
MainProcess,10112,166_477_824,166_477_824,133_468_160,pipeline.run after meta_control_factoring,0,2022/05/19 11:06:51.789951
MainProcess,10112,166_477_824,166_477_824,133_468_160,pipeline.run_model final_seed_balancing start,0,2022/05/19 11:06:51.806731
MainProcess,10112,166_526_976,166_526_976,133_517_312,pipeline.run_model final_seed_balancing finished,0,2022/05/19 11:06:51.822767
MainProcess,10112,166_694_912,166_694_912,133_685_248,pipeline.run after final_seed_balancing,0,2022/05/19 11:06:51.858201
MainProcess,10112,166_694_912,166_694_912,133_685_248,pipeline.run_model integerize_final_seed_weights start,0,2022/05/19 11:06:51.875780
MainProcess,10112,169_627_648,169_627_648,134_909_952,pipeline.run_model integerize_final_seed_weights finished,0,2022/05/19 11:06:52.635470
MainProcess,10112,169_844_736,169_844_736,134_115_328,pipeline.run after integerize_final_seed_weights,0,2022/05/19 11:06:52.675440
MainProcess,10112,169_844_736,169_844_736,134_115_328,pipeline.run_model sub_balancing.geography=TAZ start,0,2022/05/19 11:06:52.692489
MainProcess,10112,228_343_808,228_343_808,183_758_848,pipeline.run_model sub_balancing.geography=TAZ finished,0,2022/05/19 11:37:39.905943
MainProcess,10112,230_412_288,230_412_288,184_827_904,pipeline.run after sub_balancing.geography=TAZ,0,2022/05/19 11:37:40.069071
MainProcess,10112,230_416_384,230_416_384,184_827_904,pipeline.run_model expand_households start,0,2022/05/19 11:37:40.091856
MainProcess,10112,289_673_216,289_673_216,246_042_624,pipeline.run_model expand_households finished,0,2022/05/19 11:39:00.254554
MainProcess,10112,290_709_504,290_709_504,246_112_256,pipeline.run after expand_households,0,2022/05/19 11:39:00.695992
MainProcess,10112,290_713_600,290_713_600,246_116_352,pipeline.run_model write_data_dictionary start,0,2022/05/19 11:39:00.712363
MainProcess,10112,342_999_040,342_999_040,298_250_240,pipeline.run_model write_data_dictionary finished,0,2022/05/19 11:39:01.484287
MainProcess,10112,343_015_424,343_015_424,298_266_624,pipeline.run after write_data_dictionary,0,2022/05/19 11:39:01.548944
MainProcess,10112,343_015_424,343_015_424,298_266_624,pipeline.run_model summarize start,0,2022/05/19 11:39:01.575584
MainProcess,10112,334_487_552,334_487_552,290_742_272,pipeline.run_model summarize finished,0,2022/05/19 11:39:16.802886
MainProcess,10112,341_221_376,341_221_376,296_472_576,pipeline.run after summarize,0,2022/05/19 11:39:16.923160
MainProcess,10112,341_221_376,341_221_376,296_472_576,pipeline.run_model write_tables start,0,2022/05/19 11:39:16.951853
MainProcess,10112,343_433_216,343_433_216,298_684_416,pipeline.run_model write_tables finished,0,2022/05/19 11:39:25.549923
MainProcess,10112,343_433_216,343_433_216,298_684_416,pipeline.run after write_tables,0,2022/05/19 11:39:25.592780
MainProcess,10112,343_433_216,343_433_216,298_684_416,pipeline.run_model write_synthetic_population start,0,2022/05/19 11:39:25.615758
MainProcess,10112,345_399_296,345_399_296,300_650_496,pipeline.run_model write_synthetic_population finished,0,2022/05/19 11:39:49.947510
MainProcess,10112,345_399_296,345_399_296,300_650_496,pipeline.run after write_synthetic_population,0,2022/05/19 11:39:49.988997
MainProcess,10112,345_399_296,345_399_296,300_650_496,pipeline.run after run_models,0,2022/05/19 11:39:50.013785
