geography,id,HH_control,HHSize1_control,HHSize2_control,HHSize3_control,HHSize4p_control,Income1_control,Income2_control,Income3_control,Income4_control,HHWrk0_control,HHWrk1_control,HHWrk2_control,HHWrk3p_control,Tot_Emp_control,Tot_Pop_control,HH_result,HHSize1_result,HHSize2_result,HHSize3_result,HHSize4p_result,Income1_result,Income2_result,Income3_result,Income4_result,HHWrk0_result,HHWrk1_result,HHWrk2_result,HHWrk3p_result,Tot_Emp_result,Tot_Pop_result,HH_diff,HHSize1_diff,HHSize2_diff,HHSize3_diff,HHSize4p_diff,Income1_diff,Income2_diff,Income3_diff,Income4_diff,HHWrk0_diff,HHWrk1_diff,HHWrk2_diff,HHWrk3p_diff,Tot_Emp_diff,Tot_Pop_diff
PUMA,2500505,63011.0,19762.0,22556.0,10726.0,9967.0,13332.0,15281.0,16962.0,17436.0,14103.0,22656.0,22580.0,3672.0,45078.0,140552.0,63011,19761,22553,10733,9964,13301,15248,16967,17495,14103,22655,22580,3673,45043,63011,0.0,-1.0,-3.0,7.0,-3.0,-31.0,-33.0,5.0,59.0,0.0,-1.0,0.0,1.0,-35.0,-77541.0
PUMA,2500506,61443.0,19954.0,27818.0,8097.0,5574.0,11849.0,15304.0,12620.0,21670.0,12313.0,24030.0,21172.0,3928.0,151423.0,145048.0,61443,19951,27818,8100,5574,11826,15278,12622,21717,12314,24031,21169,3929,61443,61443,0.0,-3.0,0.0,3.0,0.0,-23.0,-26.0,2.0,47.0,1.0,1.0,-3.0,1.0,-89980.0,-83605.0
PUMA,2500507,64039.0,19464.0,27324.0,8786.0,8465.0,16415.0,21937.0,17055.0,8632.0,13137.0,21877.0,22743.0,6282.0,53393.0,141022.0,64816,19536,27351,9083,8846,16552,22049,17256,8959,13334,22119,22944,6419,53663,64816,777.0,72.0,27.0,297.0,381.0,137.0,112.0,201.0,327.0,197.0,242.0,201.0,137.0,270.0,-76206.0
PUMA,2500508,59149.0,19360.0,22274.0,9016.0,8499.0,17825.0,16828.0,16172.0,8324.0,14962.0,20992.0,18819.0,4376.0,38584.0,144197.0,59149,19360,22268,9020,8501,17796,16818,16181,8354,14959,20992,18820,4378,38570,59149,0.0,0.0,-6.0,4.0,2.0,-29.0,-10.0,9.0,30.0,-3.0,0.0,1.0,2.0,-14.0,-85048.0
PUMA,2500701,89762.0,27609.0,31695.0,14179.0,16279.0,34849.0,26269.0,18070.0,10574.0,29534.0,28703.0,24349.0,7176.0,77087.0,224295.0,89762,27608,31693,14181,16280,34805,26254,18100,10603,29533,28702,24351,7176,76957,89762,0.0,-1.0,-2.0,2.0,1.0,-44.0,-15.0,30.0,29.0,-1.0,-1.0,2.0,0.0,-130.0,-134533.0
PUMA,2500702,50644.0,15230.0,16878.0,7989.0,10547.0,10491.0,12398.0,12130.0,15625.0,12430.0,16674.0,17834.0,3706.0,48276.0,122378.0,50644,15230,16877,7991,10546,10462,12383,12129,15670,12432,16672,17834,3706,48139,50644,0.0,0.0,-1.0,2.0,-1.0,-29.0,-15.0,-1.0,45.0,2.0,-2.0,0.0,0.0,-137.0,-71734.0
PUMA,2500703,101627.0,39669.0,32918.0,14565.0,14475.0,35849.0,25712.0,20574.0,19492.0,30914.0,35693.0,29068.0,5952.0,97781.0,229273.0,103877,39783,33014,15523,15557,36045,25973,21349,20510,31574,36303,29634,6366,98393,103877,2250.0,114.0,96.0,958.0,1082.0,196.0,261.0,775.0,1018.0,660.0,610.0,566.0,414.0,612.0,-125396.0
PUMA,2500704,48889.0,18119.0,14555.0,7362.0,8853.0,21050.0,13136.0,9227.0,5476.0,16043.0,15706.0,13290.0,3850.0,33546.0,114487.0,50700,18405,14866,7800,9629,21317,13591,9738,6054,16653,16309,13657,4081,34430,50700,1811.0,286.0,311.0,438.0,776.0,267.0,455.0,511.0,578.0,610.0,603.0,367.0,231.0,884.0,-63787.0
PUMA,2501000,65035.0,20419.0,21792.0,10643.0,12181.0,17201.0,16390.0,16865.0,14579.0,16643.0,21687.0,20707.0,5998.0,74421.0,158412.0,65035,20420,21790,10644,12181,17145,16380,16870,14640,16643,21687,20707,5998,65035,65035,0.0,1.0,-2.0,1.0,0.0,-56.0,-10.0,5.0,61.0,0.0,0.0,0.0,0.0,-9386.0,-93377.0
PUMA,2501300,51710.0,14125.0,19499.0,8212.0,9874.0,9907.0,13162.0,14379.0,14262.0,12117.0,17162.0,17784.0,4647.0,90109.0,129599.0,53181,14383,19830,8646,10322,10160,13421,14760,14840,12647,17661,18059,4814,53181,53181,1471.0,258.0,331.0,434.0,448.0,253.0,259.0,381.0,578.0,530.0,499.0,275.0,167.0,-36928.0,-76418.0
PUMA,2501400,55398.0,15270.0,18157.0,9575.0,12396.0,12315.0,11223.0,10921.0,20939.0,12694.0,19666.0,19287.0,3751.0,60226.0,135995.0,55398,15270,18156,9576,12396,12272,11207,10927,20992,12694,19668,19285,3751,55398,55398,0.0,0.0,-1.0,1.0,0.0,-43.0,-16.0,6.0,53.0,0.0,2.0,-2.0,0.0,-4828.0,-80597.0
PUMA,2501600,66427.0,21801.0,25695.0,9083.0,9848.0,21282.0,21175.0,14508.0,9462.0,20120.0,21877.0,19418.0,5012.0,46119.0,148299.0,72334,22759,26969,10826,11780,22341,22545,16123,11325,22312,23794,20622,5606,48788,72334,5907.0,958.0,1274.0,1743.0,1932.0,1059.0,1370.0,1615.0,1863.0,2192.0,1917.0,1204.0,594.0,2669.0,-75965.0
PUMA,2501900,65683.0,21029.0,26032.0,9130.0,9492.0,35197.0,18821.0,8588.0,3077.0,28200.0,20710.0,12621.0,4152.0,87909.0,166439.0,65683,21029,26034,9130,9490,35181,18832,8593,3077,28204,20709,12620,4150,65683,65683,0.0,0.0,2.0,0.0,-2.0,-16.0,11.0,5.0,0.0,4.0,-1.0,-1.0,-2.0,-22226.0,-100756.0
PUMA,2501901,67689.0,24802.0,20859.0,9839.0,12189.0,26809.0,19809.0,13258.0,7813.0,22733.0,22013.0,18102.0,4841.0,66782.0,155414.0,68403,24821,20870,10366,12346,26819,19830,13532,8222,22859,22232,18308,5004,66842,68403,714.0,19.0,11.0,527.0,157.0,10.0,21.0,274.0,409.0,126.0,219.0,206.0,163.0,60.0,-87011.0
PUMA,2501902,55372.0,18444.0,19586.0,8137.0,9205.0,18426.0,16781.0,11715.0,8450.0,18645.0,16336.0,15724.0,4667.0,37540.0,126586.0,59635,19213,20508,9356,10558,19150,17707,12911,9867,20146,17800,16625,5064,39597,59635,4263.0,769.0,922.0,1219.0,1353.0,724.0,926.0,1196.0,1417.0,1501.0,1464.0,901.0,397.0,2057.0,-66951.0
PUMA,2502400,53794.0,15250.0,16896.0,9445.0,12203.0,13068.0,12897.0,11534.0,16295.0,11415.0,18753.0,19610.0,4016.0,60891.0,129958.0,53794,15251,16897,9442,12204,13034,12889,11537,16334,11415,18758,19607,4014,53794,53794,0.0,1.0,1.0,-3.0,1.0,-34.0,-8.0,3.0,39.0,0.0,5.0,-3.0,-2.0,-7097.0,-76164.0
PUMA,2502800,68556.0,23816.0,23099.0,10859.0,10782.0,20119.0,17618.0,18907.0,11912.0,18671.0,23834.0,20792.0,5259.0,72997.0,155995.0,70191,24088,23476,11320,11307,20370,17974,19359,12488,19315,24356,21130,5390,70191,70191,1635.0,272.0,377.0,461.0,525.0,251.0,356.0,452.0,576.0,644.0,522.0,338.0,131.0,-2806.0,-85804.0
PUMA,2503301,69614.0,28244.0,30113.0,6198.0,5059.0,28865.0,19149.0,11615.0,9985.0,23570.0,24577.0,17206.0,4261.0,109286.0,163937.0,70173,28338,30168,6301,5366,28977,19268,11758,10170,23706,24743,17352,4372,70173,70173,559.0,94.0,55.0,103.0,307.0,112.0,119.0,143.0,185.0,136.0,166.0,146.0,111.0,-39113.0,-93764.0
PUMA,2503302,109838.0,42214.0,45185.0,12238.0,10201.0,32603.0,23883.0,15570.0,37782.0,29235.0,38027.0,36675.0,5901.0,355966.0,227263.0,112676,42632,45744,13241,11059,33096,24614,16365,38601,30162,38949,37260,6305,112676,112676,2838.0,418.0,559.0,1003.0,858.0,493.0,731.0,795.0,819.0,927.0,922.0,585.0,404.0,-243290.0,-114587.0
PUMA,2503303,74608.0,25560.0,28345.0,11050.0,9653.0,23724.0,23917.0,14495.0,12472.0,19555.0,27655.0,21902.0,5496.0,86715.0,174912.0,74608,25560,28339,11050,9659,23691,23885,14501,12531,19555,27655,21903,5495,74608,74608,0.0,0.0,-6.0,0.0,6.0,-33.0,-32.0,6.0,59.0,0.0,0.0,1.0,-1.0,-12107.0,-100304.0
PUMA,2503304,57411.0,19561.0,19137.0,9769.0,8944.0,25045.0,17121.0,9601.0,5644.0,18505.0,20237.0,13965.0,4704.0,80780.0,137975.0,59240,19863,19543,10341,9493,25426,17572,10043,6199,19135,20806,14387,4912,59240,59240,1829.0,302.0,406.0,572.0,549.0,381.0,451.0,442.0,555.0,630.0,569.0,422.0,208.0,-21540.0,-78735.0
PUMA,2503305,62713.0,19883.0,23004.0,10257.0,9569.0,16008.0,17836.0,15138.0,13731.0,14158.0,21522.0,22198.0,4835.0,40713.0,139026.0,66892,20564,23987,11558,10783,16956,18726,16325,14885,15507,22894,23215,5276,42490,66892,4179.0,681.0,983.0,1301.0,1214.0,948.0,890.0,1187.0,1154.0,1349.0,1372.0,1017.0,441.0,1777.0,-72134.0
PUMA,2503306,44685.0,13600.0,15987.0,6875.0,8223.0,14122.0,15340.0,9518.0,5705.0,11764.0,16038.0,12722.0,4161.0,27603.0,102437.0,47725,14091,16653,7833,9148,14756,16045,10319,6605,12755,17004,13407,4559,28894,47725,3040.0,491.0,666.0,958.0,925.0,634.0,705.0,801.0,900.0,991.0,966.0,685.0,398.0,1291.0,-54712.0
PUMA,2503400,67729.0,19543.0,25077.0,11657.0,11452.0,15630.0,13135.0,11882.0,27082.0,15258.0,23079.0,25171.0,4221.0,69998.0,160491.0,69313,19775,25406,12072,12060,15947,13486,12337,27543,15836,23563,25532,4382,69313,69313,1584.0,232.0,329.0,415.0,608.0,317.0,351.0,455.0,461.0,578.0,484.0,361.0,161.0,-685.0,-91178.0
PUMA,2503500,45440.0,10729.0,14502.0,8647.0,11562.0,7887.0,10020.0,10224.0,17309.0,13158.0,15427.0,13454.0,3401.0,64656.0,118860.0,46573,10945,14754,9028,11846,8101,10135,10572,17765,13605,15808,13640,3520,46573,46573,1133.0,216.0,252.0,381.0,284.0,214.0,115.0,348.0,456.0,447.0,381.0,186.0,119.0,-18083.0,-72287.0
PUMA,2503601,57274.0,15248.0,18982.0,10381.0,12663.0,12139.0,14575.0,15249.0,15311.0,13054.0,19302.0,20072.0,4846.0,64674.0,141946.0,58483,15451,19216,10733,13083,12332,14825,15573,15753,13481,19714,20339,4949,58483,58483,1209.0,203.0,234.0,352.0,420.0,193.0,250.0,324.0,442.0,427.0,412.0,267.0,103.0,-6191.0,-83463.0
PUMA,2503602,54863.0,17764.0,18727.0,8766.0,9606.0,15513.0,14537.0,14756.0,10057.0,14683.0,19198.0,16797.0,4185.0,80902.0,130513.0,56292,17999,19051,9169,10073,15841,14883,15138,10430,15101,19649,17148,4394,56292,56292,1429.0,235.0,324.0,403.0,467.0,328.0,346.0,382.0,373.0,418.0,451.0,351.0,209.0,-24610.0,-74221.0
PUMA,2503603,65172.0,25109.0,22156.0,8703.0,9204.0,20819.0,17355.0,16749.0,10249.0,18748.0,23612.0,18551.0,4261.0,47958.0,141110.0,65172,25106,22156,8704,9206,20789,17338,16762,10283,18743,23615,18551,4263,47916,65172,0.0,-3.0,0.0,1.0,2.0,-30.0,-17.0,13.0,34.0,-5.0,3.0,0.0,2.0,-42.0,-75938.0
PUMA,2503900,66172.0,22282.0,22468.0,9851.0,11571.0,17940.0,18110.0,16105.0,14017.0,16657.0,24761.0,20663.0,4091.0,72913.0,159372.0,66172,22280,22466,9855,11571,17884,18097,16112,14079,16654,24762,20663,4093,66172,66172,0.0,-2.0,-2.0,4.0,0.0,-56.0,-13.0,7.0,62.0,-3.0,1.0,0.0,2.0,-6741.0,-93200.0
PUMA,2504000,49006.0,13542.0,18517.0,7196.0,9751.0,18037.0,15439.0,10069.0,5461.0,15182.0,15205.0,13250.0,5369.0,57513.0,128126.0,49889,13705,18623,7356,10205,18153,15644,10320,5772,15507,15460,13433,5489,49889,49889,883.0,163.0,106.0,160.0,454.0,116.0,205.0,251.0,311.0,325.0,255.0,183.0,120.0,-7624.0,-78237.0
PUMA,2504200,58465.0,15328.0,23123.0,10125.0,9889.0,15042.0,18345.0,13995.0,11083.0,13291.0,19724.0,20852.0,4598.0,54773.0,135220.0,58465,15329,23122,10128,9886,15008,18323,14016,11118,13292,19722,20853,4598,54636,58465,0.0,1.0,-1.0,3.0,-3.0,-34.0,-22.0,21.0,35.0,1.0,-2.0,1.0,0.0,-137.0,-76755.0
PUMA,2504301,50656.0,15831.0,20366.0,7680.0,6779.0,13984.0,14951.0,13023.0,8698.0,14580.0,15396.0,16912.0,3768.0,45137.0,122727.0,50656,15827,20369,7679,6781,13952,14945,13034,8725,14579,15397,16913,3767,45048,50656,0.0,-4.0,3.0,-1.0,2.0,-32.0,-6.0,11.0,27.0,-1.0,1.0,1.0,-1.0,-89.0,-72071.0
PUMA,2504302,45551.0,16012.0,17529.0,6980.0,5030.0,24280.0,11613.0,6889.0,2769.0,20493.0,13810.0,9298.0,1950.0,35484.0,98672.0,46149,16083,17557,7219,5290,24405,11693,7019,3032,20626,14002,9448,2073,35711,46149,598.0,71.0,28.0,239.0,260.0,125.0,80.0,130.0,263.0,133.0,192.0,150.0,123.0,227.0,-52523.0
PUMA,2504303,56609.0,15183.0,21996.0,9712.0,9718.0,15629.0,16017.0,14772.0,10191.0,13362.0,19550.0,19518.0,4179.0,56588.0,136568.0,56609,15186,21996,9710,9717,15607,16006,14776,10220,13363,19551,19518,4177,56238,56609,0.0,3.0,0.0,-2.0,-1.0,-22.0,-11.0,4.0,29.0,1.0,1.0,0.0,-2.0,-350.0,-79959.0
PUMA,2504500,52374.0,17678.0,20088.0,8166.0,6442.0,26675.0,14648.0,7897.0,3154.0,20206.0,17564.0,12265.0,2339.0,44669.0,119833.0,52374,17681,20086,8163,6444,26652,14659,7906,3157,20206,17563,12266,2339,44600,52374,0.0,3.0,-2.0,-3.0,2.0,-23.0,11.0,9.0,3.0,0.0,-1.0,1.0,0.0,-69.0,-67459.0
PUMA,2504700,50570.0,17694.0,20439.0,5464.0,6973.0,15691.0,15336.0,10933.0,8610.0,20302.0,15342.0,11861.0,3065.0,48552.0,112992.0,50570,17692,20439,5464,6975,15670,15338,10941,8621,20308,15333,11865,3064,48410,50570,0.0,-2.0,0.0,0.0,2.0,-21.0,2.0,8.0,11.0,6.0,-9.0,4.0,-1.0,-142.0,-62422.0
PUMA,2504800,45884.0,16118.0,18946.0,4975.0,5845.0,14131.0,15617.0,9410.0,6726.0,17980.0,14876.0,10676.0,2352.0,41321.0,96631.0,45884,16119,18946,4977,5842,14123,15615,9414,6732,17984,14869,10678,2353,41240,45884,0.0,1.0,0.0,2.0,-3.0,-8.0,-2.0,4.0,6.0,4.0,-7.0,2.0,1.0,-81.0,-50747.0
PUMA,2504901,49633.0,12730.0,18074.0,7698.0,11131.0,11530.0,14061.0,13383.0,10659.0,12582.0,15104.0,16463.0,5484.0,45293.0,131401.0,49633,12724,18078,7701,11130,11510,14038,13390,10695,12581,15103,16464,5485,45189,49633,0.0,-6.0,4.0,3.0,-1.0,-20.0,-23.0,7.0,36.0,-1.0,-1.0,1.0,1.0,-104.0,-81768.0
PUMA,2504902,49948.0,12960.0,18837.0,7856.0,10295.0,10903.0,13432.0,14569.0,11044.0,12077.0,15383.0,17622.0,4866.0,38440.0,123239.0,52947,13462,19482,8658,11345,11350,14094,15459,12044,13173,16382,18219,5173,39697,52947,2999.0,502.0,645.0,802.0,1050.0,447.0,662.0,890.0,1000.0,1096.0,999.0,597.0,307.0,1257.0,-70292.0
PUMA,2504903,61769.0,20508.0,19159.0,8814.0,13288.0,15994.0,16619.0,14504.0,14652.0,18589.0,19698.0,19002.0,4480.0,49489.0,144695.0,63243,20699,19283,9240,14021,16236,16858,14840,15309,19028,20130,19345,4740,50050,63243,1474.0,191.0,124.0,426.0,733.0,242.0,239.0,336.0,657.0,439.0,432.0,343.0,260.0,561.0,-81452.0
PUMA,3300300,4143.0,1884.0,1107.0,575.0,577.0,745.0,1121.0,1310.0,967.0,1063.0,1329.0,1494.0,257.0,4558.0,9347.0,4143,1885,1106,575,577,743,1120,1310,970,1063,1329,1494,257,4143,4143,0.0,1.0,-1.0,0.0,0.0,-2.0,-1.0,0.0,3.0,0.0,0.0,0.0,0.0,-415.0,-5204.0
PUMA,3300400,6309.0,2726.0,2108.0,871.0,604.0,1150.0,2124.0,2009.0,1026.0,1292.0,2124.0,2316.0,577.0,5385.0,13709.0,6309,2727,2107,872,603,1148,2120,2013,1028,1291,2125,2316,577,5375,6309,0.0,1.0,-1.0,1.0,-1.0,-2.0,-4.0,4.0,2.0,-1.0,1.0,0.0,0.0,-10.0,-7400.0
PUMA,3300500,5093.0,2562.0,1446.0,466.0,619.0,1173.0,1740.0,1533.0,647.0,1086.0,2044.0,1729.0,234.0,1916.0,11496.0,5668,2655,1596,638,779,1310,1892,1670,796,1263,2237,1865,303,2225,5668,575.0,93.0,150.0,172.0,160.0,137.0,152.0,137.0,149.0,177.0,193.0,136.0,69.0,309.0,-5828.0
PUMA,3300600,52172.0,21368.0,16460.0,6449.0,7895.0,7273.0,13268.0,15256.0,16375.0,8750.0,19006.0,19890.0,4526.0,59401.0,119896.0,53917,21673,16962,6950,8332,7627,13760,15681,16849,9260,19633,20301,4723,53917,53917,1745.0,305.0,502.0,501.0,437.0,354.0,492.0,425.0,474.0,510.0,627.0,411.0,197.0,-5484.0,-65979.0
PUMA,3300700,64094.0,26626.0,19941.0,8220.0,9307.0,11171.0,17753.0,18077.0,17093.0,11959.0,21128.0,24865.0,6142.0,65838.0,150531.0,66814,27168,20659,8963,10024,11546,18424,18947,17897,12857,22113,25452,6392,66620,66814,2720.0,542.0,718.0,743.0,717.0,375.0,671.0,870.0,804.0,898.0,985.0,587.0,250.0,782.0,-83717.0
PUMA,3300800,46349.0,22058.0,13678.0,4872.0,5741.0,16242.0,15617.0,9853.0,4637.0,12033.0,17517.0,13570.0,3229.0,81533.0,100362.0,49134,22512,14373,5845,6404,16771,16196,10633,5534,13014,18490,14143,3487,49134,49134,2785.0,454.0,695.0,973.0,663.0,529.0,579.0,780.0,897.0,981.0,973.0,573.0,258.0,-32399.0,-51228.0
PUMA,3300900,50738.0,21958.0,15080.0,6336.0,7364.0,12619.0,13770.0,13183.0,11166.0,11806.0,18202.0,16515.0,4215.0,66087.0,115859.0,53494,22391,15740,7257,8106,13196,14489,13855,11954,12751,19081,17130,4532,53494,53494,2756.0,433.0,660.0,921.0,742.0,577.0,719.0,672.0,788.0,945.0,879.0,615.0,317.0,-12593.0,-62365.0
PUMA,3301000,81803.0,37495.0,24473.0,9118.0,10717.0,16397.0,22874.0,21972.0,20560.0,18199.0,29392.0,27855.0,6357.0,122218.0,180259.0,85725,38069,25395,10320,11941,17096,23880,23017,21732,19740,30574,28617,6794,85725,85725,3922.0,574.0,922.0,1202.0,1224.0,699.0,1006.0,1045.0,1172.0,1541.0,1182.0,762.0,437.0,-36493.0,-94534.0
PUMA,4400101,66095.0,23005.0,22203.0,11332.0,9555.0,19670.0,18239.0,15994.0,12192.0,18260.0,23379.0,19228.0,5228.0,71824.0,148094.0,68556,23413,22692,12015,10436,20103,18812,16653,12988,19194,24120,19750,5492,68556,68556,2461.0,408.0,489.0,683.0,881.0,433.0,573.0,659.0,796.0,934.0,741.0,522.0,264.0,-3268.0,-79538.0
PUMA,4400102,80788.0,30278.0,24442.0,13756.0,12312.0,30233.0,25198.0,15883.0,9474.0,23488.0,30015.0,21298.0,5987.0,56347.0,175613.0,86618,31075,25321,15279,14943,31305,26478,17486,11349,25536,31762,22598,6722,58935,86618,5830.0,797.0,879.0,1523.0,2631.0,1072.0,1280.0,1603.0,1875.0,2048.0,1747.0,1300.0,735.0,2588.0,-88995.0
PUMA,4400103,81936.0,33564.0,21117.0,13717.0,13538.0,39239.0,23712.0,11206.0,7779.0,24866.0,31919.0,19639.0,5512.0,118905.0,191631.0,82619,33670,21165,13846,13938,39331,23873,11384,8031,25082,32124,19798,5615,82619,82619,683.0,106.0,48.0,129.0,400.0,92.0,161.0,178.0,252.0,216.0,205.0,159.0,103.0,-36286.0,-109012.0
PUMA,4400104,52011.0,19238.0,16619.0,8514.0,7640.0,16758.0,16234.0,12332.0,6687.0,15652.0,18895.0,13872.0,3592.0,49873.0,116592.0,57758,20131,17656,10431,9540,17896,17745,13849,8268,17332,20829,15220,4377,51990,57758,5747.0,893.0,1037.0,1917.0,1900.0,1138.0,1511.0,1517.0,1581.0,1680.0,1934.0,1348.0,785.0,2117.0,-58834.0
PUMA,4400201,74253.0,25761.0,25399.0,12339.0,10754.0,19937.0,23270.0,18275.0,12771.0,19762.0,27939.0,21276.0,5276.0,81301.0,161123.0,77018,26198,25986,13068,11766,20461,23888,18997,13672,20744,28784,21911,5579,77018,77018,2765.0,437.0,587.0,729.0,1012.0,524.0,618.0,722.0,901.0,982.0,845.0,635.0,303.0,-4283.0,-84105.0
PUMA,4400300,54090.0,18787.0,19143.0,8348.0,7812.0,12985.0,14795.0,13278.0,13032.0,14366.0,19885.0,16593.0,3246.0,68533.0,123452.0,56587,19175,19712,9178,8522,13504,15313,13995,13775,15289,20681,17126,3491,56587,56587,2497.0,388.0,569.0,830.0,710.0,519.0,518.0,717.0,743.0,923.0,796.0,533.0,245.0,-11946.0,-66865.0
PUMA,4400400,63602.0,21234.0,22879.0,10463.0,9026.0,13679.0,18658.0,15871.0,15394.0,15844.0,22585.0,20497.0,4676.0,67203.0,143368.0,65673,21572,23372,11040,9689,14040,19098,16460,16075,16555,23258,20965,4895,65673,65673,2071.0,338.0,493.0,577.0,663.0,361.0,440.0,589.0,681.0,711.0,673.0,468.0,219.0,-1530.0,-77695.0
