geography,id,HH_control,HHSize1_control,HHSize2_control,HHSize3_control,HHSize4p_control,Income1_control,Income2_control,Income3_control,Income4_control,HHWrk0_control,HHWrk1_control,HHWrk2_control,HHWrk3p_control,Tot_Emp_control,Tot_Pop_control,HH_result,HHSize1_result,HHSize2_result,HHSize3_result,HHSize4p_result,Income1_result,Income2_result,Income3_result,Income4_result,HHWrk0_result,HHWrk1_result,HHWrk2_result,HHWrk3p_result,Tot_Emp_result,Tot_Pop_result,HH_diff,HHSize1_diff,HHSize2_diff,HHSize3_diff,HHSize4p_diff,Income1_diff,Income2_diff,Income3_diff,Income4_diff,HHWrk0_diff,HHWrk1_diff,HHWrk2_diff,HHWrk3p_diff,Tot_Emp_diff,Tot_Pop_diff
PUMA,2500100,63347.0,24337.0,23732.0,8175.0,7103.0,25371.0,20883.0,11322.0,5771.0,24354.0,20564.0,15486.0,2943.0,58709.0,137289.0,63347,24329,23731,8183,7104,25344,20891,11329,5783,24357,20565,15491,2934,58564,63347,0.0,-8.0,-1.0,8.0,1.0,-27.0,8.0,7.0,12.0,3.0,1.0,5.0,-9.0,-145.0,-73942.0
PUMA,2500200,53938.0,18862.0,21350.0,7122.0,6604.0,19879.0,16629.0,10109.0,7321.0,19117.0,16691.0,15170.0,2960.0,46356.0,129864.0,57970,19356,21882,8154,8578,20657,17515,11175,8623,20404,17878,16108,3580,47992,57970,4032.0,494.0,532.0,1032.0,1974.0,778.0,886.0,1066.0,1302.0,1287.0,1187.0,938.0,620.0,1636.0,-71894.0
PUMA,2500300,79304.0,28889.0,24466.0,11696.0,14253.0,35844.0,24843.0,11791.0,6826.0,28778.0,27589.0,18374.0,4563.0,102769.0,196511.0,79304,28890,24457,11698,14259,35813,24857,11803,6831,28778,27585,18375,4566,79304,79304,0.0,1.0,-9.0,2.0,6.0,-31.0,14.0,12.0,5.0,0.0,-4.0,1.0,3.0,-23465.0,-117207.0
PUMA,2500301,55721.0,18970.0,22083.0,7617.0,7051.0,22672.0,17176.0,10636.0,5237.0,20952.0,18118.0,13846.0,2805.0,44288.0,125769.0,55721,18970,22084,7615,7052,22650,17174,10650,5247,20950,18121,13845,2805,44241,55721,0.0,0.0,1.0,-2.0,1.0,-22.0,-2.0,14.0,10.0,-2.0,3.0,-1.0,0.0,-47.0,-70048.0
PUMA,2500302,61650.0,19700.0,22291.0,8675.0,10984.0,16527.0,19876.0,14992.0,10255.0,18455.0,18642.0,19797.0,4756.0,40015.0,142461.0,62256,19784,22326,8886,11260,16616,19938,15148,10554,18638,18810,19921,4887,40286,62256,606.0,84.0,35.0,211.0,276.0,89.0,62.0,156.0,299.0,183.0,168.0,124.0,131.0,271.0,-80205.0
PUMA,2500303,58605.0,17637.0,21993.0,8550.0,10425.0,13315.0,16080.0,13356.0,15854.0,15151.0,20030.0,19383.0,4041.0,59475.0,138912.0,58605,17636,21992,8550,10427,13285,16069,13361,15890,15152,20026,19386,4041,58573,58605,0.0,-1.0,-1.0,0.0,2.0,-30.0,-11.0,5.0,36.0,1.0,-4.0,3.0,0.0,-902.0,-80307.0
PUMA,2500304,79829.0,23281.0,32230.0,11408.0,12910.0,23181.0,24728.0,19320.0,12600.0,21835.0,27164.0,24601.0,6229.0,47822.0,185308.0,81558,23528,32342,11807,13881,23492,25043,19767,13256,22477,27669,24986,6426,48643,81558,1729.0,247.0,112.0,399.0,971.0,311.0,315.0,447.0,656.0,642.0,505.0,385.0,197.0,821.0,-103750.0
PUMA,2500400,45148.0,14107.0,17632.0,6451.0,6958.0,11497.0,13305.0,10525.0,9821.0,11913.0,15307.0,15273.0,2655.0,29536.0,107550.0,49836,14920,18717,7884,8315,12294,14355,11836,11351,13558,16803,16319,3156,31537,49836,4688.0,813.0,1085.0,1433.0,1357.0,797.0,1050.0,1311.0,1530.0,1645.0,1496.0,1046.0,501.0,2001.0,-57714.0
PUMA,2500501,53573.0,15115.0,21012.0,8163.0,9283.0,11618.0,12979.0,12947.0,16029.0,14317.0,16537.0,18895.0,3824.0,56583.0,124027.0,53573,15111,21010,8164,9288,11585,12968,12945,16075,14313,16538,18896,3826,53573,53573,0.0,-4.0,-2.0,1.0,5.0,-33.0,-11.0,-2.0,46.0,-4.0,1.0,1.0,2.0,-3010.0,-70454.0
PUMA,2500502,42867.0,14200.0,14604.0,6518.0,7545.0,19009.0,12943.0,7344.0,3571.0,15847.0,13475.0,10725.0,2820.0,36699.0,107232.0,42867,14200,14603,6520,7544,18993,12944,7350,3580,15850,13475,10721,2821,36643,42867,0.0,0.0,-1.0,2.0,-1.0,-16.0,1.0,6.0,9.0,3.0,0.0,-4.0,1.0,-56.0,-64365.0
PUMA,2500503,63893.0,19706.0,22484.0,10363.0,11340.0,15625.0,15597.0,14458.0,18213.0,15007.0,23073.0,21929.0,3884.0,138828.0,152519.0,63893,19707,22486,10360,11340,15582,15579,14464,18268,15007,23077,21928,3881,63893,63893,0.0,1.0,2.0,-3.0,0.0,-43.0,-18.0,6.0,55.0,0.0,4.0,-1.0,-3.0,-74935.0,-88626.0
PUMA,2500504,69151.0,22918.0,23180.0,11348.0,11705.0,20185.0,17567.0,14282.0,17117.0,15869.0,24628.0,22959.0,5695.0,106214.0,167919.0,69151,22917,23177,11348,11709,20126,17564,14291,17170,15867,24630,22959,5695,69151,69151,0.0,-1.0,-3.0,0.0,4.0,-59.0,-3.0,9.0,53.0,-2.0,2.0,0.0,0.0,-37063.0,-98768.0
